"RegionName","City","State","Metro","CountyName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01"
"60657","Chicago","IL","Chicago-Naperville-Elgin","Cook County",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.695652173913,407.586956521739,401.532258064516,432.741647641045,437.53365643511,440.989028217555,422.599671403352,414.615384615385,419.222903885481,413.599791013584,428.544006377153,426.043259777147,438.439513242663,419.075820560246,424.588422729687,468.233333333333,463.636363636364,461.45648312611,464.061574896388,452.32789708811,444.04973357016,452.32789708811,448.149301231493,435.270513352705,430.390494644491,434.848484848485,432.222222222222,439.363636363636,425.516129032258,422,414.838709677419,421.111111111111,414.749103942652,406.575520833333,408.387096774194,403.202571263129,439,429.61283234454,426.829268292683,446.808510638298,459.840588595953,463.244294297977,471.239407854985,475.83081570997,466.648,457.481303370787,420.609756097561,446.808510638298
"77494","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",2,105.292597243323,104.593929450369,105.796673819742,106.502194603681,106.439595529537,106.107460378817,105.756851204708,104.019813465813,98.3737729913778,98.3683853459973,98.1701663485138,99.6069084204581,97.9578690035645,97.491124260355,100.269080234834,100.677106227012,100.953206239168,103.352984187917,103.73521477485,102.145636623748,101.426270991488,100.732544699838,101.174951267057,102.145636623748,100.835494093921,104.006012024048,107.4316187636,109.54705573081,109.505002632965,106.333278663267,105.008016032064,107.900042625746,109.713149078727,104.751047409041,105.668031109292,105.446927199526,105.461570685246,109.318943560662,109.708969465649,112.841605475259,115.052094879184,114.601528384279,113.955164131305,113.132518402763,114.113094156997,116.069641785071,116.069641785071,116.290496391896,117.360045467462,120.105994983436,119.383546776644,122.823369565217,124.131060606061,123.277045454545,123.619282418002,123.97592663355,125.12465113677,123.700843183969,125.056479769973,123.764274325263,123.61182154021,123.841131659164,123.483075637275,126.780279975654,124.880953268455,124.34405658225,122.381792738137,121.937525416542,122.229419139156,122.337363270006,120.318945760122,118.576951644042,120.924580617999,119.999103139013,119.999103139013,120.945681906995,121.895442494516,120.770112746035,120.497714677417,120.055320150659,119.476240842346,118.650328448711,116.856762240111,117.741784823668,118.110236220472,119.893141215819,121.349115145943,121.997770106413,123.4375,124.027927658109,123.288543140028,122.497365648051,121.650448276504,123.183098707543,123.183098707543,125.181780192227,125.796902372403,127.138783269962,126.103017058216,126.153402537486,126.920083030618,125.550653684657,123.236726368479,123.912700243735,123.69974697779,122.422198143854,120.320855614973,123.682077138409,125.012068019748
"60614","Chicago","IL","Chicago-Naperville-Elgin","Cook County",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590.277777777778,585.806697108067,609.065321899243,599.287974683544,587.142482779275,596.776819923372,603.275862068965,602.355072463768,623.214285714286,598.591329335332,615.909090909091,614.383116883117,602.355072463768,579.805998555703,586.661177439275,572.950819672131,600.570803412718,623.214285714286,626.034444195929,617.588737949167,623.554827551381,611.53715064758,603.668083202863,570.962479608483,575.268817204301,592.69033431445,579.707208523948,572.370974000776,570.634920634921,588.2883767397,561.103107344633,561.103107344633,579.209289466409,558.664102115755,594.816186194129,570,559.504464850981,558.664102115755,560.344827586207,559.504464850981,575.582792597933,553.188725653761,534.963411970293,560.344827586207,581.272458254069,581.272458254069,624.582789736899,646.551101741416,625.559534467323,670.258865125402,667.609981991253,653.59477124183,653.59477124183,653.59477124183,615.369230769231,625.097732603597,636.992944017259,610.802554845876,607.48127456216
"78660","Pflugerville","TX","Austin-Round Rock","Travis County",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.506064690027,110.939628911659,110.878112712975,111.521346335496,113.111475409836,111.473199605393,111.148952095808,113.783338327839,112.373389271801,114.24483564469,115.642479213908,117.378265075782,117.205323193916,112.262697241813,113.037352555701,116.088358594002,112.769143290371,109.929681576952,109.991775861399,110.307050796058,109.991775861399,112.374215602019,112.351707133621
"60618","Chicago","IL","Chicago-Naperville-Elgin","Cook County",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.75,285.714285714286,314.076923076923,261.333333333333,294.473821396192,304.427168576105,309.600301659125,332.962962962963,331.481481481482,358,346.716928769658,351.042553191489,346.244228432564,348.643390812027,347.112114216282,340.212765957447,349.8,349.8,349.775,349.8,343.645833333333,339.18991840463,343.6875,338.4375,332.291666666667,325.929466051417,312.291666666667,319.8,313.101569557362,313.911472448058,316.697286919854,313.101569557362,312.291666666667,306.650246305419,313.066673848534,313.066673848534,329,339.285714285714,339.285714285714,351.960784313725,339.285714285714,340.892857142857,355.846245815399,342.5,340.721288515406,339.285714285714,339.285714285714
"78130","New Braunfels","TX","San Antonio-New Braunfels","Comal County",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.373776908023,102.242661448141,102.242661448141,102.152641878669,102.295499021526,101.74168297456,99.3737769080235,97.8082191780822,97.5446499658006,97.991926928489,99.5508020293929,101.499395905523,100.11253395421,99.0405904059041,99.0953947368421,99.8049713193117,100.578552874345,100.70110701107,100.314569560131,99.5475025139555,100.516605166052,101.881624320013,102.202123476209,101.914357189187,102.044828942194,102.504892367906,101.366099217038
"78572","Mission","TX","McAllen-Edinburg-Mission","Hidalgo County",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.736146415862,100.665725237039,97.8414363526326,101.174670979761,107.677708466532,108.585900175911,106.060606060606,104.933777130573,96.6926677067083,100.11051063613,95.5779507945045,107.172657961481,104.428726625523,105.777777777778,105.414141414141,106.507371631927,106.575141657144,106.142574704852,105.777777777778,107.420999000594,96.4620501965528,100.675469542721,94.9367088607595,96.6333153968944,97.1574382392696,102.627762501273,103.848721692576,116.012508498596,118.942977085884,118.942977085884,99.8127925117005,114.942528735632,118.055555555556,109.431019860548,113.128957014329,113.128957014329,119.204799207183,112.989964468287,106.156530408774,105.291576673866,106.369801254544,100.20130309177,100.089126559715,100.218039362382,101.182657738478,101.240987070138,102.986217457887,99.8920086393089,99.4956720932188,98.8120950323974,98.9849142849583,110.538520999742,109.801601283849,111.090504451039,110.022739198881,102.808554496264,101.167315175097,98.8521221906746,95.4442298287492,94.4118209236086,92.9557767041932,91.3744477480438,90.7911802853437,93.5828877005348,93.0349055716178,94.2220444444444,98.1334290140332,99.6334555148284,105.062082139446,108.821822402786,103.023404773258
"94565","Pittsburg","CA","San Francisco-Oakland-Hayward","Contra Costa County",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.033296089385,163.247616295868,165.932144599342,165.301799285305,173.156424581006,160.871508379888,160.871508379888,158.544392523364,171.226382111128,171.251646903821,170.312203295169,168.613438735178,168.821657828635,170.217136477812,169.968886652844,167.426179179459,170.670826833073,172.174993022607,176.613687966267,167.935877862595,164.545954198473,168.576576728286,166.412213740458,167.904732824427,169.700709657513,173.405912336151,171.447299490134,177.69878883623,190.06957097814,182.449494949495,195.432819968136,189.745810055866,193.613581244947,193.613581244947,192.204301075269,191.705165613011,196.68458781362,195.121951219512,195.788449760421,194.106145251397,200.802703268785,213.815364751453,211.22599704579,205.314009661836,210.567517767834,210.567517767834,212.812637121545,217.866577814045,231.481481481481,240.072202166065,240.55595153243,238.194328441422,235.832705350414,235.832705350414,251.87924830068,245.464090690812,239.575713240673,230.431602048281,205.176767676768,226.312978326324,205.176767676768,226.157883037955
"79912","El Paso","TX","El Paso","El Paso County",9,126.588498664584,124.870263425833,121.588661832564,120.145971388848,115.057680631451,114.247110228276,112.75933680245,116.807949029126,116.807949029126,119.473679907698,121.087114777967,115.167548500882,116.073816528484,120.855028775007,120.185922974768,116.336400747756,116.476583353555,118.693518435188,113.53580877046,111.488881727361,113.427217117806,114.211821402342,113.334091167443,112.976191568178,112.611101098514,112.611101098514,113.702384214853,113.907506702413,112.539396668167,111.151660888366,113.729788983283,110.247872733999,108.995327102804,109.293498026601,109.919770842198,110.156175262493,112.062048676117,111.290322580645,111.837917326959,112.342099813626,114.804770918268,115.026208503203,117.065556711759,116.341546885695,117.763760980995,115.416065416065,119.622747747748,118.173330708603,117.762073027091,114.317016507738,115.009746588694,115.004873294347,114.601590939733,114.601590939733,114.418851025422,111.003861003861,112.409638554217,114.390033603969,114.390033603969,112.847222222222,114.227421109902,115.79528718704,117.070812894654,116.750069502363,115.084877110667,116.808252427184,117.614113693643,118.292276245259,117.896009673519,117.170022371365,114.705712415828,113.099459550785,118.012066626855,114.842805320435,114.842805320435,115.850580514891,120.553024450308,118.128123580191,119.667907243058,116.237799467613,114.481637136373,121.744532803181,120.706220023119,121.744532803181,122.212585034014,122.212585034014,117.360258305656,123.174736259931,119.213203070301,120.702267739576,116.923639017379,116.923639017379,119.479320891199,122.459707088157,124.684785654245,123.267963629409,123.159303882195,121.814576566181,125.386779184248,124.371751613714,124.105573136428,122.512854907221,124.52711223203,123.708304585968,120.751704324653,115.069356872636,118.785926523953,118.785926523953,116.723240230902
"30349","Riverdale","GA","Atlanta-Sandy Springs-Roswell","Clayton County",10,68.0039138943249,69.9558173784978,69.8351324453613,68.8513700065902,71.5595466168608,65.8161865569273,64.986570376943,63.7602953706333,58.364898989899,57.7576754385965,55.4192857690702,53.6922632794457,53.9664658108462,53.9664658108462,52.991551852765,52.8495887191539,52.6982872200264,51.1933457956185,49.0345110928513,49.5841995841996,46.552225778295,45.4466710169707,45.5623100303951,44.0865602640409,49.2850098619329,47.7121168737798,47.5400924164175,47.5400924164175,49.1034143944977,50.3540305010893,49.1034143944977,50.78222110476,55.2626006063831,56.9178541121411,55.0715807033552,58.7250293772033,54.1102097045768,55.1267626866618,55.7827326590691,56.2994086504019,57.4994350243567,58.621377091275,58.9990819017274,61.5500667504902,64.9644814842166,65.076459185077,66.0615741272192,65.8319870759289,64.3147049640962,67.7151215200009,68.5548961424332,69.0114129194248,69.3538005021685,72.881698685541,75.187613918047,75.2022244691608,73.4405322983088,75.9211376858436,79.0762386248736,79.1804230314451,73.7245650250664,74.7206850265627,71.0164743208001,66.5136482984239,69.4166666666667,66.0622427460745,65.8096739647787,64.2893751513182,65.4626569729015,65.6776074573608,66.1252900232019,67.3574600029576,64.9777723530624,69.2237442922374,68.6808846761453,68.4255561893896,73.0460385438972,72.8096402450378,73.2173447537473,73.9311206281228,73.6527480371163,75.2768729641694,74.9642857142857,74.9642857142857,77.4768022840828,76.123595505618,76.3178294573643,77.2532459957182,76.6046388984961,76.123595505618,78.125,78.4124308437068,79.4820795792305,80.690065951071,79.50016772895,79.8501070663812,79.9393290506781,81.366880799429,81.4393939393939,82.2258064516129,81.4418272662384,81.1665415270879,84.1480820695807,82.5878864887759,84.2824601366743,85.7056307911618,85.7056307911618,87.4970131421744,87.8796815098791
