"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-01-31,"36542","AL","Daphne-Fairhope-Foley","Baldwin County","Gulf Shores",3464,1455,0.0160614525139665,0.0445082555635319,0.0460100647016535,9789
2019-01-31,"40065","KY","Louisville/Jefferson County","Shelby County","Shelbyville",3465,1320,0.0045662100456621,0.0153846153846154,-0.00377358490566038,5307
2019-01-31,"12302","NY","Albany-Schenectady-Troy","Schenectady County","Glenville",3466,1525,0.00328947368421053,0.0193850267379679,0.0139627659574468,8864
2019-01-31,"76087","TX","Dallas-Fort Worth-Arlington","Parker County","Weatherford",3467,1772,-0.0269082921471719,-0.0624338624338624,-0.0426796326310103,8912
2019-01-31,"11566","NY","New York-Newark-Jersey City","Nassau County","Merrick",3468,3080,0.0111621799080762,0.0325175997318136,0.0065359477124183,11073
2019-01-31,"39212","MS","Jackson","Hinds County","Jackson",3469,821,0.00244200244200244,0.00736196319018405,0.00612745098039216,10827
2019-01-31,"80241","CO","Denver-Aurora-Lakewood","Adams County","Thornton",3470,2081,0.0136385776911836,0.0425851703406814,0.0342942345924453,9985
2019-01-31,"93637","CA","Madera","Madera County","Madera",3471,1308,0.0131680867544539,0.0430622009569378,0.0756578947368421,8042
2019-01-31,"74006","OK","Bartlesville","Washington County","Bartlesville",3472,1072,-0.000931966449207828,0.0219256434699714,0.0161137440758294,10555
2019-01-31,"07065","NJ","New York-Newark-Jersey City","Union County","Rahway",3473,1869,0.0207536865101038,0.0643507972665148,0.0535512965050733,7424
2019-01-31,"17110","PA","Harrisburg-Carlisle","Dauphin County","Susquehanna",3474,1285,0.011014948859166,0.0337892196299276,0.0413290113452188,8498
2019-01-31,"24019","VA","Roanoke","Roanoke City","Roanoke",3475,1224,0.00740740740740741,0.0234113712374582,0.0355329949238579,10810
2019-01-31,"29115","SC","Orangeburg","Orangeburg County","Orangeburg",3476,912,0.00996677740863787,0.0567786790266512,0.0470723306544202,7460
2019-01-31,"34472","FL","Ocala","Marion County","Ocala",3477,1046,0.0194931773879142,0.05337361530715,0.0418326693227092,11134
2019-01-31,"80301","CO","Boulder","Boulder County","Boulder",3478,2349,-0.00127551020408163,-0.00169995750106247,0.0111924235901851,8449
2019-01-31,"07050","NJ","New York-Newark-Jersey City","Essex County","Orange",3479,1626,-0.00914076782449726,-0.0234234234234234,0.0429762668377165,4209
2019-01-31,"98273","WA","Mount Vernon-Anacortes","Skagit County","Mount Vernon",3480,1731,0.00756693830034924,0.0230496453900709,0.0542021924482339,7287
2019-01-31,"80304","CO","Boulder","Boulder County","Boulder",3481,2944,0.00340831629175187,0.00170125893160939,0.02257728377909,9292
2019-01-31,"31525","GA","Brunswick","Glynn County","Brunswick",3482,1271,0.0266558966074313,0.0752961082910321,0.114912280701754,7349
2019-01-31,"21201","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",3483,1327,-0.00896191187453323,-0.0228276877761414,-0.0363108206245461,2564
2019-01-31,"70663","LA","Lake Charles","Calcasieu Parish","Sulphur",3484,1441,-0.00689179875947622,-0.0027681660899654,-0.0328859060402685,6890
2019-01-31,"77590","TX","Houston-The Woodlands-Sugar Land","Galveston County","Texas City",3485,1261,0,0.00638467677573823,0.0120385232744783,9047
2019-01-31,"93710","CA","Fresno","Fresno County","Fresno",3486,1443,0.00909090909090909,0.0314510364546104,0.0358937544867193,6174
2019-01-31,"48116","MI","Detroit-Warren-Dearborn","Livingston County","Brighton",3487,1816,0.009449694274597,0.018508132361189,0.0887290167865707,10349
2019-01-31,"76705","TX","Waco","McLennan County","Bellmead",3488,1039,0.0186274509803922,0.0766839378238342,0.0890985324947589,7399
2019-01-31,"03062","NH","Manchester-Nashua","Hillsborough County","Nashua",3489,1959,0.00979381443298969,0.0305102577590742,0.0160788381742739,11690
2019-01-31,"98029","WA","Seattle-Tacoma-Bellevue","King County","Issaquah",3490,2560,-0.011201235998455,-0.0295678544351782,-0.0299355816597196,8741
2019-01-31,"52806","IA","Davenport-Moline-Rock Island","Scott County","Davenport",3491,1294,0.00154798761609907,0.00310077519379845,0.0410297666934835,8327
2019-01-31,"45750","OH","Marietta","Washington County","Marietta",3492,1101,0.00364630811303555,0.0156826568265683,0.00456204379562044,6091
2019-01-31,"76048","TX","Dallas-Fort Worth-Arlington","Hood County","Granbury",3493,1419,0.00638297872340425,0.0201294033069734,0.0078125,5334
2019-01-31,"11050","NY","New York-Newark-Jersey City","Nassau County","Port Washington",3494,3940,-0.00555275113579,-0.0132732281492612,-0.0278805822847274,7336
2019-01-31,"53406","WI","Racine","Racine County","Mount Pleasant",3495,1259,0.0269168026101142,0.102451838879159,0.0797598627787307,7929
2019-01-31,"70126","LA","New Orleans-Metairie","Orleans Parish","New Orleans",3496,1250,0.0262725779967159,0.0841283607979185,-0.0362374710871241,7083
2019-01-31,"29926","SC","Hilton Head Island-Bluffton-Beaufort","Beaufort County","Hilton Head Island",3497,2370,-0.00336417157275021,-0.00919732441471572,-0.00878293601003764,10641
2019-01-31,"07110","NJ","New York-Newark-Jersey City","Essex County","Nutley",3498,1963,0.0144702842377261,0.0463752665245203,-0.0204590818363273,8369
2019-01-31,"96793","HI","Kahului-Wailuku-Lahaina","Maui County","Wailuku",3499,2579,0.00116459627329193,0.0137578616352201,0.0169558359621451,8335
2019-01-31,"32548","FL","Crestview-Fort Walton Beach-Destin","Okaloosa County","Fort Walton Beach",3500,1295,0.0101404056162247,0.035171862509992,0.0318725099601594,11271
2019-01-31,"74066","OK","Tulsa","Creek County","Sapulpa",3501,910,0.00663716814159292,0.0122358175750834,-0.0319148936170213,10625
2019-01-31,"76016","TX","Dallas-Fort Worth-Arlington","Tarrant County","Arlington",3502,1681,0.00718993409227082,0.0194057004244997,0.0181708055723804,10831
2019-01-31,"92869","CA","Los Angeles-Long Beach-Anaheim","Orange County","Orange",3503,3160,0.00158478605388273,0.00572883513685551,0.00604902897166507,10717
2019-01-31,"83687","ID","Boise City","Canyon County","Nampa",3504,1245,0.0221674876847291,0.0695876288659794,0.0577740016992353,9531
2019-01-31,"24501","VA","Lynchburg","Lynchburg City","Lynchburg",3505,834,0.0109090909090909,0.033457249070632,0.0386052303860523,6867
2019-01-31,"97502","OR","Medford","Jackson County","Central Point",3506,1530,0.00591715976331361,0.0193204530313125,-0.00130548302872063,5358
2019-01-31,"38801","MS","Tupelo","Lee County","Tupelo",3507,1146,0.000873362445414847,0.00438212094653812,0.0105820105820106,7252
2019-01-31,"78703","TX","Austin-Round Rock","Travis County","Austin",3508,3506,0.00343445907269605,0.010957324106113,-0.0143379252178802,6724
2019-01-31,"08087","NJ","New York-Newark-Jersey City","Ocean County","Little Egg Harbor",3509,1622,0,-0.002460024600246,0.0150187734668335,12461
2019-01-31,"33618","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Greater Carrollwood",3510,1710,0.00706713780918728,0.0227272727272727,0.0529556650246305,8937
2019-01-31,"92008","CA","San Diego-Carlsbad","San Diego County","Carlsbad",3511,3278,0.00613873542050338,0.0218204488778055,0.0472843450479233,7147
2019-01-31,"07208","NJ","New York-Newark-Jersey City","Union County","Elizabeth",3512,1828,0.0427837992013691,0.138940809968847,0.0121816168327796,4051
2019-01-31,"77041","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",3513,1545,0.00520494469746259,0.0218253968253968,0.0204755614266843,9813
2019-01-31,"75032","TX","Dallas-Fort Worth-Arlington","Rockwall County","Rockwall",3514,2058,-0.02,-0.0550964187327824,-0.0167224080267559,9191
2019-01-31,"70802","LA","Baton Rouge","East Baton Rouge Parish","Baton Rouge",3515,967,0.0189673340358272,0.0685082872928177,-0.0172764227642276,8060
2019-01-31,"48205","MI","Detroit-Warren-Dearborn","Wayne County","Detroit",3516,774,0.0117647058823529,0.0306258322237017,0.036144578313253,21222
2019-01-31,"90031","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",3517,2634,0.0142472083172892,0.0452380952380952,0.0390532544378698,3249
2019-01-31,"23116","VA","Richmond","Hanover County","Mechanicsville",3518,1795,0.00503919372900336,0.0152714932126697,0.0251284980011422,11183
2019-01-31,"95842","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",3519,1625,0.015625,0.0497416020671835,0.0504201680672269,7826
2019-01-31,"98607","WA","Portland-Vancouver-Hillsboro","Clark County","Camas",3520,2224,0.0072463768115942,0.0211202938475666,0.0036101083032491,9560
2019-01-31,"94063","CA","San Francisco-Oakland-Hayward","San Mateo County","Redwood City",3521,3848,0.00997375328083989,0.0363587395636951,0.046505303236334,3391
2019-01-31,"56303","MN","St. Cloud","Stearns County","Saint Cloud",3522,1176,-0.0175438596491228,-0.0485436893203883,0.0111779879621668,8163
2019-01-31,"75208","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",3523,1621,0.00871188550093342,0.0391025641025641,0.0279010779961953,6875
2019-01-31,"98362","WA","Port Angeles","Clallam County","Port Angeles",3524,1458,0.000686341798215511,0.00899653979238754,0.00760193503800968,7571
2019-01-31,"32550","FL","Crestview-Fort Walton Beach-Destin","Walton County","Miramar Beach",3525,2172,0.0149532710280374,0.032319391634981,0.0159027128157156,11818
2019-01-31,"53072","WI","Milwaukee-Waukesha-West Allis","Waukesha County","Pewaukee",3526,1979,0.0237972064148991,0.0802401746724891,-0.00352467270896274,8859
2019-01-31,"18940","PA","Philadelphia-Camden-Wilmington","Bucks County","Newtown",3527,2441,0.00123051681706317,0.0065979381443299,0.00040983606557377,10459
2019-01-31,"30094","GA","Atlanta-Sandy Springs-Roswell","Rockdale County","Conyers",3528,1344,0.0120481927710843,0.0378378378378378,0.0181818181818182,11856
2019-01-31,"98007","WA","Seattle-Tacoma-Bellevue","King County","Bellevue",3529,2498,0.00482703137570394,0.0200081665986117,0.00888529886914378,5538
2019-01-31,"14606","NY","Rochester","Monroe County","Gates-North Gates",3530,1269,-0.00470588235294118,-0.0109119251753702,-0.00392464678178964,8247
2019-01-31,"48602","MI","Saginaw","Saginaw County","Saginaw",3531,719,0.0390173410404624,0.109567901234568,0.1112828438949,11895
2019-01-31,"57201","SD","Watertown","Codington County","Watertown",3532,1252,0.0129449838187702,0.0129449838187702,-0.014948859166011,6449
2019-01-31,"07054","NJ","New York-Newark-Jersey City","Morris County","Parsippany-Troy Hills",3533,2716,-0.00512820512820513,-0.00984323733138899,-0.0137981118373275,6437
2019-01-31,"22309","VA","Washington-Arlington-Alexandria","Fairfax County","Mount Vernon",3534,2233,0.0117806977797916,0.040055891942245,0.0328399629972248,9230
2019-01-31,"32533","FL","Pensacola-Ferry Pass-Brent","Escambia County","Cantonment",3535,1268,0.0135891286970424,0.0427631578947368,0.0628667225481978,9340
2019-01-31,"41018","KY","Cincinnati","Kenton County","Erlanger",3536,1193,0.0118744698897371,0.0428321678321678,0.0474100087796313,8131
2019-01-31,"37311","TN","Cleveland","Bradley County","Cleveland",3537,897,0.0228050171037628,0.0640569395017794,0.0322209436133487,9985
2019-01-31,"95838","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",3538,1575,0.0154738878143133,0.0479041916167665,0.0542168674698795,8730
2019-01-31,"90221","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Compton",3539,2343,0.0116580310880829,0.0404085257548845,0.0427236315086782,6963
2019-01-31,"95356","CA","Modesto","Stanislaus County","Modesto",3540,1700,0.0119047619047619,0.0359536867763559,0.0191846522781775,8874
2019-01-31,"35811","AL","Huntsville","Madison County","Huntsville",3541,1091,0.015828677839851,0.0450191570881226,0.0899100899100899,10136
2019-01-31,"71457","LA","Natchitoches","Natchitoches Parish","Natchitoches",3542,1206,-0.0114754098360656,-0.0274193548387097,0.005,4751
2019-01-31,"85541","AZ","Payson","Gila County","Payson",3543,1435,0.0105633802816901,0.0338616714697406,0.0613905325443787,8924
2019-01-31,"22079","VA","Washington-Arlington-Alexandria","Fairfax County","Lorton",3544,2301,0.000869943453675511,0.00788436268068331,-0.00303292894280763,9963
2019-01-31,"47933","IN","Crawfordsville","Montgomery County","Crawfordsville",3545,1070,0.0056390977443609,0.0171102661596958,-0.0263876251137398,10445
2019-01-31,"78634","TX","Austin-Round Rock","Williamson County","Hutto",3546,1540,0.00522193211488251,0.0185185185185185,0.00851342501637197,7884
2019-01-31,"19406","PA","Philadelphia-Camden-Wilmington","Montgomery County","King of Prussia",3547,2000,-0.00199600798403194,0.000500250125062531,0.0314595152140279,7115
2019-01-31,"79927","TX","El Paso","El Paso County","Socorro",3548,915,0.00770925110132159,0.0246360582306831,0.020066889632107,8281
2019-01-31,"85349","AZ","Yuma","Yuma County","San Luis",3549,869,0.00115207373271889,0.00346420323325635,0.0235571260306243,2337
2019-01-31,"61801","IL","Champaign-Urbana","Champaign County","Urbana",3550,1098,-0.00543478260869565,-0.0170098478066249,0.000911577028258888,5619
2019-01-31,"92123","CA","San Diego-Carlsbad","San Diego County","San Diego",3551,2657,0.00377786173026067,0.015284677111196,0.0342545737641105,6703
2019-01-31,"45042","OH","Cincinnati","Butler County","Middletown",3552,1109,-0.000900900900900901,0.000902527075812274,0.0592168099331423,9499
2019-01-31,"55021","MN","Faribault-Northfield","Rice County","Faribault",3553,1312,0.0115651503469545,0.0404440919904837,0.0186335403726708,16905
2019-01-31,"84057","UT","Provo-Orem","Utah County","Orem",3554,1450,0.0104529616724739,0.04091888011486,0.04091888011486,8306
2019-01-31,"92083","CA","San Diego-Carlsbad","San Diego County","Vista",3555,2438,0.00536082474226804,0.0188048474717927,0.0481513327601032,6013
2019-01-31,"77014","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",3556,1467,0.00479452054794521,0.0166320166320166,0.019457956914524,5783
2019-01-31,"02302","MA","Boston-Cambridge-Newton","Plymouth County","Brockton",3557,1910,0.0235798499464094,0.0658482142857143,0.00209863588667366,8334
2019-01-31,"01845","MA","Boston-Cambridge-Newton","Essex County","North Andover",3558,2533,-0.00705605644845159,-0.0136292834890966,0.0280032467532468,8340
2019-01-31,"04106","ME","Portland-South Portland","Cumberland County","South Portland",3559,1888,0.0288828337874659,0.0944927536231884,0.0333880678708265,7874
2019-01-31,"18360","PA","East Stroudsburg","Monroe County","Jackson",3560,1355,0.00147819660014782,0.00296076980014804,-0.0188269370021723,9650
2019-01-31,"94134","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",3561,3871,0.0276081762675869,0.0898085585585586,0.0547683923705722,8670
2019-01-31,"49015","MI","Battle Creek","Calhoun County","Battle Creek",3562,1052,0.0499001996007984,0.140997830802603,0.0313725490196078,8706
2019-01-31,"97220","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",3563,1783,0.00507328072153326,0.018275271273558,0.00905489530277306,8207
2019-01-31,"97225","OR","Portland-Vancouver-Hillsboro","Washington County","West Haven-Sylvan",3564,2346,0.0173460537727667,0.0487259722843093,0.02,7488
2019-01-31,"97132","OR","Portland-Vancouver-Hillsboro","Yamhill County","Newberg",3565,1691,-0.000591016548463357,-0.00177095631641086,0.002371072910492,5860
2019-01-31,"91007","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Arcadia",3566,3713,0.00405624661979448,0.0111655773420479,0.00596044432403143,7880
2019-01-31,"10562","NY","New York-Newark-Jersey City","Westchester County","Ossining",3567,2987,0.0332065029401591,0.109583952451709,0.0909422936449963,5872
2019-01-31,"46077","IN","Indianapolis-Carmel-Anderson","Boone County","Zionsville",3568,2130,-0.0313778990450205,-0.0955414012738854,-0.1084135621599,9944
2019-01-31,"74075","OK","Stillwater","Payne County","Stillwater",3569,1205,-0.00248344370860927,-0.0163265306122449,-0.00413223140495868,3705
2019-01-31,"78237","TX","San Antonio-New Braunfels","Bexar County","San Antonio",3570,1042,0.0165853658536585,0.0504032258064516,0.101479915433404,9908
2019-01-31,"83651","ID","Boise City","Canyon County","Nampa",3571,1163,0.0174978127734033,0.0505871725383921,0.0601640838650866,9492
2019-01-31,"58504","ND","Bismarck","Burleigh County","Bismarck",3572,1461,0.0383795309168444,0.0854383358098068,0.0310515172900494,6412
2019-01-31,"18045","PA","Allentown-Bethlehem-Easton","Northampton County","Palmer",3573,1621,0.00996884735202492,0.0391025641025641,0.0240050536955148,9924
2019-01-31,"02906","RI","Providence-Warwick","Providence County","Providence",3574,2526,0.00397456279809221,0.011208967173739,0.043801652892562,4809
2019-01-31,"21030","MD","Baltimore-Columbia-Towson","Baltimore County","Cockeysville",3575,1989,0.00302571860816944,0.0163515585079203,0.00151057401812689,6796
2019-01-31,"30082","GA","Atlanta-Sandy Springs-Roswell","Cobb County","Smyrna",3576,1727,0.0129032258064516,0.0403614457831325,0.0441354292623942,9170
2019-01-31,"72404","AR","Jonesboro","Craighead County","Jonesboro",3577,1281,0.0142517814726841,0.0586776859504132,0.0231629392971246,6993
2019-01-31,"29566","SC","Myrtle Beach-Conway-North Myrtle Beach","Horry County","Little River",3578,1303,0.00230769230769231,0.0124320124320124,0.00617760617760618,8143
2019-01-31,"30013","GA","Atlanta-Sandy Springs-Roswell","Rockdale County","Conyers",3579,1350,0.0127531882970743,0.0392609699769053,0.0158013544018059,8830
2019-01-31,"60139","IL","Chicago-Naperville-Elgin","DuPage County","Glendale Heights",3580,1626,0.00246609124537608,0.0130841121495327,0.0175219023779725,9897
2019-01-31,"93657","CA","Fresno","Fresno County","Sanger",3581,1348,0.00148588410104012,0.00672143390589993,0.0337423312883436,7621
2019-01-31,"20723","MD","Washington-Arlington-Alexandria","Prince Georges County","Laurel",3582,2358,0.0137575236457438,0.0475344291426033,0.00898587933247754,9199
2019-01-31,"13905","NY","Binghamton","Broome County","Binghamton",3583,1150,-0.0137221269296741,-0.0360435875943001,0.031390134529148,5287
2019-01-31,"65101","MO","Jefferson City","Cole County","Jefferson City",3584,934,0.00107181136120043,0.00863930885529158,0.00646551724137931,6309
2019-01-31,"32118","FL","Deltona-Daytona Beach-Ormond Beach","Volusia County","Daytona Beach",3585,1497,0.00740242261103634,0.0295735900962861,0.095900439238653,14372
2019-01-31,"30534","GA","Atlanta-Sandy Springs-Roswell","Dawson County","Dawsonville",3586,1442,0.0105115627189909,0.0404040404040404,0.0314735336194564,9347
2019-01-31,"17815","PA","Bloomsburg-Berwick","Columbia County","Bloomsburg",3587,1161,-0.010230179028133,0.000862068965517241,0.0078125,7944
2019-01-31,"48309","MI","Detroit-Warren-Dearborn","Oakland County","Rochester Hills",3588,2175,0.00369173973234887,0.0144589552238806,0.0111576011157601,9532
2019-01-31,"62221","IL","St. Louis","Saint Clair County","Belleville",3589,1245,0.0163265306122449,0.0568760611205433,0.0453400503778338,8225
2019-01-31,"43062","OH","Columbus","Licking County","Pataskala",3590,1556,0.0103896103896104,0.0387182910547397,0.0621160409556314,9059
2019-01-31,"86301","AZ","Prescott","Yavapai County","Prescott",3591,1660,-0.00419916016796641,-0.016004742145821,0.0165339865278628,7759
2019-01-31,"73533","OK","Duncan","Stephens County","Duncan",3592,698,-0.00427960057061341,-0.0056980056980057,-0.0251396648044693,11718
2019-01-31,"86409","AZ","Lake Havasu City-Kingman","Mohave County","Kingman",3593,969,0.0167890870933893,0.0532608695652174,0.0707182320441989,5327
2019-01-31,"78602","TX","Austin-Round Rock","Bastrop County","Bastrop",3594,1469,0.00410116199589884,0.0138026224982747,0.0159059474412171,7054
2019-01-31,"32505","FL","Pensacola-Ferry Pass-Brent","Escambia County","Pensacola",3595,844,0.0193236714975845,0.0629722921914358,0.0792838874680307,9201
2019-01-31,"98684","WA","Portland-Vancouver-Hillsboro","Clark County","Vancouver",3596,1739,0.00694846554719166,0.0241460541813899,0.0265643447461629,7120
2019-01-31,"28602","NC","Hickory-Lenoir-Morganton","Catawba County","Hickory",3597,935,0.0218579234972678,0.0796766743648961,0.0834298957126304,11581
2019-01-31,"49525","MI","Grand Rapids-Wyoming","Kent County","Northview",3598,1425,-0.00279916025192442,-0.0158839779005525,-0.0192704748795595,9614
2019-01-31,"29649","SC","Greenwood","Greenwood County","Greenwood",3599,1050,0.00767754318618042,0.0233918128654971,0.0164569215876089,743
2019-01-31,"95660","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",3600,1549,0.0150720838794233,0.0445043830074174,0.0459149223497637,7620
2019-01-31,"19125","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",3601,1462,0.0068870523415978,0.0295774647887324,0.000684462696783025,9401
2019-01-31,"78260","TX","San Antonio-New Braunfels","Bexar County","San Antonio",3602,2213,0.000452079566003617,0.00453926463912846,0.0082004555808656,9707
2019-01-31,"33781","FL","Tampa-St. Petersburg-Clearwater","Pinellas County","Pinellas Park",3603,1349,0.00822122571001495,0.0282012195121951,0.0416988416988417,7581
2019-01-31,"55403","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Minneapolis",3604,1713,0.00351493848857645,0.013010053222945,0.041970802919708,4199
2019-01-31,"18201","PA","Scranton--Wilkes-Barre--Hazleton","Luzerne County","Hazleton",3605,844,0.0168674698795181,0.0576441102756892,0.0876288659793814,6929
2019-01-31,"81212","CO","Cañon City","Fremont County","Canon City",3606,1260,0.00638977635782748,0.0260586319218241,0.0606060606060606,8685
2019-01-31,"72903","AR","Fort Smith","Sebastian County","Fort Smith",3607,1050,-0.00568181818181818,-0.0150093808630394,-0.0402193784277879,6483
2019-01-31,"32806","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",3608,1688,0.0144230769230769,0.0517133956386293,0.096816114359974,9683
2019-01-31,"34481","FL","Ocala","Marion County","Ocala",3609,1119,0.0237877401646844,0.0749279538904899,0.020985401459854,9739
2019-01-31,"13045","NY","Cortland","Cortland County","Cortland",3610,1408,-0.0091484869809993,-0.00564971751412429,0.0398818316100443,6324
2019-01-31,"60181","IL","Chicago-Naperville-Elgin","DuPage County","Villa Park",3611,1800,0,0.00334448160535117,0.00614868641699273,8912
2019-01-31,"80919","CO","Colorado Springs","El Paso County","Colorado Springs",3612,1906,-0.00573813249869588,-0.0215605749486653,0.0208891269416176,10068
2019-01-31,"44708","OH","Canton-Massillon","Stark County","Canton",3613,949,-0.00939457202505219,-0.034587995930824,0.00317124735729387,9130
2019-01-31,"33426","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Boynton Beach",3614,1702,0.0118906064209275,0.038438071995119,0.065081351689612,9501
2019-01-31,"85017","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",3615,1196,0.0135593220338983,0.043630017452007,0.0922374429223744,7153
2019-01-31,"95816","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",3616,2158,0.0102996254681648,0.0315487571701721,0.0266412940057088,3026
2019-01-31,"02536","MA","Barnstable Town","Barnstable County","East Falmouth",3617,1838,0.00712328767123288,0.0216787103946637,-0.0091644204851752,11178
2019-01-31,"48207","MI","Detroit-Warren-Dearborn","Wayne County","Detroit",3618,818,0.0186799501867995,0.0473751600512164,0.0174129353233831,6982
2019-01-31,"48708","MI","Bay City","Bay County","Bay City",3619,757,-0.033205619412516,-0.0944976076555024,-0.0857487922705314,9988
2019-01-31,"80303","CO","Boulder","Boulder County","Boulder",3620,2562,-0.00889748549323017,-0.0273348519362187,0.0301568154402895,7575
2019-01-31,"76020","TX","Dallas-Fort Worth-Arlington","Tarrant County","Azle",3621,1474,0.0075187969924812,0.0236111111111111,0.0351123595505618,8470
2019-01-31,"31324","GA","Savannah","Bryan County","Richmond Hill",3622,1599,-0.00124921923797626,-0.00124921923797626,-0.00249532127261385,8656
2019-01-31,"07103","NJ","New York-Newark-Jersey City","Essex County","Newark",3623,1499,0.00874831763122476,0.0316586373021335,0.00334672021419009,3777
2019-01-31,"76014","TX","Dallas-Fort Worth-Arlington","Tarrant County","Arlington",3624,1407,0.00285103349964362,0.0107758620689655,0.0337986774430566,6828
2019-01-31,"94607","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",3625,3042,0.00828637719588996,0.0294416243654822,0.0232088799192735,4362
2019-01-31,"35205","AL","Birmingham-Hoover","Jefferson County","Birmingham",3626,1052,0.0144648023143684,0.0551654964894684,0.0164251207729469,5375
2019-01-31,"60516","IL","Chicago-Naperville-Elgin","DuPage County","Downers Grove",3627,2115,0.0023696682464455,0.00858369098712446,0.0434139121854958,10520
2019-01-31,"85742","AZ","Tucson","Pima County","Tucson",3628,1290,0.00938967136150235,0.032826261008807,0.0687655343827672,9806
2019-01-31,"08075","NJ","Philadelphia-Camden-Wilmington","Burlington County","Delran",3629,1695,-0.00935125657510228,-0.0275387263339071,0.00414691943127962,9351
2019-01-31,"62901","IL","Carbondale-Marion","Jackson County","Carbondale",3630,997,-0.0292112950340798,-0.0836397058823529,0.111482720178372,4441
2019-01-31,"46947","IN","Logansport","Cass County","Logansport",3631,746,0.00134228187919463,0.00810810810810811,0,8723
2019-01-31,"08330","NJ","Atlantic City-Hammonton","Atlantic County","Hamilton",3632,1472,0.00752908966461328,0.0208044382801664,0.00546448087431694,9322
2019-01-31,"85053","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",3633,1351,0.0173192771084337,0.0612725844461901,0.0629425649095201,8966
2019-01-31,"10017","NY","New York-Newark-Jersey City","New York County","New York",3634,3759,0.0129345189975748,0.0395464601769911,0.0262080262080262,5823
2019-01-31,"84103","UT","Salt Lake City","Salt Lake County","Salt Lake City",3635,1863,0.0191466083150985,0.0633561643835616,0.035,6494
2019-01-31,"66441","KS","Junction City","Geary County","Junction City",3636,1001,-0.0118460019743337,-0.035645472061657,-0.0375,7374
2019-01-31,"95148","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",3637,3511,-0.000284738041002278,0.00228375677990294,0.00400343151272519,11104
2019-01-31,"97086","OR","Portland-Vancouver-Hillsboro","Clackamas County","Happy Valley",3638,2455,0.00326930935839804,0.00738613048830529,-0.00767987065481002,7696
2019-01-31,"48336","MI","Detroit-Warren-Dearborn","Oakland County","Farmington Hills",3639,1480,0.00886162235855487,0.0263522884882108,0.0235131396957123,9129
2019-01-31,"73069","OK","Oklahoma City","Cleveland County","Norman",3640,1087,-0.00183654729109275,-0.00275229357798165,0.0245051837888784,8699
2019-01-31,"11710","NY","New York-Newark-Jersey City","Nassau County","Bellmore",3641,2967,0.0037212449255751,0.00849762066621346,-0.00835561497326203,10206
2019-01-31,"95677","CA","Sacramento--Roseville--Arden-Arcade","Placer County","Rocklin",3642,2129,0.00282618935468676,0.00235404896421846,0.0147759771210677,7318
2019-01-31,"51106","IA","Sioux City","Woodbury County","Sioux City",3643,1037,0.000965250965250965,-0.00860420650095602,-0.00192492781520693,9396
2019-01-31,"44685","OH","Canton-Massillon","Stark County","Uniontown",3644,1364,0.00146842878120411,-0.00655498907501821,-0.0353606789250354,9383
2019-01-31,"64012","MO","Kansas City","Cass County","Belton",3645,1351,-0.0029520295202952,0.000740740740740741,-0.0231381055676067,8557
2019-01-31,"82601","WY","Casper","Natrona County","Casper",3646,1094,0.0281954887218045,0.0961923847695391,0.00736648250460405,8715
2019-01-31,"19454","PA","Philadelphia-Camden-Wilmington","Montgomery County","North Wales",3647,2069,-0.00481000481000481,-0.0033718689788054,0.0187099950763171,8873
2019-01-31,"06811","CT","Bridgeport-Stamford-Norwalk","Fairfield County","Danbury",3648,2114,-0.00423928403203015,-0.00423928403203015,-0.00983606557377049,10306
2019-01-31,"64093","MO","Warrensburg","Johnson County","Warrensburg",3649,1108,-0.00359712230215827,-0.0151111111111111,-0.0472914875322442,5022
2019-01-31,"02072","MA","Boston-Cambridge-Newton","Norfolk County","Stoughton",3650,2426,0.00663900414937759,0.0231969633066217,0.0659050966608084,8301
2019-01-31,"08003","NJ","Philadelphia-Camden-Wilmington","Camden County","Cherry Hill",3651,2418,0.0117154811715481,0.0324508966695132,0.0134115674769489,10902
