"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-01-31,"10025","NY","New York-Newark-Jersey City","New York County","New York",0,3733,0.0174434450804034,0.0480067377877597,0.0221796276013144,11590
2019-01-31,"60657","IL","Chicago-Naperville-Elgin","Cook County","Chicago",1,2000,0.0050251256281407,0.0240655401945725,-0.025815879201169,19955
2019-01-31,"10023","NY","New York-Newark-Jersey City","New York County","New York",2,4050,0.0255760952139782,0.077700904736562,0.0237613751263903,16863
2019-01-31,"77494","TX","Houston-The Woodlands-Sugar Land","Harris County","Katy",3,2205,-0.00720396217919856,-0.02,-0.0178173719376392,26710
2019-01-31,"60614","IL","Chicago-Naperville-Elgin","Cook County","Chicago",4,2181,-0.00547195622435021,-0.00998638220608261,-0.0396301188903567,22779
2019-01-31,"79936","TX","El Paso","El Paso County","El Paso",5,1029,0.0108055009823183,0.0320962888665998,0.0178041543026706,29177
2019-01-31,"77449","TX","Houston-The Woodlands-Sugar Land","Harris County","Katy",6,1468,0.00479123887748118,0.0152143845089903,0.0194444444444444,29511
2019-01-31,"77084","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",7,1469,0.00478796169630643,0.0159059474412171,0.0201388888888889,25525
2019-01-31,"10002","NY","New York-Newark-Jersey City","New York County","New York",8,3800,0.00849256900212314,0.0174029451137885,0.0312075983717775,3802
2019-01-31,"10467","NY","New York-Newark-Jersey City","Bronx County","New York",9,1850,0.0109289617486339,0.0317902955939766,0.034097261039687,1043
2019-01-31,"60640","IL","Chicago-Naperville-Elgin","Cook County","Chicago",10,1642,0,0.00612745098039216,-0.00182370820668693,15051
2019-01-31,"11226","NY","New York-Newark-Jersey City","Kings County","New York",11,2364,0.0106883283454468,0.0332167832167832,-0.0211180124223602,2383
2019-01-31,"94109","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",12,4480,0.003584229390681,0.013116236996834,0.0140334993209597,6444
2019-01-31,"10016","NY","New York-Newark-Jersey City","New York County","New York",13,3857,0.00652400835073069,0.0160695468914647,0.0268903088391906,12425
2019-01-31,"37013","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",14,1501,0.00200267022696929,0.0100942126514132,0.0351724137931035,20170
2019-01-31,"78660","TX","Austin-Round Rock","Travis County","Pflugerville",15,1641,0.0012202562538133,0.00613120784794605,0.00674846625766871,21745
2019-01-31,"11375","NY","New York-Newark-Jersey City","Queens County","New York",16,2218,0.00772376192639709,0.0216490096729618,0.044256120527307,14260
2019-01-31,"11235","NY","New York-Newark-Jersey City","Kings County","New York",17,2224,0.000449842555105713,-0.00224315836698071,-0.0463121783876501,8672
2019-01-31,"60647","IL","Chicago-Naperville-Elgin","Cook County","Chicago",18,1962,0.00358056265984655,0.0213430504945341,-0.010590015128593,11867
2019-01-31,"90250","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Hawthorne",19,2902,0.00974251913709116,0.0320056899004267,0.0435095289464221,10712
2019-01-31,"37211","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",20,1581,0.00636537237428389,0.0206584893479664,0.00317258883248731,18679
2019-01-31,"10029","NY","New York-Newark-Jersey City","New York County","New York",21,3474,0.00812536273940801,0.0265957446808511,0.0217647058823529,1569
2019-01-31,"10009","NY","New York-Newark-Jersey City","New York County","New York",22,4477,0.0165758401453224,0.0484777517564403,0.0644317641464574,1910
2019-01-31,"60618","IL","Chicago-Naperville-Elgin","Cook County","Chicago",23,1985,0.00404653515427415,0.0216160576428204,-0.0035140562248996,13018
2019-01-31,"10011","NY","New York-Newark-Jersey City","New York County","New York",24,4572,0.0221327967806841,0.069723912026205,0.0264930399640772,10867
2019-01-31,"77573","TX","Houston-The Woodlands-Sugar Land","Galveston County","League City",25,1990,0.00201409869083585,0.01066531234129,-0.00698602794411178,24390
2019-01-31,"77584","TX","Houston-The Woodlands-Sugar Land","Brazoria County","Pearland",26,1893,0.00317965023847377,0.0101387406616862,0.000528541226215645,21614
2019-01-31,"10128","NY","New York-Newark-Jersey City","New York County","New York",27,3753,0.00455032119914347,0.0132289416846652,0.00347593582887701,11139
2019-01-31,"11201","NY","New York-Newark-Jersey City","Kings County","New York",28,3065,0.0145647136709699,0.0396879240162822,0.0179342411159083,9360
2019-01-31,"20002","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",29,2757,0.0147221199852779,0.0551090700344432,0.00915080527086384,13747
2019-01-31,"78130","TX","San Antonio-New Braunfels","Comal County","New Braunfels",30,1499,0.00739247311827957,0.0253077975376197,0.00671591672263264,19318
2019-01-31,"28269","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",31,1405,0.00644699140401146,0.0210755813953488,0.0330882352941176,25170
2019-01-31,"78613","TX","Austin-Round Rock","Williamson County","Cedar Park",32,1748,0.00171919770773639,0.00749279538904899,0.0127462340672074,22080
2019-01-31,"78572","TX","McAllen-Edinburg-Mission","Hidalgo County","Mission",33,1090,0.000918273645546373,0.0130111524163569,0.0420650095602294,18773
2019-01-31,"94565","CA","San Francisco-Oakland-Hayward","Contra Costa County","Pittsburg",34,2313,0.0144736842105263,0.0414227825303917,0.0321285140562249,21290
2019-01-31,"79912","TX","El Paso","El Paso County","El Paso",35,1312,0.0131274131274131,0.0404440919904837,0.0437549721559268,19142
2019-01-31,"30349","GA","Atlanta-Sandy Springs-Roswell","Clayton County","Riverdale",36,1188,0.00934579439252336,0.03125,0.0421052631578947,22468
2019-01-31,"90046","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",37,4980,0.0136372888255648,0.0409698996655518,0.0263808738664468,8039
2019-01-31,"20009","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",38,2705,0.00520252694165738,0.0219115980355119,-0.017078488372093,11751
2019-01-31,"75052","TX","Dallas-Fort Worth-Arlington","Dallas County","Grand Prairie",39,1642,0.00798035604665439,0.0275344180225282,0.0294670846394984,23914
2019-01-31,"37042","TN","Clarksville","Montgomery County","Clarksville",40,980,0.0113519091847265,0.0304942166140904,0.0294117647058823,24053
2019-01-31,"77433","TX","Houston-The Woodlands-Sugar Land","Harris County","Cypress",41,1824,0.00109769484083425,0.00440528634361234,0.0155902004454343,20591
2019-01-31,"73099","OK","Oklahoma City","Canadian County","Yukon",42,1277,0.00789265982636148,0.0273531777956557,0.031502423263328,24628
2019-01-31,"10462","NY","New York-Newark-Jersey City","Bronx County","New York",43,1738,0.0326797385620915,0.114102564102564,0.0571776155717762,13334
2019-01-31,"10456","NY","New York-Newark-Jersey City","Bronx County","New York",44,2057,0.0148001973359645,0.0336683417085427,0.076399790685505,674
2019-01-31,"11206","NY","New York-Newark-Jersey City","Kings County","New York",45,2760,0.00217864923747277,0.013215859030837,0.00583090379008746,2628
2019-01-31,"77429","TX","Houston-The Woodlands-Sugar Land","Harris County","Cypress",46,1798,0.00278862242052426,0.00897867564534231,0.0198525241066364,24171
2019-01-31,"10003","NY","New York-Newark-Jersey City","New York County","New York",47,4396,0.0192441456063065,0.0547024952015355,0.0131366674348928,8582
2019-01-31,"77479","TX","Houston-The Woodlands-Sugar Land","Fort Bend County","Sugar Land",48,2338,0.00343347639484979,0.0151975683890578,0.0125595495885665,25517
2019-01-31,"30044","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Lawrenceville",49,1428,0.00918727915194346,0.0251256281407035,0.0515463917525773,22689
2019-01-31,"63376","MO","St. Louis","Saint Charles County","Saint Peters",50,1495,-0.000668449197860962,0.00201072386058981,0.0374739764052741,25642
2019-01-31,"60613","IL","Chicago-Naperville-Elgin","Cook County","Chicago",51,1638,-0.00121951219512195,0.0018348623853211,-0.00425531914893617,17233
2019-01-31,"77036","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",52,1333,0.00755857898715042,0.0261739799846035,0.0333333333333333,9968
2019-01-31,"10463","NY","New York-Newark-Jersey City","Bronx County","New York",53,2070,0.0176991150442478,0.050761421319797,-0.0161596958174905,2307
2019-01-31,"30043","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Lawrenceville",54,1550,0.00911458333333333,0.0312707917498337,0.036096256684492,23447
2019-01-31,"11212","NY","New York-Newark-Jersey City","Kings County","New York",55,2291,0.0114790286975717,0.0375905797101449,0.013716814159292,1624
2019-01-31,"11230","NY","New York-Newark-Jersey City","Kings County","New York",56,2255,0.00804649083594099,0.0259326660600546,-0.0712520593080725,5850
2019-01-31,"60625","IL","Chicago-Naperville-Elgin","Cook County","Chicago",57,1862,0.0114068441064639,0.047244094488189,0.0264608599779493,10595
2019-01-31,"11209","NY","New York-Newark-Jersey City","Kings County","New York",58,2322,0.012205754141238,0.0431266846361186,-0.0304801670146138,6730
2019-01-31,"60629","IL","Chicago-Naperville-Elgin","Cook County","Chicago",59,1507,0.0127688172043011,0.0407458563535912,0.0429065743944637,18932
2019-01-31,"28277","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",60,1925,0.00208224882873503,0.0126249342451341,0.00156087408949011,22137
2019-01-31,"07030","NJ","New York-Newark-Jersey City","Hudson County","Hoboken",61,2850,0.0024621878297573,0.00387460373370905,-0.020281883808869,15025
2019-01-31,"78245","TX","San Antonio-New Braunfels","Bexar County","San Antonio",62,1304,0.00307692307692308,0.0108527131782946,0.0100697134004648,19134
2019-01-31,"75287","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",63,2031,0.00345849802371542,0.0139790314528208,-0.00733137829912024,6229
2019-01-31,"78704","TX","Austin-Round Rock","Travis County","Austin",64,2367,0.0132705479452055,0.0431908329660643,0.00509554140127389,10653
2019-01-31,"85032","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",65,1465,0.0159500693481276,0.0501792114695341,0.05471562275018,20270
2019-01-31,"10024","NY","New York-Newark-Jersey City","New York County","New York",66,4427,0.0169997702733747,0.0535459305092813,0.0664900024090581,10081
2019-01-31,"60610","IL","Chicago-Naperville-Elgin","Cook County","Chicago",67,1903,0.0154749199573106,0.0583982202447164,0.0143923240938166,22246
2019-01-31,"11221","NY","New York-Newark-Jersey City","Kings County","New York",68,2486,0.012214983713355,0.0507185122569738,-0.020488573680063,695
2019-01-31,"33160","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Sunny Isles Beach",69,2205,-0.000453309156844968,0,-0.0204353620613061,27081
2019-01-31,"23464","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",70,1592,0.00441640378548896,0.0231362467866324,0.0192061459667093,23784
2019-01-31,"77077","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",71,2066,-0.0028957528957529,-0.00625300625300625,-0.0124282982791587,11595
2019-01-31,"21234","MD","Baltimore-Columbia-Towson","Baltimore County","Parkville",72,1646,0.00182592818015825,0.00365853658536585,0.0098159509202454,21618
2019-01-31,"75243","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",73,1568,0.0077120822622108,0.0241672109732201,0.0181818181818182,10356
2019-01-31,"98052","WA","Seattle-Tacoma-Bellevue","King County","Redmond",74,2684,0.00486709097716211,0.018595825426945,-0.00297176820208024,17006
2019-01-31,"11214","NY","New York-Newark-Jersey City","Kings County","New York",75,2215,0.00865209471766849,0.024988431281814,-0.0382110290924881,3319
2019-01-31,"78521","TX","Brownsville-Harlingen","Cameron County","Brownsville",76,857,0.00233918128654971,0.00705052878965922,0.00233918128654971,20316
2019-01-31,"94501","CA","San Francisco-Oakland-Hayward","Alameda County","Alameda",77,3406,0.003240058910162,0.0109824873849807,-0.00873108265424913,11678
2019-01-31,"77379","TX","Houston-The Woodlands-Sugar Land","Harris County","Spring",78,1880,0.00213219616204691,0.0102095647501343,0.0167658193618172,23554
2019-01-31,"08701","NJ","New York-Newark-Jersey City","Ocean County","Lakewood",79,1901,0.00848806366047745,0.0259039395574744,0.00105318588730911,20778
2019-01-31,"10019","NY","New York-Newark-Jersey City","New York County","New York",80,4213,0.0168959691045136,0.0503615058588881,0.0263093788063337,10034
2019-01-31,"11207","NY","New York-Newark-Jersey City","Kings County","New York",81,2251,0.00715883668903803,0.0236471123237835,0.01487826871055,3358
2019-01-31,"78666","TX","Austin-Round Rock","Hays County","San Marcos",82,1454,0,0.00414364640883978,0.0210674157303371,10036
2019-01-31,"30024","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Suwanee",83,1935,0.0041515308770109,0.0146827477713686,-0.00154798761609907,21041
2019-01-31,"11229","NY","New York-Newark-Jersey City","Kings County","New York",84,2266,0.0125111706881144,0.0375457875457875,-0.034923339011925,8970
2019-01-31,"33411","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Royal Palm Beach",85,2032,0.00594059405940594,0.0165082541270635,0.0293819655521783,26991
2019-01-31,"78745","TX","Austin-Round Rock","Travis County","Austin",86,1693,0.005941770647653,0.0229607250755287,0.0204942736588306,14779
2019-01-31,"60619","IL","Chicago-Naperville-Elgin","Cook County","Chicago",87,1444,0.0104968509447166,0.0358680057388809,0.044862518089725,12950
2019-01-31,"94110","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",88,4695,0.0103292446739832,0.0273522975929978,0.0184381778741865,8887
2019-01-31,"33025","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Miramar",89,1753,0.00228702115494568,0.00631458094144661,0.0215617715617716,19357
2019-01-31,"90034","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",90,4060,0.00944803580308304,0.0309801929913662,0.0172889000250564,5581
2019-01-31,"33139","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami Beach",91,2135,0.0113690194220748,0.02990834539315,-0.0101993509503941,22906
2019-01-31,"44107","OH","Cleveland-Elyria","Cuyahoga County","Lakewood",92,1339,0.00601051840721262,0.0221374045801527,0.0221374045801527,10554
2019-01-31,"28027","NC","Charlotte-Concord-Gastonia","Cabarrus County","Concord",93,1440,0.00911002102312544,0.0300429184549356,0.0112359550561798,20441
2019-01-31,"75067","TX","Dallas-Fort Worth-Arlington","Denton County","Lewisville",94,1690,0.00535395597858418,0.0223835450695705,0.0217654171704958,11262
2019-01-31,"23462","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",95,1346,0.00597907324364723,0.0196969696969697,0.0220197418375095,19557
2019-01-31,"11377","NY","New York-Newark-Jersey City","Queens County","New York",96,2247,0.00447027268663388,0.0153637596023498,0.0121621621621622,4687
2019-01-31,"02169","MA","Boston-Cambridge-Newton","Norfolk County","Quincy",97,2405,-0.00496483243690525,-0.0131308986458761,0.0203648705982181,11265
2019-01-31,"48197","MI","Ann Arbor","Washtenaw County","Ypsilanti",98,1693,-0.0156976744186047,-0.0483417650365374,0.0522063393412057,15399
2019-01-31,"66062","KS","Kansas City","Johnson County","Olathe",99,1791,-0.00333889816360601,-0.00167224080267559,0.00561482313307131,20537
2019-01-31,"44035","OH","Cleveland-Elyria","Lorain County","Elyria",100,907,0.0145413870246085,0.0473441108545035,0.0620608899297424,19465
2019-01-31,"90044","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",101,2528,0.0128205128205128,0.0347932869422841,0.0528946272386506,8276
2019-01-31,"95630","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Folsom",102,2353,0.0124784853700516,0.0425343376163048,0.0453131941359396,21045
2019-01-31,"90805","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",103,2420,0.0108604845446951,0.0350727117194183,0.0395189003436426,11489
2019-01-31,"85710","AZ","Tucson","Pima County","Tucson",104,1176,0.0103092783505155,0.027972027972028,0.0453333333333333,16512
2019-01-31,"90650","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Norwalk",105,2424,0.011686143572621,0.0345710627400768,0.0381156316916488,21184
2019-01-31,"60611","IL","Chicago-Naperville-Elgin","Cook County","Chicago",106,1954,0.0134854771784232,0.0505376344086022,-0.0111336032388664,25195
2019-01-31,"92683","CA","Los Angeles-Long Beach-Anaheim","Orange County","Westminster",107,2909,0.00622621930127983,0.0178446466060182,0.0275521017308372,16819
2019-01-31,"11234","NY","New York-Newark-Jersey City","Kings County","New York",108,2316,0.0184696569920844,0.0546448087431694,0.0171277997364954,12036
2019-01-31,"19143","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",109,1153,0.00874890638670166,0.0267141585040071,0.0510483135824977,21832
2019-01-31,"11355","NY","New York-Newark-Jersey City","Queens County","New York",110,2247,0.00223015165031222,0.0117064385411977,0.00898069151324652,8641
2019-01-31,"60617","IL","Chicago-Naperville-Elgin","Cook County","Chicago",111,1410,0.010752688172043,0.0367647058823529,0.0491071428571429,18506
2019-01-31,"37075","TN","Nashville-Davidson--Murfreesboro--Franklin","Sumner County","Hendersonville",112,1707,0.00176056338028169,0,0.0106571936056838,21644
2019-01-31,"10314","NY","New York-Newark-Jersey City","Richmond County","New York",113,2257,0.00624164065983058,0.020805065581185,0.0217292892711634,17405
2019-01-31,"30281","GA","Atlanta-Sandy Springs-Roswell","Henry County","Stockbridge",114,1305,0.00616808018504241,0.0179407176287051,0.0465116279069767,19952
2019-01-31,"11211","NY","New York-Newark-Jersey City","Kings County","New York",115,3038,0.00729442970822281,0.0249662618083671,-0.0300127713920817,3767
2019-01-31,"11215","NY","New York-Newark-Jersey City","Kings County","New York",116,2786,0.0108853410740203,0.0368440640119092,-0.0200492437565951,6222
2019-01-31,"90026","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",117,3298,0.0194744976816074,0.0625,0.0166461159062885,4935
2019-01-31,"32210","FL","Jacksonville","Duval County","Jacksonville",118,1118,0.013599274705349,0.0448598130841121,0.0875486381322957,18914
2019-01-31,"94558","CA","Napa","Napa County","Napa",119,3010,0.0100671140939597,0.0375732506032403,0.0621030345800988,15603
2019-01-31,"80134","CO","Denver-Aurora-Lakewood","Douglas County","Parker",120,2416,-0.00412201154163232,-0.00943009430094301,0.00961136648558295,20477
2019-01-31,"87114","NM","Albuquerque","Bernalillo County","Albuquerque",121,1307,0.00230061349693252,0.011609907120743,0.0123934934159566,19865
2019-01-31,"91910","CA","San Diego-Carlsbad","San Diego County","Chula Vista",122,2522,0.0100120144173008,0.0298080849326256,0.0336065573770492,14666
2019-01-31,"06010","CT","Hartford-West Hartford-East Hartford","Hartford County","Bristol",123,1454,-0.00137362637362637,0.00206753962784287,-0.0274247491638796,16870
2019-01-31,"93722","CA","Fresno","Fresno County","Fresno",124,1393,0.0065028901734104,0.025018395879323,0.0403286034353995,19351
2019-01-31,"78240","TX","San Antonio-New Braunfels","Bexar County","San Antonio",125,1385,0.00873998543335761,0.0282108389012621,0.0236511456023651,11392
2019-01-31,"43081","OH","Columbus","Franklin County","Westerville",126,1603,0.00690954773869347,0.032860824742268,0.0665335994677312,19009
2019-01-31,"17603","PA","Lancaster","Lancaster County","Lancaster",127,1219,0.00910596026490066,0.0313028764805415,0.0269587194608256,17259
2019-01-31,"89108","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",128,1237,0.0114472608340147,0.0360134003350084,0.058169375534645,18353
2019-01-31,"85281","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Tempe",129,1423,0.0157030692362598,0.0517368810051737,0.05096011816839,10989
2019-01-31,"87111","NM","Albuquerque","Bernalillo County","Albuquerque",130,1395,-0.000716332378223496,-0.00214592274678112,0.0234776228906823,18473
2019-01-31,"48180","MI","Detroit-Warren-Dearborn","Wayne County","Taylor",131,998,0.00200803212851406,0.00808080808080808,-0.00498504486540379,21133
2019-01-31,"34787","FL","Orlando-Kissimmee-Sanford","Orange County","Winter Garden",132,1780,0.0119386014781126,0.0360884749708964,0.0703547805171377,15689
2019-01-31,"97229","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",133,2340,0.0103626943005181,0.039537983118614,0.0134257254222607,19543
2019-01-31,"94533","CA","Vallejo-Fairfield","Solano County","Fairfield",134,2077,0.0181372549019608,0.0537798072044647,0.0706185567010309,16938
2019-01-31,"76063","TX","Dallas-Fort Worth-Arlington","Tarrant County","Mansfield",135,1899,0.0111821086261981,0.0315046170559479,0.00263991552270327,18069
2019-01-31,"15601","PA","Pittsburgh","Westmoreland County","Greensburg",136,982,-0.00908173562058527,-0.0110775427995972,0.015511892450879,17643
2019-01-31,"77459","TX","Houston-The Woodlands-Sugar Land","Fort Bend County","Missouri City",137,1841,0.00436442989634479,0.0148842337375965,-0.0123390557939914,21459
2019-01-31,"91709","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Chino Hills",138,3091,-0.0012924071082391,-0.00610932475884244,0.0144404332129964,20597
2019-01-31,"43055","OH","Columbus","Licking County","Newark",139,974,-0.0191339375629406,-0.0607521697203472,0.147232037691402,18896
2019-01-31,"95608","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Carmichael",140,1927,0.00890052356020942,0.0277333333333333,0.0310326377742108,16585
2019-01-31,"79938","TX","El Paso","El Paso County","El Paso",141,1135,0.0097864768683274,0.0308810172570391,0.0280797101449275,17766
2019-01-31,"85364","AZ","Yuma","Yuma County","Yuma",142,888,0.00225733634311512,0.00112739571589628,0.00909090909090909,16914
2019-01-31,"44060","OH","Cleveland-Elyria","Lake County","Mentor",143,1320,0.0045662100456621,0.0177332305319969,-0.00226757369614512,23645
2019-01-31,"11238","NY","New York-Newark-Jersey City","Kings County","New York",144,2786,0.0138282387190684,0.0517176292940732,0.00107797340998922,4125
2019-01-31,"43123","OH","Columbus","Franklin County","Grove City",145,1417,0.0049645390070922,0.0157706093189964,0.0157706093189964,20450
2019-01-31,"78577","TX","McAllen-Edinburg-Mission","Hidalgo County","Pharr",146,938,0.0162513542795233,0.0503919372900336,0.044543429844098,14893
2019-01-31,"80013","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",147,1969,0.00510464522715671,0.0159958720330237,0.042350449973531,23318
2019-01-31,"33024","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Pembroke Pines",148,1887,0.0064,0.0211038961038961,0.0238741182854042,20961
2019-01-31,"33908","FL","Cape Coral-Fort Myers","Lee County","Fort Myers",149,1970,0.012853470437018,0.0217842323651452,0.0718171926006529,21578
2019-01-31,"11385","NY","New York-Newark-Jersey City","Queens County","New York",150,2298,0.010998680158381,0.0370036101083032,-0.00173761946133797,3075
2019-01-31,"75056","TX","Dallas-Fort Worth-Arlington","Denton County","The Colony",151,1818,0.00275785990071704,0.011686143572621,0.00386526780784097,14451
2019-01-31,"98012","WA","Seattle-Tacoma-Bellevue","Snohomish County","Bothell",152,2402,0.0109427609427609,0.036685369011653,0.0177966101694915,18152
2019-01-31,"90066","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",153,4552,0.0104328523862375,0.0284681427925892,0.0273076055066576,11138
2019-01-31,"76028","TX","Dallas-Fort Worth-Arlington","Johnson County","Burleson",154,1598,0.0043997485857951,0.0158931977113795,0.0191326530612245,20287
2019-01-31,"14850","NY","Ithaca","Tompkins County","Ithaca",155,1847,-0.0101822079314041,-0.0309548793284365,0.0187534473248759,9671
2019-01-31,"33647","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",156,1798,0.00954519932622122,0.0303724928366762,0.0339275445658424,19266
2019-01-31,"92677","CA","Los Angeles-Long Beach-Anaheim","Orange County","Laguna Niguel",157,3442,0.00203784570596798,0.00731635937957272,0.0225787284610814,22234
2019-01-31,"30040","GA","Atlanta-Sandy Springs-Roswell","Forsyth County","Cumming",158,1718,-0.00290191526407429,-0.00922722029988466,0.0135693215339233,17862
2019-01-31,"27587","NC","Raleigh","Wake County","Wake Forest",159,1645,-0.00121432908318154,-0.00182038834951456,-0.00303030303030303,20496
2019-01-31,"44256","OH","Cleveland-Elyria","Medina County","Medina",160,1589,0.0159846547314578,0.0593333333333333,0,20079
2019-01-31,"02148","MA","Boston-Cambridge-Newton","Middlesex County","Malden",161,2386,0.000838926174496644,0.00930626057529611,0.000838926174496644,7765
2019-01-31,"65807","MO","Springfield","Greene County","Springfield",162,863,0.00817757009345794,0.0298329355608592,0.0372596153846154,15888
2019-01-31,"60620","IL","Chicago-Naperville-Elgin","Cook County","Chicago",163,1436,0.00842696629213483,0.0286532951289398,0.0360750360750361,13586
2019-01-31,"11373","NY","New York-Newark-Jersey City","Queens County","New York",164,2228,0.00315173345339937,0.0099728014505893,0.0386946386946387,6011
2019-01-31,"95823","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",165,1608,0.0125944584382872,0.0394311570782159,0.0428015564202335,15889
2019-01-31,"06902","CT","Bridgeport-Stamford-Norwalk","Fairfield County","Stamford",166,2495,0.00402414486921529,0.0187831768068599,0.0378535773710483,12115
2019-01-31,"92336","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Fontana",167,2284,0.00661084178052005,0.0187332738626227,0.0377101317582917,22680
2019-01-31,"45011","OH","Cincinnati","Butler County","Hamilton",168,1572,0.00769230769230769,0.0234375,0.0214424951267056,20559
2019-01-31,"77845","TX","College Station-Bryan","Brazos County","College Station",169,1704,-0.00814901047729918,-0.036743923120407,0.00117508813160987,16237
2019-01-31,"47906","IN","Lafayette-West Lafayette","Tippecanoe County","West Lafayette",170,1386,0.0176211453744493,0.0645161290322581,0.0221238938053097,11212
2019-01-31,"27410","NC","Greensboro-High Point","Guilford County","Greensboro",171,1464,0.00895933838731909,0.0202090592334495,0.0180806675938804,18783
2019-01-31,"30318","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",172,1452,0.0168067226890756,0.0645161290322581,0.094197437829691,13906
2019-01-31,"65203","MO","Columbia","Boone County","Columbia",173,1309,0.0194704049844237,0.0530973451327434,0.000764525993883792,16989
2019-01-31,"30188","GA","Atlanta-Sandy Springs-Roswell","Cherokee County","Woodstock",174,1539,0.0111695137976347,0.0356662180349933,0.0335795836131632,21859
2019-01-31,"92345","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Hesperia",175,1382,0.00802334062727936,0.0259836674090572,0.0328849028400598,20434
2019-01-31,"10028","NY","New York-Newark-Jersey City","New York County","New York",176,4259,-0.00838183934807916,-0.0251773861295491,0.0270074752833374,7369
2019-01-31,"46307","IN","Chicago-Naperville-Elgin","Lake County","Crown Point",177,1495,-0.00133600534402138,-0.00466045272969374,-0.0367268041237113,27324
2019-01-31,"07302","NJ","New York-Newark-Jersey City","Hudson County","Jersey City",178,2688,0.00410907732536421,0.0158730158730159,0.0170261066969353,12189
2019-01-31,"92804","CA","Los Angeles-Long Beach-Anaheim","Orange County","Anaheim",179,2727,0.00925240562546262,0.029833836858006,0.029833836858006,13005
2019-01-31,"08753","NJ","New York-Newark-Jersey City","Ocean County","Toms River",180,1903,0.00901378579003181,0.0286486486486486,-0.0165374677002584,23873
2019-01-31,"77450","TX","Houston-The Woodlands-Sugar Land","Fort Bend County","Cinco Ranch",181,1883,-0.0037037037037037,-0.00685654008438819,-0.0192708333333333,20017
2019-01-31,"99301","WA","Kennewick-Richland","Franklin County","Pasco",182,1367,0.00440852314474651,0.0156017830609212,0.0171130952380952,17936
2019-01-31,"60634","IL","Chicago-Naperville-Elgin","Cook County","Chicago",183,1883,0.0134553283100108,0.0484409799554566,0.0531319910514541,19208
2019-01-31,"92126","CA","San Diego-Carlsbad","San Diego County","San Diego",184,2603,0.00891472868217054,0.0276352151598895,0.0395367412140575,19085
2019-01-31,"27406","NC","Greensboro-High Point","Guilford County","Greensboro",185,948,0.00958466453674121,0.0293159609120521,0.0556792873051225,21285
2019-01-31,"75228","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",186,1444,0.00627177700348432,0.0212164073550212,0.00697350069735007,14915
