RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01
82222,55371,Minnesota,4680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116900,123700,125200,125100,12e4,117600,118300,116300,120900,134400,129600,138700,132800,156200,146400,150900,143600,141300,135700,127100,129500,127400,136300,146800,155100,151e3,146900,141100,149800,149300,150300,156400,161500,173700,174400,174600,181200,182900,189700,182600,183600,179400,176200,168700,178600,172100,177900,164600,170800,169300,168100,177e3,181800,199200,203100,208e3,202200,214100,196300,184400,162600,172300,185900,188e3,181400,176300,187200,195700,212500,214800,210600,199500,197300,201500,202100,198300,206200,2e5,199e3,201900,
84487,60436,Illinois,4681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61300,49500,59700,54500,58200,57100,71100,74100,66700,63e3,66e3,62700,61700,64700,71e3,76300,75400,76400,75800,76800,75600,77600,73400,80900,74300,78300,71600,71600,65600,64500,64600,69600,78200,78700,77900,80100,87e3,77100,69600,63500,65e3,76100,78900,86100,72800,73400,75400,74300,80500,76600,84300,81e3,97300,101500,101800,96500,94100,97500,102e3,102900,101700,97600,108600,114200,115900,106700,107600,108800,112400,108200,112500,109400,121700,121800,138200,130500,128400,123300,120300,122500,116500,118600,119400,120500,
74658,38120,Tennessee,4682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225300,218e3,239400,270900,268e3,245200,232700,236500,251600,243400,247500,263600,280600,277100,271800,259e3,274700,291100,280400,303800,284300,302900,295600,301800,296800,281400,279700,287900,314e3,314100,304400,
99345,97524,Oregon,4683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174100,181e3,190300,194600,227e3,216200,222100,218200,233700,223500,211400,198700,205300,188700,207500,210900,235e3,239200,244400,237400,222500,220400,228200,241300,241900,225500,236e3,264900,267600,245200,22e4,256700,264700,265800,217100,219100,236400,266100,273700,271300,262e3,258900,243700,244600,239300,237e3,235500,236600,234400,249e3,250800,261400,265900,270700,271100,261600,268600,281400,286600,285400,273100,267400,256700,261700,265600,273700,276600,286200,294300,291200,278700,268300,275200,279200,292800,307900,317800,317200,294800,295400,295500,299800,293900,281200,287600,
69363,27504,North Carolina,4684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132400,133200,133400,128e3,131600,131600,151300,153300,158e3,145800,140700,140200,139600,139900,139e3,145500,143200,149400,145400,158200,152200,157400,152800,157200,149700,144900,127100,134100,145800,163200,151700,150800,154e3,166800,157700,154900,158e3,155800,161600,161900,172100,
399729,81507,Colorado,4685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271600,253100,258200,279900,302e3,300900,298800,308900,324300,319400,316100,317700,333400,316900,328500,303e3,315500,311300,329200,319700,329300,328400,329400,309100,297700,308600,324e3,332700,327500,327100,309500,316200,313400,314800,299900,307200,333200,328600,319100,299900,316700,305100,324e3,354600,382400,
58737,02351,Massachusetts,4686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265500,268400,267300,245e3,259600,266100,295600,281700,276900,267300,279600,285700,291400,281500,300200,294700,302900,294600,285700,275e3,272e3,289e3,289400,284600,274200,275800,278600,292e3,296e3,294900,288300,294100,299300,303600,299900,301e3,301700,307800,307100,314e3,305400,307700,307800,325500,325100,323400,311e3,311400,312700,339300,376e3,371100,343100,297300,316700,342300,378800,368700,352700,347900,337900,343300,348e3,364300,
87882,68136,Nebraska,4687,166400,169200,166100,155600,147400,148e3,152400,156700,169900,190900,190800,208300,198400,191800,154700,141500,139800,141700,143200,144600,142100,139200,143900,166300,169600,163100,141700,162200,169800,184300,172800,203200,197600,215e3,201900,216300,191200,186500,183200,177100,167100,153300,164700,175200,183700,170500,164200,163600,179400,168600,177e3,173400,185700,186400,193e3,193100,189300,199200,197700,202500,186700,186900,175e3,167900,167400,174200,169300,173800,172700,188300,196200,187e3,189700,173900,172600,172400,164300,174200,168900,188700,192300,196200,177100,163500,163200,177e3,193800,208600,218600,209500,199600,193800,189300,188700,193700,209100,226400,226200,232400,221700,229200,231500,234900,225e3,211700,215700,216700,234300,225500,243700,237100,240700,225600,210900,220400,221200,243e3,238600,248900,234100,244400,241300,249500,233100,238200,240800,249e3,237e3,227e3,225600,
71991,32428,Florida,4688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91200,70300,80700,86e3,92e3,87500,94700,100500,98600,96200,102e3,119900,102300,100300,77700,86400,74900,94400,81e3,85900,69700,89800,86100,88800,90500,92900,87e3,86900,108e3,109100,101100,79600,90200,91600,1e5,90700,91200,92e3,104700,106900,113500,103700,109800,110800,122e3,120800,104600,100300,114400,128400,133600,124800,129700,129300,134500,125200,124700,123500,129200,143e3,153e3,
72546,33327,Florida,4689,462400,448600,435800,387100,380400,392700,374500,367400,359e3,348900,339500,330900,360700,348800,323600,308400,333500,351300,325700,344400,365500,369800,359100,340100,381600,378700,383600,376700,399700,387500,370600,370800,404300,401800,362400,306600,294900,291e3,349200,365700,386500,385700,395700,428500,413900,393800,336800,331800,358200,369200,356500,332200,343400,353e3,333100,344300,344400,370800,377100,406400,418100,418800,409200,411200,412200,428500,456600,437300,449e3,402300,433100,409800,448e3,416900,416800,408600,417500,414100,424900,445300,446700,452500,439300,428100,398400,408400,426500,430700,432600,440200,428600,439600,420500,454300,450200,459100,454500,443300,457900,462900,462400,450900,431700,435300,429300,444800,431200,461500,473800,507100,483100,479800,472300,466300,457800,443600,465100,447200,476800,478600,516300,504300,523200,513400,509800,48e4,472600,478400,476e3,477600,473900
95030,85648,Arizona,4690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83300,89600,91300,96200,98e3,97200,95200,96500,95700,92e3,89300,95100,94800,102100,100100,103500,95900,101300,98300,103900,101200,108800,109400,114300,112400,112300,105700,104500,102700,109700,116500,123100,121600,117900,118100,117700,112e3,106600,107e3,112e3,119500,118600,112900,105900,106800,110300,117100,111900,121100,118100,132500,125400,130600,123200,130400,137e3,137e3,139900,131e3,137100,134500,142e3,143100,150800,145300,149600,144800,
93806,81521,Colorado,4691,245500,263100,239500,231300,227400,236700,230300,23e4,222700,221500,247900,255600,265200,243500,237400,222e3,223500,215100,217600,204500,202200,208500,208600,221900,227400,226200,219500,204800,208800,205800,213300,202300,193800,199600,218400,231700,232700,216100,202600,176800,181600,175700,181100,173400,184800,187800,186400,191e3,206e3,212300,212500,197600,202400,199e3,196500,187900,177900,169900,18e4,194e3,214100,218200,218600,213300,203600,208e3,207500,215100,201700,203300,205300,228400,227700,217600,204500,205500,203200,197300,19e4,198e3,203600,21e4,209800,211500,232100,232300,234200,201700,208900,210300,230400,226500,230100,229700,230700,227600,221700,226800,227e3,231100,233e3,231500,231e3,231400,233600,234700,235500,238300,261600,262600,259300,237300,238900,243900,250300,244100,242100,234300,255600,263100,293900,292900,293800,276500,271800,270300,281e3,285600,283200,278e3,
95744,89005,Nevada,4692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160200,163600,168700,167800,174600,180400,173500,197400,188400,213300,179900,182500,164800,180900,193900,209300,198200,199900,211400,226100,220100,200600,212100,222900,245200,228400,204e3,186900,203600,223200,233500,241600,255400,287300,271300,261700,235100,241100,238100,265600,263200,262e3,234100,27e4,255600,247400,215300,232800,248e3,248700,245600,240800,236900,247500,239700,232100,236e3,250700,265200,266100,257300,256400,260900,276900,288800,290200,289200,289200,288800,278500,289600,291100,304100,284100,284500,277800,310500,310500,312200,292600,291500,314800
