"RegionName","City","State","Metro","CountyName","SizeRank","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01"
"10025","New York","NY","New York-Newark-Jersey City","New York County",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.11111111111111,4.05757352941176,4.01782178217822,4.17420814479638,3.92855392156863,4.03562801932367,4.05555555555556,3.85092592592593,3.85092592592593,4.246875,4.24028268551237,3.82352941176471
"60657","Chicago","IL","Chicago-Naperville-Elgin","Cook County",2,,,,,,,,,,,1.40562248995984,1.36,1.34261561412233,1.37431318681319,1.39285714285714,1.38611111111111,1.39208074534161,1.4,1.39285714285714,1.41666666666667,1.43851032933311,1.43365800865801,1.48648648648649,1.48809523809524,1.48809523809524,1.48648648648649,1.47222222222222,1.51515151515152,1.5,1.54545454545455,1.54220779220779,1.53489583333333,1.53645833333333,1.53333333333333,1.5222816399287,1.53166666666667,1.45,1.48809523809524,1.53333333333333,1.56696428571429,1.6153483992467,1.58947257383966,1.60837245696401,1.61812617702448,1.65450928381963,1.61518987341772,1.59833333333333,1.66333333333333,1.67567567567568,1.6969696969697,1.7,1.6969696969697,1.6,1.58434959349594,1.58536585365854,1.55555555555556,1.57142857142857,1.55882352941176,1.57974683544304,1.59375,1.5,1.65822784810127,1.67622412093329,1.69666666666667,1.6946875,1.64835164835165,1.59666666666667,1.57974683544304,1.58333333333333,1.57974683544304,1.58854166666667,1.61710037174721,1.58333333333333,1.6,1.65258620689655,1.809375,1.72911392405063,1.68585526315789,1.64733333333333,1.64733333333333,1.61111111111111,1.6278801843318,1.6,1.684375,1.80959595959596,1.82307692307692,1.75,1.81590909090909,1.77777777777778,1.73026576019778,1.65625,1.63257575757576,1.61979825949367,1.66769674495262,1.74427083333333,1.75066254416961,1.78571428571429,1.84615384615385,1.875,1.84712755598832,1.81201923076923,1.75949367088608,1.72727272727273,1.6969696969697,1.65625,1.66666666666667,1.71428571428571
"77494","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94274810517185,0.976403580146461,1.02814814814815,0.956632653061224,0.973186379611414,0.934447589060844,1.03112472730423,0.973549461971142,1.00814814814815,0.996583143507973,0.999428306295259,1.05509964830012,1.05509964830012,1.07764009099169,1.07350237424441,1.04372373019403,1.0590015128593,1.16037797684073,1.08332520127146,1.06177606177606,1.04314841156946,0.991571641051066,0.98915100534781,0.973015049299429,0.975059176656946,0.982142857142857,0.95,0.923323966278603,0.937740160087019,0.946173924115101,0.959401481670134,0.966562173458725,0.981415494148596,0.989681542007123,0.997229916897507,0.996328682098908,1.00071678002746,1.00525325650237,0.982788394047248,0.9842091426131,0.969962214382945,0.955351280367695,0.960658737419945,0.99906596259804,1.00895167540161,0.996583143507973,0.991407799074686,0.98265020539323,0.956860201102822,0.920160788664242,0.947867298578199,0.946151021773798,0.963738219076297,0.967652974348168,0.96513610447711,0.952174898518473,0.919906093297421,0.972461273666093,0.996280552603613,1.00354191263282,0.980819529206626,0.979431929480901,1.02379634753735,1.05633802816901,1.04845134786315,1.05633802816901,1.05177993527508,1.04441186113685,1.0310177506936,1.01634164835319,0.968436154949785,0.979153506001263,0.979325353645267,0.971479709873069,0.995656261119606,1.04512276045123,1.00052659294365,1.03359173126615
"60614","Chicago","IL","Chicago-Naperville-Elgin","Cook County",4,,,,,,,,,,,1.5,1.4375,1.42857142857143,1.41,1.42857142857143,1.5,1.59545454545455,1.64285714285714,1.63157894736842,1.63157894736842,1.62105263157895,1.62105263157895,1.69973544973545,1.60801551389787,1.64835164835165,1.69230769230769,1.61603102779573,1.82916666666667,1.8,1.80625,1.66666666666667,1.703125,1.75,1.75833333333333,1.78125,1.828125,1.53571428571429,1.77619047619048,1.74128902316213,1.81944444444444,1.82916666666667,1.82142857142857,1.78333333333333,1.75,1.6739565989566,1.69423076923077,1.72727272727273,1.7475,1.75,1.7475,1.84302884615385,1.83333333333333,1.80769230769231,1.78181818181818,1.8,1.70588235294118,1.6775641025641,1.71275783040489,1.71122994652406,1.71122994652406,1.67156862745098,1.88235294117647,1.8,1.87132352941176,1.86016949152542,1.81742424242424,1.79666666666667,1.92,1.83205128205128,1.83333333333333,1.88333333333333,1.875,1.875,1.93835125448029,1.99545454545455,2,2,1.97171960426972,1.85508474576271,1.89444444444444,1.93333333333333,1.73333333333333,1.93333333333333,2.01592356687898,1.94444444444444,2.04195804195804,2.06631299734748,2,1.98451058201058,1.9882730015083,1.86666666666667,1.83333333333333,1.85357142857143,1.91794871794872,1.91666666666667,1.9375,2,2.10473684210526,2.08333333333333,2,2.06330303030303,2.010556621881,1.9903988183161,1.93333333333333,1.97569444444444,2,2
"79936","El Paso","TX","El Paso","El Paso County",5,,,,,,,,,,,,,,,0.747615653531548,0.778308118756931,0.752334490118879,0.7631822386679,0.754962156904465,0.768320793081154,0.77987914838231,0.793923661759247,0.773014757554462,0.762873490146217,0.768292682926829,0.783066032431238,0.781758957654723,0.784234899999709,0.784077201447527,0.787810055431636,0.786011629443637,0.769020747264193,0.759117896522477,0.744558991981672,0.746599539817963,0.751228066833504,0.746268656716418,0.749132229998752,0.752212389380531,0.752688172043011,0.757575757575758,0.757575757575758,0.746885174224275,0.742569798646797,0.745682888540031,0.745712155108128,0.7398753894081,0.735430157261795,0.735430157261795,0.735932132894463,0.753217691285013,0.744558991981672,0.753148119995946,0.749095624872022,0.777777777777778,0.771998872964616,0.750441696113074,0.745341444270016,0.735430157261795,0.754048582995951,0.758293838862559,0.753486986213117,0.746527777777778,0.762452050411798,0.748278280548016,0.749525907971792,0.756079027355623,0.77247191011236,0.755762633846469,0.756253635834788,0.754680471990186,0.744601638123604,0.752684861323218,0.769231273570308,0.76036866359447,0.756533700137552,0.764317726363317,0.740302968403791,0.737463126843658,0.77319587628866,0.726158679283679,0.773615635179153,0.748403591022201,0.756347928873384,0.756456900949134,0.77072953558637,0.763613403058024,0.717109452201489,0.73633298995047,0.734658599827139,0.745762711864407,0.750428816466552,0.756266205704408,0.762955854126679,0.75885328836425,0.758620689655172,0.772200772200772,0.784421629251243,0.767002074993924,0.753228120516499,0.76036866359447,0.768716577540107,0.757575757575758,0.770591395808574,0.764705882352941,0.776419841840403,0.785485347985348
"77449","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",6,,,,,,,,,,,,,,,0.730121233731503,0.759668508287293,0.761778698588091,0.733048259010385,0.741748148471489,0.729208321608239,0.763358778625954,0.763358778625954,0.74424898511502,0.752148997134671,0.785634600028184,0.75609756097561,0.749664270925681,0.752795418999709,0.752351097178683,0.745762711864407,0.742199537750385,0.747126436781609,0.750972762645914,0.737100737100737,0.749318801089918,0.772629081918106,0.773963730569948,0.789243518371677,0.784632034632035,0.795107033639144,0.78984413119566,0.795107033639144,0.804596642348118,0.798525798525799,0.791740083033698,0.78125,0.798904401359651,0.801058852939076,0.80033698399326,0.803763440860215,0.813177648040033,0.827463676008961,0.818286769799123,0.819397993311037,0.83090730725766,0.830050647158132,0.827266710787558,0.837893296853625,0.84411930219471,0.839819830428639,0.84411930219471,0.852842809364548,0.84411930219471,0.851595384050397,0.847921225382932,0.84411930219471,0.84411930219471,0.842492675350348,0.843279083785413,0.84411930219471,0.837678700631222,0.834028356964137,0.850694444444444,0.83446251129178,0.868944099378882,0.857632933104631,0.830050647158132,0.867224880382775,0.865243004418262,0.874352331606218,0.880447585394582,0.822479013477201,0.861700334927222,0.869297163995068,0.862913096695226,0.871904267746649,0.89527027027027,0.885594790241678,0.870060595839238,0.866531787084933,0.876840696117805,0.861573808156232,0.888888888888889,0.893427294289363,0.864358974358974,0.89041095890411,0.907936500141595,0.907817593241355,0.915841584158416,0.924838520258368,0.91379040849653,0.903754617789145,0.883446091913024,0.885331284153005,0.896700143472023,0.88957968931299,0.913426009971816
"77084","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.867993788533902,0.830324020651866,0.81363005746333,0.797539680995679,0.810055865921788,0.802512212142359,0.784799437925861,0.781391445383223,0.78125,0.782976833681121,0.781494293308318,0.783032448909787,0.803672277608264,0.797167933765872,0.796562224764036,0.811688311688312,0.80824008138352,0.820568927789934,0.828729281767956,0.825991189427313,0.816807551925432,0.807381776239908,0.809643040194094,0.808913308913309,0.803402646502836,0.811328263859909,0.811166413220858,0.797448165869219,0.794726114003222,0.827651009507877,0.826140567200986,0.819155639571519,0.831342017371532,0.820311533173879,0.802615933412604,0.823723228995058,0.830251344453559,0.821695574162679,0.818281580669206,0.826140567200986,0.818854763851244,0.844806007509387,0.843648425000115,0.844806007509387,0.850126202193505,0.842696629213483,0.852757248436612,0.856072766185126,0.847457627118644,0.85094827984655,0.851197982345523,0.85427135678392,0.848833083408605,0.851032503821768,0.85082856494179,0.846806836250577,0.841346153846154,0.846333854706152,0.851428571428571,0.849179703535134
"60640","Chicago","IL","Chicago-Naperville-Elgin","Cook County",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3125,1.25,1.25,1.19259259259259,1.2,1.22222222222222,1.25,1.13888888888889,1.25978260869565,1.2695652173913,1.36363636363636,1.36666666666667,1.40354524565051,1.425,1.30416666666667,1.27747252747253,1.25925925925926,1.23529411764706,1.21091545399214,1.23529411764706,1.23,1.30795019157088,1.37931034482759,1.34313725490196,1.30769230769231,1.29,1.23004182578651,1.22931442080378,1.24141666666667,1.24141666666667,1.374375,1.23333333333333,1.40625,1.40740740740741,1.38461538461538,1.42857142857143,1.42857142857143,1.3968253968254,1.39285714285714,1.38919965576592,1.33333333333333,1.39277108433735,1.35869565217391,1.44222222222222,1.54166666666667,1.58333333333333,1.46666666666667,1.47294776119403,1.5,1.49583333333333,1.38050314465409,1.47337121212121,1.425,1.51772727272727,1.58620689655172,1.55398629148629,1.65,1.65277777777778,1.56093073593074,1.53846153846154,1.49791666666667,1.4037037037037,1.375,1.36458333333333,1.309375,1.375,1.45,1.5625,1.5625,1.58012820512821,1.55902777777778,1.57207792207792,1.59375,1.43543956043956,1.39583333333333,1.49722222222222,1.52407407407407,1.5480476673428
"10016","New York","NY","New York-Newark-Jersey City","New York County",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.86821705426357,4.85254901960784,4.87209302325581,4.74911214612728,4.76078431372549,4.76078431372549,4.80889506601807,4.80889506601807,4.8189573369306,4.81333333333333,4.87209302325581,4.80889506601807,4.78038386259705,4.86026253950247,4.80889506601807,4.74635163307853,4.66469770674079,4.67338429464906,4.71882799045231,4.80889506601807,4.86026253950247,4.68299711815562,4.68940217391304,4.67338429464906,4.61094127111826,4.6,4.74911214612728,4.73428692765038,4.74911214612728,4.68234432123757,4.67338429464906,4.71882799045231,4.87209302325581,4.89612403100775,4.96373482726424,4.94039215686275,4.90757751937984,4.97333333333333,4.84049404463694,4.75187265917603,4.86702690378477,4.81888745148771,4.80889506601807,4.68234432123757,4.80483512990826,4.89612403100775,4.996875,5.07314859173887,4.97674418604651,4.94039215686275,4.91235024665257,4.80889506601807,4.87209302325581,4.69859335038363,4.80889506601807,4.80889506601807
"37013","Nashville","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County",10,,,,,,,,,,,,0.673082974211642,0.692192974939062,0.68359375,0.662086049052481,0.708530805687204,0.741308793456033,0.731951871657754,0.689163498098859,0.653922569116946,0.652064451158107,0.652064451158107,0.641399416909621,0.65907943067034,0.669315403422983,0.672494956287828,0.700934579439252,0.685096607419148,0.660569105691057,0.663888861069899,0.678847068819031,0.680473372781065,0.671489243470668,0.692307692307692,0.701620760383855,0.700876095118899,0.702727371790844,0.711009174311927,0.711009174311927,0.717293233082707,0.727184594368307,0.725949295714309,0.724981857764877,0.704122966812668,0.716911764705882,0.759978473996227,0.726885644768856,0.730868443680138,0.732421938355142,0.737179487179487,0.752739726027397,0.794420730059976,0.768207278166405,0.769336011856203,0.762370540851554,0.728337016632936,0.731254210796446,0.747201721355568,0.752808988764045,0.752827914163547,0.755093833147774,0.752827914163547,0.76345050215208,0.804479779548671,0.772681954137587,0.764971017765733,0.750403442711135,0.765229388993513,0.767746913580247,0.773596176821983,0.81,0.794370316422067,0.784810126582278,0.819842602718325,0.851167315175097,0.802485290401762,0.818282316109559,0.859375,0.864241019698725,0.84554678692221,0.82239696355757,0.789499509322866,0.836242299794661,0.848141122443927,0.835258863215157,0.852348434377082,0.883413461538462,0.889552212560556,0.893718797817031,0.890979524073049,0.87719298245614,0.872561173765993,0.863024156473768,0.89116752916261,0.894618834080718,0.914014895057549,0.923448094091248,0.928180767178514,0.942855384907664,0.966684568564268,0.957854406130268,0.939393939393939,0.926995619647382,0.925324675324675,0.925925925925926,0.936437074829932,0.954653937947494
