RegionID,RegionName,StateName,SizeRank,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01
67590,23188,Virginia,308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363600,378400,381600,387700,384200,383600,363500,360500,361600,397e3,411e3,413800,401300,397300,391500,393800,389200,393700,402100,404900,406700,390700,394800,407600,432e3,438300,432400,420400,409600,399400,397500,394600,
91046,75703,Texas,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248200,255700,267e3,261800,257e3,243300,247700,250900,230800,207900,213600,239800,267600,251900,257200,272e3,289300,292300,286900,289e3,275500,272700,244200,255200,255400,279200,279500,278600,290400,295700,296e3,284900,254100,242400,240100,263300,270900,271800,269600,274800,273300,276600,270700,274e3,276600,285400,273400,277500,275200,290100,287900,284700,300200,314800,317e3,3e5,281900,278400,277200,285100,299200,282100,276500,277300,311800,313800,332700,309600,302900,265800,
84631,60630,Illinois,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315300,311e3,314800,32e4,320400,339100,327900,331900,317900,341300,342e3,357100,348700,351300,325900,322500,316500,327800,328800,329800,336400,330300,328700,353300,359200,365900,340900,341400,342800,351100,352200,353100,342600,347e3,344400,348100,343900,345600,348700,352e3,356900,353400,364900,365e3,389900,383800,387900,370200,362200,361200,356100,355600,363100,366300,371200,364100,385700,384700,382600,370400,380800,383700,377600,379900,389300,397500,394200,397400,
82063,55044,Minnesota,311,416900,413500,419700,386200,377100,356500,34e4,338200,344200,339600,372300,352400,401900,375300,392100,355200,345700,335600,334300,325400,315e3,311400,340200,361200,372500,365500,362300,348500,353700,366700,415300,413500,398300,360700,349100,344700,323500,321e3,300200,305500,310200,334800,344300,344800,333e3,335500,354600,345800,325700,294700,304500,309900,327500,329200,343200,316900,316300,301800,327300,330200,338900,339300,341500,348900,344200,337300,332700,342e3,344700,342100,337e3,353700,367600,367800,357900,360300,361100,369100,369400,376900,390500,386100,380300,366800,367500,370300,372300,367e3,361200,356300,358200,358200,355500,358200,359500,365600,364600,356500,356800,363500,386300,395900,396100,386100,386500,392400,398800,389e3,387800,386200,397200,390600,397900,395400,405900,404700,409800,412900,417e3,413900,418e3,421800,431200,433600,438e3,441700,442500,449500,452e3,465900,470400
79502,49009,Michigan,312,,,,,,,,,,,,,,,,233e3,238800,225200,217400,217800,22e4,226300,232800,228800,234200,227800,239500,234200,247700,229300,222600,205900,209700,223700,219100,228500,219500,224700,214800,206800,206700,205500,212300,219900,226400,228400,231800,234700,231700,226200,231700,243900,244e3,227400,227900,240200,248700,237800,234300,233400,238e3,231900,234200,228700,232200,237100,235100,238e3,235100,221200,218300,210400,234600,232700,238500,233600,229900,233700,238500,250500,247100,244e3,241200,258100,259800,264200,262300,268600,276700,270300,268e3,251200,260700,266300,275100,273900,269200,270800,265e3,263200,269500,266100,275700,271500,284500,286800,289400,290200,283900,292100,296200,307500,289e3,297400,291800,306500,292400,290100,288800,293600,299500,317300,317500,313900,299900,302600,302e3,319200,331400,344600,
70518,29501,South Carolina,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217200,222200,223700,215500,231100,237800,252800,243600,245900,239100,239800,238100,238900,236e3,252400,263900,263100,253400,23e4,225400,234300,246200,252400,234400,226300,221e3,218700,243e3,246400,
97569,94115,California,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658300,1616700,1764900,1804300,1939600,2094600,2150600,2216100,1967500,1928200,1706900,1916900,2021500,2069300,2031800,2009e3,1925800,1859700,2291800,2421800,2262500,1965800,1909200,2156600,2077300,2215500,2344400,2490100,2335100,
70457,29414,South Carolina,315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342500,353800,348e3,350200,346700,341600,344400,339600,338100,330200,360100,360900,358300,332700,337400,342500,345900,342200,336800,330600,331800,340100,338500,339900,345300,351400,357800,358800,361100,370600,368500,374200,368500,369300,380600,385e3,382500,400900,397700,400300,379e3,388100,397100,404100,405600,414300,434900,448100,441700,434900,419400,417100,402200,415100,421700,413800,431500,
90630,75025,Texas,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294100,280100,287600,293100,297100,310800,315100,316200,304300,308200,313400,318300,317100,318600,322e3,325e3,340100,335500,333600,325200,329800,328300,347300,353500,354e3,341600,341400,352500,354200,372400,375600,377e3,375800,381900,383400,373700,376300,379400,380200,376800,377400,385600,389700,387900,390100,387500,393e3,388e3,386300,384600,382500,386400,383200,390900,397400,,,
90637,75034,Texas,317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337600,354700,367500,378100,376e3,364800,368400,367900,378400,383200,397200,409100,406900,397900,383900,378400,377300,403800,413600,409200,405e3,400200,419800,418100,429200,416600,417900,411500,42e4,414100,425400,436e3,444200,431300,420800,418900,430600,435400,430600,435e3,424600,436800,425600,444800,445e3,457800,432400,434700,439800,466500,460600,464900,458400,469100,454200,474900,
