"RegionName","City","State","Metro","CountyName","SizeRank","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01"
"10025","New York","NY","New York-Newark-Jersey City","New York County",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4.88372093023256,4.8314606741573,4.8715952594655,4.99164923291492,4.83327115345127,4.82740021574973,4.85714285714286,4.94489266147491,4.98477841825292,4.89443378119002,4.91890944157097,4.92378982034664,4.91176470588235,4.90220048899756,4.85714285714286,4.87826732554225,4.88553590010406,4.94119555735228,4.93625520473302,4.93366500829187,4.98441595441595,4.93529411764706,4.91822638146168,4.66666666666667,4.82203739116468,4.86759581881533,4.73684210526316,4.74959822896079,4.73315319548872,4.77333333333333,4.92061742006615,4.98307692307692,4.94053064958829,4.9209963013108,4.90792201672753,4.85418591757531,4.86238532110092,4.79725698663426,4.75974025974026,4.7489539748954,4.75433378653977,4.73734042870124,4.72704535820263,4.71486013986014,4.76146788990826,4.78661087866109,4.77657935285054,4.72792207792208,4.79166666666667,4.72901785714286,4.74137931034483,4.82352941176471,4.81666666666667,4.8314606741573
"60657","Chicago","IL","Chicago-Naperville-Elgin","Cook County",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72727272727273,1.72727272727273,1.74859550561798,1.77777777777778,1.8375,1.71428571428571,1.83229166666667,1.84375,1.89160815554955,1.875,1.82758620689655,1.73076923076923,1.71428571428571,1.745,1.75,1.77,1.83571428571429,1.86333333333333,1.875,1.9,1.94285714285714,1.92770034843206,1.87096774193548,1.8625,1.83333333333333,1.79293333765644,1.75714285714286,1.84156545209177,1.91002490660025,1.99375,1.96666666666667,1.97894736842105,1.998,2,1.91095890410959,1.88235294117647,1.8577380952381,1.87573529411765,1.94058823529412,1.98571428571429,2.02127659574468,2.030625,2.02291219968113,2.03923076923077,2.02857142857143,2.05,2,1.95,1.91441420318127,1.91111111111111,1.93,1.98333333333333
"10023","New York","NY","New York-Newark-Jersey City","New York County",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.22664199814986,5.26315789473684,5.31505728314239,5.31889404795779,5.28253424657534,5.27801560121766,5.23486990950226,5.27272727272727,5.2546045503792,5.35714285714286,5.35714285714286,5.35279805352798,5.34351145038168,5.46666666666667,5.47574402756374,5.40184453227931,5.32656023222061,5.40331998665332,5.44548368439874,5.3971685040875,5.41650634859561,5.43769781775779,5.35659593086852,5.33764244950722,5.22692307692308,4.89035087719298,5.22222222222222,5.1623957806132,5.16339869281046,5.17557251908397,4.97868571594506,5.20506867328072,5.25439210617647,5.26676960027449,5.35194681671855,5.34030148596407,5.2970297029703,5.33032355154251,5.23443223443223,5.20628683693517,5.29150817846322,5.2970297029703,5.21763392857143,5.23832221163012,5.23076923076923,5.1575682382134,5.23809523809524,5.33333333333333,5.36363636363636,5.36185383244207,5.46134124761387,5.36521263050675,5.46296296296296,5.36749408040014,5.31450090671214,5.33025403241787
"77494","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.10957004160888,1.17794514776675,1.19441913505315,1.19582664526485,1.22523237149576,1.22442980327746,1.23930571344364,1.25163751587697,1.21851943885508,1.24079643596058,1.25964010282776,1.26169064748201,1.27068345323741,1.26943005181347,1.26385809312639,1.23175675675676,1.23175675675676,1.23175675675676,1.23175675675676,1.23175675675676,1.26245059288538,1.26378343597757,1.28532572541336,1.28971119133574,1.31170662905501,1.2935586061246,1.26066537515489,1.26066537515489,1.29828326180258,1.30376841692522,1.30863039399625,1.26205362618726,1.33508611882889,1.34664246823956,1.31190012857172,1.34846625766871,1.43375267459939,1.31190012857172,1.31775210084034,1.31058282208589,1.32431347051174,1.32550888732878,1.46355366190696,1.35774072126851,1.38083228247163,1.38223286175681,1.39011703511053,1.43057503506311,1.3828867761452,1.32052158273381,1.31784582893347,1.32977967897823,1.375,1.30785340314136,1.30785340314136,1.36269430051813,1.33783474425268,1.35399159663866,1.35399159663866,1.35191637630662,1.41210193184858,1.40947752126367,1.43985883062296,1.44438178050322,1.41666114484027,1.40853658536585,1.40891563449404,1.39984227129338,1.39635732870772,1.40884676518318,1.41566840376302,1.39202081526453,1.39919082939987,1.41791044776119,1.39285714285714,1.38801261829653,1.39213943989033
"60614","Chicago","IL","Chicago-Naperville-Elgin","Cook County",5,,,,,,,,1.73841059602649,1.71905737704918,1.73841059602649,1.81240399385561,1.66666666666667,1.70989071038251,1.75,1.725,1.67573529411765,1.81180555555556,1.83333333333333,1.83421985815603,1.86555555555556,1.9041958041958,1.97222222222222,1.90946930280957,2,1.94893617021277,1.95,2.01751507717469,2.11320754716981,2.02075,2,2.03083143241504,2.09606931530008,2.16009221311475,2.1,2.105,2.12916666666667,2.14031746031746,1.8975,2.06705882352941,2.14285714285714,2.13571428571429,2.07142857142857,2.1,2.15384615384615,2.13571428571429,2.11749788672866,2.15384615384615,2.06794682422452,2.01961538461538,2.0036832412523,2.01176470588235,2,2.0086832412523,2,1.9939848265896,1.97202660406886,1.93103448275862,1.93103448275862,1.93548387096774,2,1.995,1.85714285714286,2.03086890243902,2.0026525198939,2.05,2.01201657458564,1.995,1.97638888888889,1.975,2.125,2.125,2.07142857142857,2.28,2.11111111111111,2.09090909090909,2.09090909090909,2.125,2.17836617405583,2.10518690710998,2.0736224028907,2.0871327254306,2,2.06331412825651,2.07504012841092,2.095,2.11764705882353,2.125,2.13571428571429,2.12765957446809,2.10555555555556,2.08108108108108,2.0752358490566,2.04868421052632,2.09090909090909,2.15086206896552,2.17111501316945,2.2,2.25,2.26345189669851,2.25,2.25,2.24668874172185,2.22714285714286,2.16,2.14,2.15,2.19230769230769,2.27272727272727
"79936","El Paso","TX","El Paso","El Paso County",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.805687203791469,0.775,0.80639690138812,0.84333390012295,0.807106598984772,0.772399588053553,0.771552473034462,0.799373040752351,0.803239819868561,0.808209123757904,0.85414364640884,0.885232744783307,0.830573951434879,0.829302402105956,0.83856661392748,0.850393470723441,0.849630934218792,0.834155972359329,0.84985835694051,0.880829015544041,0.857224958949097,0.858835143139191,0.8828066716402,0.864460668864814,0.865284974093264
"77449","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16139106402579,1.15164644714038,1.10170255947683,1.06581653640477,1.21612349914237,1.2152133580705,1.25649913344887,1.29633665085651,1.33248730964467,1.26159554730983,1.31351981351981,1.25688622754491,1.26157082748948,1.25543006081668,1.25649913344887,1.25144843568946,1.25724217844728,1.25706420299609,1.25649913344887,1.25706420299609,1.21317157712305,1.0850395699567,1.2152133580705,1.15135135135135,1.14746945898778
"77084","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15948051086101,1.13378342599947,1.13973268529769,1.13333333333333,1.14785992217899,1.15934065934066,1.10899653979239,1.13092913210488,1.12410878226226,1.14028887786011,1.12869565217391,1.0545741012558,1.12345679012346,1.1025,1.09466989186113,1.12283360228808,1.09888416578108,1.11019283746556,1.16839504401072,1.21508379888268,1.22055948195451,1.15886626643858,1.1268676583142,1.09727313566936,1.10816768000388,1.17109946240562,1.19676549865229,1.20518688024409,1.23569794050343,1.25796726959518,1.2479674796748,1.26256983240223,1.25951557093426,1.23875,1.22456140350877
"60640","Chicago","IL","Chicago-Naperville-Elgin","Cook County",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.56804733727811,1.56436738936739,1.55555555555556,1.6062030075188,1.56436738936739,1.53333333333333,1.53589743589744,1.58229596788919,1.56339285714286,1.56666666666667,1.51398601398601,1.63197126707489,1.63390292223873,1.62714987714988,1.60714285714286,1.65,1.64975,1.64107142857143,1.6077380952381,1.57142857142857,1.57894736842105,1.6,1.68421052631579,1.6875,1.70212765957447,1.72666666666667,1.66666666666667,1.71428571428571,1.72571428571429,1.65929203539823,1.63762626262626,1.58673718967837,1.68461538461538,1.68925561797753,1.70833333333333,1.71875,1.76794871794872,1.75675675675676,1.71269841269841,1.71428571428571,1.695,1.68,1.7,1.685,1.74465277777778,1.795,1.79861111111111,1.77777777777778,1.78045287637699,1.78230426479949,1.95,1.92857142857143,1.89644273943938,1.76,1.8,1.80384615384615,1.82916666666667
"94109","San Francisco","CA","San Francisco-Oakland-Hayward","San Francisco County",10,,,,,,,,,,,,,,,,,,,,3.03347280334728,3.03347280334728,3.25,2.97297297297297,2.95,3.03347280334728,3.01601423487544,3.23214285714286,3.48083333333333,3.28185328185328,3.35483870967742,3.50564376616481,3.3452807646356,3.56842105263158,3.55555555555556,3.65413533834586,3.94632206759443,3.72875,4.00693196405648,3.92083758937691,4,4.08163265306122,4.2725,4.475,4.46437468858993,4.16918581217251,4.36151079136691,4.37825190699365,4.27272727272727,4.22661870503597,4.22661870503597,4.28571428571429,4.32480141218005,4.43641848836827,4.4,4.31818181818182,4.41037735849057,4.31818181818182,4.36018957345972,4.36257357750164,4.44444444444444,4.58333333333333,4.55125076266016,4.69391819160388,4.82456140350877,4.7680243205626,4.56959706959707,4.72545454545455,4.77272727272727,4.72222222222222,4.55,4.54545454545455,4.75382932166302,4.66111111111111,4.64659685863874,4.68783638320775,4.63166666666667,4.64285714285714,4.63624161073825,4.61538461538461,4.54136690647482,4.49494949494949,4.63855421686747,4.55689277899344,4.82954545454545,4.72918022121015,4.69141819160387,4.64988914571442,4.57825203252033,4.61015262110153,4.53886527141923,4.56845708267509,4.49640287769784,4.55714178657074,4.44444444444444,4.62073863636364,4.61875,4.53772890778287,4.6875,4.75285171102662,4.74733637747336,4.82390589244851,4.94230987767559,4.9437570303712,4.87777777777778,4.85490654205607,4.92666666666667,4.81627492226084,4.850190291541
