"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2019-01-31,"45385","OH","Dayton","Greene County","Xenia",1613,1003,0.0297741273100616,0.0796555435952637,0.0213849287169043,13682
2019-01-31,"40219","KY","Louisville/Jefferson County","Jefferson County","Louisville",1614,1139,0.00975177304964539,0.0382862351868733,0.0392335766423358,16403
2019-01-31,"15221","PA","Pittsburgh","Allegheny County","Wilkinsburg",1615,964,0.00942408376963351,0.0201058201058201,0.0158061116965227,12251
2019-01-31,"30126","GA","Atlanta-Sandy Springs-Roswell","Cobb County","Mableton",1616,1459,0.00274914089347079,0.0082930200414651,0.0267417311752287,14339
2019-01-31,"35216","AL","Birmingham-Hoover","Jefferson County","Vestavia Hills",1617,1635,0.021875,0.0686274509803922,0.0250783699059561,10425
2019-01-31,"34119","FL","Naples-Immokalee-Marco Island","Collier County","Naples",1618,3544,0.00169587337478802,-0.0150083379655364,0.0911330049261084,15550
2019-01-31,"01085","MA","Springfield","Hampden County","Westfield",1619,1708,0.0130486358244365,0.0376670716889429,0.104072398190045,11953
2019-01-31,"60477","IL","Chicago-Naperville-Elgin","Cook County","Tinley Park",1620,1743,0.00926462072958888,0.0295333727111636,0.0110208816705336,15461
2019-01-31,"44122","OH","Cleveland-Elyria","Cuyahoga County","Shaker Heights",1621,1743,-0.00171821305841924,0,-0.00456881781838949,11069
2019-01-31,"01420","MA","Worcester","Worcester County","Fitchburg",1622,1499,0.0101078167115903,0.0330806340454859,0.00874831763122476,10875
2019-01-31,"94025","CA","San Francisco-Oakland-Hayward","San Mateo County","Menlo Park",1623,5229,0.00153227351082168,0.0127832655432888,-0.0137683892870615,12757
2019-01-31,"70560","LA","Lafayette","Iberia Parish","New Iberia",1624,1036,0.0107317073170732,0.0339321357285429,0.0859538784067086,11525
2019-01-31,"97477","OR","Eugene","Lane County","Springfield",1625,1305,0.00850077279752705,0.0365369340746624,0.00772200772200772,10603
2019-01-31,"48430","MI","Flint","Genesee County","Fenton",1626,1543,-0.0108974358974359,-0.0146871008939974,0.0091563113145847,13593
2019-01-31,"45342","OH","Dayton","Montgomery County","Miamisburg",1627,1270,-0.00625978090766823,-0.0162664601084431,0.0192616372391653,11746
2019-01-31,"02130","MA","Boston-Cambridge-Newton","Suffolk County","Boston",1628,2653,-0.0085949177877429,-0.0228360957642726,0.0203846153846154,12144
2019-01-31,"07036","NJ","New York-Newark-Jersey City","Union County","Linden",1629,1744,0.018096906012843,0.0627666057282145,0.00460829493087558,11323
2019-01-31,"10001","NY","New York-Newark-Jersey City","New York County","New York",1630,3960,0.0190427174472465,0.0616621983914209,0.0243145369891361,7412
2019-01-31,"60654","IL","Chicago-Naperville-Elgin","Cook County","Chicago",1631,1955,0.0187597707139135,0.0659760087241003,0.0398936170212766,14388
2019-01-31,"92127","CA","San Diego-Carlsbad","San Diego County","San Diego",1632,3340,0.000599161174355902,0.00360576923076923,0.0151975683890578,13213
2019-01-31,"32507","FL","Pensacola-Ferry Pass-Brent","Escambia County","Pensacola",1633,1293,0.0109460516028147,0.0352281825460368,0.0270055599682288,16898
2019-01-31,"10977","NY","New York-Newark-Jersey City","Rockland County","Ramapo",1634,2879,-0.00311634349030471,-0.015389876880985,0.0101754385964912,8425
2019-01-31,"29203","SC","Columbia","Richland County","Columbia",1635,888,0.00909090909090909,0.0385964912280702,0.0459363957597173,12384
2019-01-31,"79423","TX","Lubbock","Lubbock County","Lubbock",1636,1199,-0.00166527893422148,-0.00166527893422148,0.000834724540901503,11934
2019-01-31,"98223","WA","Seattle-Tacoma-Bellevue","Snohomish County","Arlington",1637,1999,0.00857719475277497,0.0309437854564208,0.0230296827021494,12944
2019-01-31,"28451","NC","Myrtle Beach-Conway-North Myrtle Beach","Brunswick County","Leland",1638,1327,0.0262954369682908,0.063301282051282,0.0599041533546326,10652
2019-01-31,"49503","MI","Grand Rapids-Wyoming","Kent County","Grand Rapids",1639,1269,0.0127693535514765,0.0504966887417219,0.0350734094616639,12477
2019-01-31,"02149","MA","Boston-Cambridge-Newton","Middlesex County","Everett",1640,2183,0.00552740672501152,0.0229615745079663,0.00229568411386593,8733
2019-01-31,"76522","TX","Killeen-Temple","Coryell County","Copperas Cove",1641,873,0.00576036866359447,0.0246478873239437,0.0210526315789474,13515
2019-01-31,"92040","CA","San Diego-Carlsbad","San Diego County","Lakeside",1642,2527,0.009185303514377,0.0305872756933116,0.0352314625153626,10359
2019-01-31,"80022","CO","Denver-Aurora-Lakewood","Adams County","Commerce City",1643,1815,0.0117056856187291,0.0318362706083002,0.0431034482758621,13015
2019-01-31,"28411","NC","Wilmington","New Hanover County","Wilmington",1644,1624,0.0226700251889169,0.0635232481990832,0.0593607305936073,14900
2019-01-31,"60025","IL","Chicago-Naperville-Elgin","Cook County","Glenview",1645,2294,0.000436109899694723,0.0114638447971781,0.0231935771632471,15063
2019-01-31,"98036","WA","Seattle-Tacoma-Bellevue","Snohomish County","Lynnwood",1646,2247,0.00536912751677852,0.0204359673024523,0.00672043010752688,11481
2019-01-31,"46368","IN","Chicago-Naperville-Elgin","Porter County","Portage",1647,1329,-0.00746825989544436,-0.0140949554896142,0.0145038167938931,12560
2019-01-31,"90275","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Rancho Palos Verdes",1648,4624,0.00806627425332461,0.0234617087206729,0.00718797647571335,15305
2019-01-31,"46037","IN","Indianapolis-Carmel-Anderson","Hamilton County","Fishers",1649,1853,-0.00429876410531972,-0.00376344086021505,0.00761283306144644,14635
2019-01-31,"85635","AZ","Sierra Vista-Douglas","Cochise County","Sierra Vista",1650,953,0.0149094781682641,0.0426695842450766,0.0756207674943567,11276
2019-01-31,"91605","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",1651,2871,0.0109154929577465,0.0338494778537991,0.0637273064097814,8195
2019-01-31,"33610","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",1652,1214,0.00496688741721854,0.0184563758389262,0.0262045646661031,10969
2019-01-31,"55110","MN","Minneapolis-St. Paul-Bloomington","Ramsey County","White Bear Lake",1653,1698,0.00413956238911887,0.0235081374321881,0.0605871330418488,14061
2019-01-31,"60707","IL","Chicago-Naperville-Elgin","Cook County","Elmwood Park",1654,1833,0.0110314396028682,0.0438496583143508,0.0350084697910785,12809
2019-01-31,"78232","TX","San Antonio-New Braunfels","Bexar County","San Antonio",1655,1722,0.0034965034965035,0.0147318797878609,-0.00634737449509521,10909
2019-01-31,"77044","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",1656,1593,-0.000627352572145546,0,0.0165922144224633,11781
2019-01-31,"97217","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",1657,1946,-0.00102669404517454,0.00309278350515464,-0.00460358056265985,12262
2019-01-31,"95136","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",1658,3460,0.000867804454729534,0.00377139541630403,0.00610642628671125,9973
2019-01-31,"92660","CA","Los Angeles-Long Beach-Anaheim","Orange County","Newport Beach",1659,5758,-0.0125192934316584,-0.0243985089800068,-0.000520742926575247,11357
2019-01-31,"10034","NY","New York-Newark-Jersey City","New York County","New York",1660,2346,-0.00255102040816327,-0.00677392040643522,-0.00677392040643522,3897
2019-01-31,"11550","NY","New York-Newark-Jersey City","Nassau County","Hempstead",1661,2776,-0.00215672178289001,-0.00750804433321416,-0.0293706293706294,9092
2019-01-31,"28115","NC","Charlotte-Concord-Gastonia","Iredell County","Mooresville",1662,1314,0.00921658986175115,0.037095501183899,0.0520416333066453,15517
2019-01-31,"06360","CT","Norwich-New London","New London County","Norwich",1663,1292,0.0101641907740422,0.0360866078588613,-0.00844205679201842,11217
2019-01-31,"27893","NC","Wilson","Wilson County","Wilson",1664,960,0.0201912858660999,0.0596026490066225,0.0690423162583519,7199
2019-01-31,"48910","MI","Lansing-East Lansing","Ingham County","Lansing",1665,925,0.012035010940919,0.034675615212528,0.110444177671068,11504
2019-01-31,"20032","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",1666,2105,0.0203587009209889,0.0789338800615069,0.0767263427109974,5318
2019-01-31,"78574","TX","McAllen-Edinburg-Mission","Hidalgo County","Mission",1667,1034,-0.00193050193050193,0.002909796314258,0.0268123138033764,11272
2019-01-31,"84121","UT","Salt Lake City","Salt Lake County","Cottonwood Heights",1668,1829,0.00494505494505494,0.00771349862258953,0.0195094760312152,15969
2019-01-31,"33624","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Greater Carrollwood",1669,1549,0.00977835723598435,0.0326666666666667,0.0580601092896175,14386
2019-01-31,"27295","NC","Winston-Salem","Davidson County","Lexington",1670,971,0.00935550935550936,0.0329787234042553,0.0646929824561404,17104
2019-01-31,"42420","KY","Evansville","Henderson County","Henderson",1671,985,0.0154639175257732,0.0512273212379936,0.00101626016260163,9782
2019-01-31,"32304","FL","Tallahassee","Leon County","Tallahassee",1672,912,0.00440528634361234,0.0201342281879195,0.0654205607476635,7138
2019-01-31,"60120","IL","Chicago-Naperville-Elgin","Kane County","Elgin",1673,1551,0.00910865322055953,0.031936127744511,0.0163826998689384,13617
2019-01-31,"80909","CO","Colorado Springs","El Paso County","Colorado Springs",1674,1417,0.0135908440629471,0.0434462444771723,0.0457564575645757,11030
2019-01-31,"43065","OH","Columbus","Delaware County","Powell",1675,2234,-0.00887311446317657,-0.0253054101221641,-0.0240279598077763,15802
2019-01-31,"39047","MS","Jackson","Rankin County","Brandon",1676,1480,0.00886162235855487,0.0242214532871972,-0.0087073007367716,13874
2019-01-31,"48146","MI","Detroit-Warren-Dearborn","Wayne County","Lincoln Park",1677,906,0.00443458980044346,0.0168350168350168,0.0179775280898876,15006
2019-01-31,"08861","NJ","New York-Newark-Jersey City","Middlesex County","Perth Amboy",1678,1940,0.00779220779220779,0.026998411858126,-0.0152284263959391,9084
2019-01-31,"33172","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Fountainbleau",1679,1606,0.00124688279301746,0.006265664160401,0.0106985525487728,13946
2019-01-31,"19709","DE","Philadelphia-Camden-Wilmington","New Castle County","Middletown",1680,1774,0.00852757248436612,0.0183696900114811,-0.0111482720178372,13040
2019-01-31,"17042","PA","Lebanon","Lebanon County","Lebanon",1681,1159,0.00870322019147084,0.0507706255666364,0.0184534270650264,11246
2019-01-31,"93304","CA","Bakersfield","Kern County","Bakersfield",1682,1145,0.00970017636684303,0.0361990950226244,0.0287511230907457,11920
2019-01-31,"33771","FL","Tampa-St. Petersburg-Clearwater","Pinellas County","Largo",1683,1307,0.00926640926640927,0.033201581027668,0.0456,7186
2019-01-31,"63385","MO","St. Louis","Saint Charles County","Wentzville",1684,1599,-0.00124921923797626,0.0018796992481203,0.0322788896061975,12910
2019-01-31,"22901","VA","Charlottesville","Albemarle County","Charlottesville",1685,1716,0.00116686114352392,0.0106007067137809,0.0731707317073171,12503
2019-01-31,"95826","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Rosemont",1686,1710,0.0142348754448399,0.0426829268292683,0.0433190970103722,11546
2019-01-31,"80021","CO","Denver-Aurora-Lakewood","Adams County","Westminster",1687,2041,0.00541871921182266,0.0194805194805195,0.0402650356778797,9134
2019-01-31,"36608","AL","Mobile","Mobile County","Mobile",1688,1064,0.0142993326978074,0.0576540755467197,-0.000938967136150235,11131
2019-01-31,"22801","VA","Harrisonburg","Harrisonburg City","Harrisonburg",1689,1292,0.0294820717131474,0.0986394557823129,0.0470016207455429,9670
2019-01-31,"32738","FL","Deltona-Daytona Beach-Ormond Beach","Volusia County","Deltona",1690,1301,0.0132398753894081,0.0458199356913183,0.085070892410342,16515
2019-01-31,"30038","GA","Atlanta-Sandy Springs-Roswell","Dekalb County","Lithonia",1691,1178,0.0111587982832618,0.031523642732049,0.0650994575045208,12474
2019-01-31,"02472","MA","Boston-Cambridge-Newton","Middlesex County","Watertown",1692,2383,-0.00125733445096396,0,-0.00417885499373172,11689
2019-01-31,"75050","TX","Dallas-Fort Worth-Arlington","Dallas County","Grand Prairie",1693,1452,0.00623700623700624,0.0210970464135021,0.0408602150537634,7946
2019-01-31,"30134","GA","Atlanta-Sandy Springs-Roswell","Douglas County","Douglasville",1694,1178,0.00856164383561644,0.0279232111692845,0.0351493848857645,14323
2019-01-31,"78526","TX","Brownsville-Harlingen","Cameron County","Brownsville",1695,1076,-0.00278035217794254,-0.00829493087557604,-0.0200364298724954,13652
2019-01-31,"90804","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",1696,2311,0.00828970331588133,0.0284824210057855,0.014486391571554,6946
2019-01-31,"36301","AL","Dothan","Houston County","Dothan",1697,797,-0.00993788819875776,-0.0136138613861386,0,10259
2019-01-31,"32818","FL","Orlando-Kissimmee-Sanford","Orange County","Pine Hills",1698,1444,0.00979020979020979,0.0351254480286738,0.0776119402985075,11746
2019-01-31,"85745","AZ","Tucson","Pima County","Tucson",1699,1248,0.0105263157894737,0.033112582781457,0.0469798657718121,12781
2019-01-31,"95667","CA","Sacramento--Roseville--Arden-Arcade","El Dorado County","Placerville",1700,1836,0.0115702479338843,0.0449630051223677,0.0408163265306122,7335
2019-01-31,"30115","GA","Atlanta-Sandy Springs-Roswell","Cherokee County","Canton",1701,1667,0.00603500301750151,0.0220723482526058,0.0354037267080745,16130
2019-01-31,"55119","MN","Minneapolis-St. Paul-Bloomington","Ramsey County","Saint Paul",1702,1507,0.0141318977119785,0.0407458563535912,0.0568022440392707,10993
2019-01-31,"79925","TX","El Paso","El Paso County","El Paso",1703,1068,0.0084985835694051,0.0239693192713327,0.0229885057471264,10041
2019-01-31,"76513","TX","Killeen-Temple","Bell County","Belton",1704,1196,0.0016750418760469,0.00504201680672269,0.0230966638152267,10781
2019-01-31,"85730","AZ","Tucson","Pima County","Tucson",1705,1146,0.0079155672823219,0.0259623992837959,0.0504124656278643,12424
2019-01-31,"93611","CA","Fresno","Fresno County","Clovis",1706,1634,0.00677757239679606,0.0231684408265498,0.0309148264984227,14356
2019-01-31,"85704","AZ","Tucson","Pima County","Tucson",1707,1426,0.00777385159010601,0.0214899713467049,0.0523985239852399,11036
2019-01-31,"32207","FL","Jacksonville","Duval County","Jacksonville",1708,1212,0.0108423686405338,0.0341296928327645,0.0802139037433155,12563
2019-01-31,"90745","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Carson",1709,2620,0.00575815738963532,0.0190587320108907,0.0446570972886762,12682
2019-01-31,"70570","LA","Opelousas","Saint Landry Parish","Opelousas",1710,1097,-0.000910746812386157,0.000912408759124088,0,8048
2019-01-31,"38116","TN","Memphis","Shelby County","Memphis",1711,918,0.00547645125958379,0.0234113712374582,0.0132450331125828,9561
2019-01-31,"84010","UT","Ogden-Clearfield","Davis County","Bountiful",1712,1669,-0.00179425837320574,0.00481637567730283,0.0245549416820135,13865
2019-01-31,"95127","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",1713,3333,0.00240601503759398,0.0087772397094431,0.0363805970149254,13814
2019-01-31,"86314","AZ","Prescott","Yavapai County","Prescott Valley",1714,1353,0.00370919881305638,0.0157657657657658,0.0044543429844098,11842
2019-01-31,"48047","MI","Detroit-Warren-Dearborn","Macomb County","Chesterfield",1715,1344,-0.00665188470066519,-0.00591715976331361,-0.0124908155767818,15697
2019-01-31,"99504","AK","Anchorage","Anchorage Borough","Anchorage",1716,1704,0.00471698113207547,0.0240384615384615,-0.00292568753657109,12504
2019-01-31,"20748","MD","Washington-Arlington-Alexandria","Prince Georges County","Temple Hills",1717,1897,0.00476694915254237,0.0149812734082397,0.0042350449973531,11913
2019-01-31,"38671","MS","Memphis","DeSoto County","Southaven",1718,1157,0.00346921075455334,0.0131348511383538,0.0184859154929577,10708
2019-01-31,"76021","TX","Dallas-Fort Worth-Arlington","Tarrant County","Bedford",1719,1804,0.00782122905027933,0.0285062713797035,0.025,9606
2019-01-31,"21045","MD","Baltimore-Columbia-Towson","Howard County","Columbia",1720,2150,0,0.00373482726423903,0.0233222275107092,13076
2019-01-31,"88310","NM","Alamogordo","Otero County","Alamogordo",1721,930,0.0197368421052632,0.0592255125284738,0.0356347438752784,10943
2019-01-31,"38134","TN","Memphis","Shelby County","Memphis",1722,1155,0.00260416666666667,0.0113835376532399,0.0185185185185185,10281
2019-01-31,"95476","CA","Santa Rosa","Sonoma County","Sonoma",1723,2871,-0.00691802144586648,-0.0150943396226415,0.042483660130719,11706
2019-01-31,"33018","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Hialeah",1724,2087,-0.00191296030607365,-0.00619047619047619,0.00336538461538462,14384
2019-01-31,"98503","WA","Olympia-Tumwater","Thurston County","Lacey",1725,1639,0.00737553779963122,0.0275862068965517,0.059469941822883,11273
2019-01-31,"80906","CO","Colorado Springs","El Paso County","Colorado Springs",1726,1665,0.00604229607250755,0.017104459376909,0.018348623853211,12809
2019-01-31,"33881","FL","Lakeland-Winter Haven","Polk County","Winter Haven",1727,1101,0.0128794848206072,0.0525812619502868,0.0617164898746384,9660
2019-01-31,"19130","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",1728,1717,0.00762910798122066,0.0263000597728631,0.0147754137115839,10529
2019-01-31,"50315","IA","Des Moines-West Des Moines","Polk County","Des Moines",1729,1122,0.0062780269058296,0.0227894257064722,0.0293577981651376,11966
2019-01-31,"70605","LA","Lake Charles","Calcasieu Parish","Lake Charles",1730,1624,-0.0145631067961165,-0.0401891252955083,-0.0310262529832936,10387
2019-01-31,"95023","CA","San Jose-Sunnyvale-Santa Clara","San Benito County","Hollister",1731,2410,0.0134566862910008,0.0441941074523397,0.0268427780144866,12210
2019-01-31,"14624","NY","Rochester","Monroe County","Chili",1732,1445,0.00767085076708508,0.0284697508896797,0.00138600138600139,13090
2019-01-31,"83501","ID","Lewiston","Nez Perce County","Lewiston",1733,1249,-0.0023961661341853,0.00160384923817161,0.0105177993527508,11910
2019-01-31,"85226","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",1734,1550,0.0117493472584856,0.036096256684492,0.0409670920080591,12459
2019-01-31,"46385","IN","Chicago-Naperville-Elgin","Porter County","Valparaiso",1735,1665,0.0177261613691932,0.0652591170825336,0.0825747724317295,16466
2019-01-31,"95240","CA","Stockton-Lodi","San Joaquin County","Lodi",1736,1543,0.0111402359108781,0.0341823056300268,0.0151315789473684,9809
2019-01-31,"32724","FL","Deltona-Daytona Beach-Ormond Beach","Volusia County","Deland",1737,1352,0.015015015015015,0.0505050505050505,0.0645669291338583,11126
2019-01-31,"37174","TN","Nashville-Davidson--Murfreesboro--Franklin","Maury County","Spring Hill",1738,1647,0.00857317819963258,0.0306633291614518,0.0129151291512915,12727
2019-01-31,"43213","OH","Columbus","Franklin County","Whitehall",1739,1032,0.015748031496063,0.0562947799385875,0.0828961175236096,9689
2019-01-31,"60563","IL","Chicago-Naperville-Elgin","DuPage County","Naperville",1740,1925,0.00574712643678161,0.0158311345646438,0.0142255005268704,11086
2019-01-31,"45373","OH","Dayton","Miami County","Troy",1741,1094,0.0359848484848485,0.118609406952965,0.0983935742971888,12333
2019-01-31,"22033","VA","Washington-Arlington-Alexandria","Fairfax County","Fairfax",1742,2313,0.00390625,0.014918824045634,0.0162565905096661,12770
2019-01-31,"94901","CA","San Francisco-Oakland-Hayward","Marin County","San Rafael",1743,4061,-0.00878691725652917,-0.0259054929239626,-0.0417649834827749,10576
2019-01-31,"75028","TX","Dallas-Fort Worth-Arlington","Denton County","Flower Mound",1744,2166,0.00557103064066852,0.014519906323185,0.00463821892393321,13832
2019-01-31,"95111","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",1745,3318,0.00271985494106981,0.00759186152444579,0.0326797385620915,10349
2019-01-31,"80227","CO","Denver-Aurora-Lakewood","Jefferson County","Lakewood",1746,2103,0,0.00190566936636494,0.0308823529411765,11290
2019-01-31,"94606","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",1747,2935,0.00859106529209622,0.0309097295398665,0.0141672425708362,6053
2019-01-31,"30316","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",1748,1612,0.0144745122718691,0.0481144343302991,0.0703851261620186,12854
2019-01-31,"32707","FL","Orlando-Kissimmee-Sanford","Seminole County","Casselberry",1749,1493,0.00878378378378378,0.0325034578146611,0.0756484149855908,12403
2019-01-31,"92506","CA","Riverside-San Bernardino-Ontario","Riverside County","Riverside",1750,2152,0.00701918577445016,0.0233000475511175,0.0237868696479543,14815
2019-01-31,"60540","IL","Chicago-Naperville-Elgin","DuPage County","Naperville",1751,2404,-0.000415800415800416,0.00124947938359017,0.00838926174496644,14939
2019-01-31,"49203","MI","Jackson","Jackson County","Jackson",1752,840,0,0.0256410256410256,0.0256410256410256,14595
2019-01-31,"38127","TN","Memphis","Shelby County","Memphis",1753,666,0.00604229607250755,0.0230414746543779,0.0261941448382126,14672
2019-01-31,"33040","FL","Key West","Monroe County","Key West",1754,3515,0.0164835164835165,0.0464423935695147,0.0480023852116875,13619
2019-01-31,"30019","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Dacula",1755,1601,0.00565326633165829,0.0203951561504143,0.0355756791720569,14723
2019-01-31,"70118","LA","New Orleans-Metairie","Orleans Parish","New Orleans",1756,1671,0.0189024390243902,0.0496231155778894,0.0616264294790343,8582
2019-01-31,"12601","NY","New York-Newark-Jersey City","Dutchess County","Poughkeepsie",1757,1711,0.0233253588516746,0.0713838447088291,0.0667082294264339,9561
2019-01-31,"55423","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Richfield",1758,1738,0.016374269005848,0.0514216575922565,0.0526953361599031,11680
2019-01-31,"90815","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",1759,2853,0.012779552715655,0.038965768390386,0.04010207801677,12741
2019-01-31,"72450","AR","Paragould","Greene County","Paragould",1760,956,0.0127118644067797,0.0312837108953614,0.0191897654584222,10961
2019-01-31,"95062","CA","Santa Cruz-Watsonville","Santa Cruz County","Santa Cruz",1761,3214,0.0138801261829653,0.050670153644982,0.0334405144694534,10373
2019-01-31,"73112","OK","Oklahoma City","Oklahoma County","Oklahoma City",1762,987,0.00509164969450102,0.0175257731958763,0.0164778578784758,11598
2019-01-31,"49221","MI","Adrian","Lenawee County","Adrian",1763,991,-0.0119641076769691,-0.0246062992125984,-0.009,12973
2019-01-31,"07753","NJ","New York-Newark-Jersey City","Monmouth County","Neptune",1764,2205,0,0.00318471337579618,0.0405851816894762,12349
2019-01-31,"84096","UT","Salt Lake City","Salt Lake County","Herriman",1765,1789,-0.00555864369093941,-0.0250681198910082,-0.00445186421814135,12270
2019-01-31,"49120","MI","Niles-Benton Harbor","Berrien County","Niles",1766,868,-0.0180995475113122,-0.0451045104510451,-0.0805084745762712,15380
2019-01-31,"80203","CO","Denver-Aurora-Lakewood","Denver County","Denver",1767,1678,0.0120627261761158,0.0364422483014206,0.0175864160097029,6436
2019-01-31,"91764","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Ontario",1768,1999,0.00100150225338007,0.0035140562248996,0.0515518148342977,10034
2019-01-31,"83706","ID","Boise City","Ada County","Boise",1769,1353,0.0134831460674157,0.0431765612952968,0.0455950540958269,11837
2019-01-31,"60653","IL","Chicago-Naperville-Elgin","Cook County","Chicago",1770,1590,-0.000628535512256443,0.0185778347213325,0.0371819960861057,6641
2019-01-31,"63701","MO","Cape Girardeau","Cape Girardeau County","Cape Girardeau",1771,942,0.0139935414424112,0.0443458980044346,0.0107296137339056,15747
2019-01-31,"75044","TX","Dallas-Fort Worth-Arlington","Dallas County","Garland",1772,1588,0.00506329113924051,0.0108211330362826,0.00126103404791929,12599
2019-01-31,"70458","LA","New Orleans-Metairie","Saint Tammany Parish","Slidell",1773,1337,-0.003725782414307,-0.003725782414307,-0.0297532656023222,15933
2019-01-31,"98382","WA","Port Angeles","Clallam County","Sequim",1774,1602,0.0177890724269377,0.0630391506303915,0.066577896138482,13343
2019-01-31,"27105","NC","Winston-Salem","Forsyth County","Winston-Salem",1775,805,0.00374064837905237,0.0151324085750315,0.0254777070063694,12938
2019-01-31,"80524","CO","Fort Collins","Larimer County","Fort Collins",1776,1767,0.000566251415628539,0.00340715502555366,0.021978021978022,10887
2019-01-31,"76904","TX","San Angelo","Tom Green County","San Angelo",1777,1564,0.0169050715214564,0.0447561790247161,0.0617786829599457,9599
2019-01-31,"08094","NJ","Philadelphia-Camden-Wilmington","Gloucester County","Monroe",1778,1736,0.00871586287042417,0.029655990510083,0.0413917216556689,13089
2019-01-31,"33428","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Boca Raton",1779,2133,0.0147478591817317,0.0450759431651151,0.021551724137931,14499
2019-01-31,"27530","NC","Goldsboro","Wayne County","Goldsboro",1780,917,0.0200222469410456,0.0712616822429906,0.0700116686114352,5878
2019-01-31,"37363","TN","Chattanooga","Hamilton County","Ooltewah",1781,1632,0.00740740740740741,0.0225563909774436,-0.00970873786407767,12956
2019-01-31,"30152","GA","Atlanta-Sandy Springs-Roswell","Cobb County","Kennesaw",1782,1701,0.00531914893617021,0.0240818783865141,0.0118976799524093,13902
2019-01-31,"48105","MI","Ann Arbor","Washtenaw County","Ann Arbor",1783,2276,0.0321995464852608,0.107542579075426,0.0345454545454545,9942
2019-01-31,"28803","NC","Asheville","Buncombe County","Asheville",1784,1554,0.0104031209362809,0.0339321357285429,0.0422535211267606,10668
2019-01-31,"64133","MO","Kansas City","Jackson County","Raytown",1785,1044,0.00384615384615385,0.010648596321394,0.0503018108651912,12993
2019-01-31,"07307","NJ","New York-Newark-Jersey City","Hudson County","Jersey City",1786,2124,0.00188679245283019,0.0109471680152308,-0.0384789497510186,9589
2019-01-31,"21060","MD","Baltimore-Columbia-Towson","Anne Arundel County","Glen Burnie",1787,1784,0.00734048560135517,0.0264672036823936,0.0246984491671453,12425
2019-01-31,"60090","IL","Chicago-Naperville-Elgin","Cook County","Wheeling",1788,1608,-0.000621504039776259,0.00562851782363977,0.020952380952381,12521
2019-01-31,"50023","IA","Des Moines-West Des Moines","Polk County","Ankeny",1789,1602,-0.000623830318153462,0.0037593984962406,-0.0123304562268804,11287
2019-01-31,"73170","OK","Oklahoma City","Oklahoma County","Oklahoma City",1790,1348,0.00223048327137546,0.00898203592814371,0.0305810397553517,14539
2019-01-31,"28273","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",1791,1407,0.00643776824034335,0.021044992743106,0.0292611558156547,9914
2019-01-31,"49508","MI","Grand Rapids-Wyoming","Kent County","Kentwood",1792,1289,0.0117739403453689,0.0361736334405145,0.0370072405470636,11374
2019-01-31,"19082","PA","Philadelphia-Camden-Wilmington","Delaware County","Upper Darby",1793,1231,0.00984413453650533,0.0284043441938179,0.0292642140468227,12077
2019-01-31,"90029","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",1794,2862,0.016696269982238,0.0491202346041056,0.0127388535031847,2706
2019-01-31,"71854","AR","Texarkana","Miller County","Texarkana",1795,948,-0.0114702815432742,-0.0375634517766497,0.0651685393258427,8354
2019-01-31,"74136","OK","Tulsa","Tulsa County","Tulsa",1796,1298,0.00231660231660232,0.0062015503875969,0.0156494522691706,8092
2019-01-31,"78217","TX","San Antonio-New Braunfels","Bexar County","San Antonio",1797,1296,0.00856031128404669,0.0326693227091633,0.0293884034948372,8808
2019-01-31,"11249","NY","New York-Newark-Jersey City","Kings County","New York",1798,3059,0.00691244239631336,0.0183089214380826,-0.0319620253164557,6344
2019-01-31,"33016","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Hialeah",1799,1597,0.00188205771643664,0.00440251572327044,0.01914486279515,14361
