"RegionName","City","State","Metro","CountyName","SizeRank","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02","2018-03","2018-04","2018-05","2018-06","2018-07","2018-08","2018-09","2018-10","2018-11","2018-12","2019-01"
"77073","Houston","TX","Houston-The Woodlands-Sugar Land","Harris County",178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1400,1395,1425,1425,1425,1450,1445,1450,1440,1440,1425,1425,1450,1425,1425,1450,1500,1500,1495,1495,1495,1460.5,1475,1485,1500
"77389","The Woodlands","TX","Houston-The Woodlands-Sugar Land","Montgomery County",179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2475,2500,2690,2500,2472.5,2625,2500,2500,2500,2500,2500,2500,2525,2540,2600,2600,2575,2500,2500,2437.5,2400,2450,2397.5,2400,2400,2500,2500,2400,2600,2450,2400,2370,2400,2300,2310,2200,2325,2350,2365,2300,2300,2250,2200,2200,2400,2500,2445,2300,2250,2400,2490,2500,2500,2400,2400,2300,2200,2200,2225
"89135","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2204,2135,2200,2200,2200,2050,2000,2000,2050,2032.5,2100,2150,2150,2250,2222.5,2075,2425,2799.5,2500,2500
"75033","Frisco","TX","Dallas-Fort Worth-Arlington","Collin County",181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2197.5,2250,2475,2525,2500,2400,2397.5,2395,2300,2225,2300,2362.5,2350,2350,2300,2395,2500,2495,2425,2495,2422.5,2500,2495,2490
"91789","Walnut","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900,3000,2875,2999,3000,2990,3050,3040,3200,3100,3100,2999,2975,2925,2950,3000,3000,2995,3050,2950,3000,3050,3100,2950
"30078","Snellville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500,1506,1550,1567,1579,1577.5,1550,1530,1550,1534.5,1645,1695,1646,1595,1595,1550,1595,1650
"34758","Poinciana","FL","Orlando-Kissimmee-Sanford","Osceola County",184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1450,1500,1497.5,1500,1500,1550,1550,1600,1500,1465,1450,1500,1500,1499
"02840","Newport","RI","Providence-Warwick","Newport County",185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2300,2267.5,2350,2400,2475,2500,2700,2725,2600,2600,2400,2625,2400,2400,2400,2500,2600,2600,2775,2800,2800,2800,2900,2725,2500,2575,2550,2650,2800,2750
"91326","Los Angeles","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County",186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3497.5,3500,3575,3525,3500,3680,3575,3550,3600,3500,3750,3937.5,3875,3950
"33594","Valrico","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1599,1609,1687,1699,1760,1850,1750,1682.5,1630,1650,1675,1590,1589.5,1687.5,1725,1747.5,1750,1745,1745,1700,1662.5,1712.5,1730,1680,1665
"33326","Weston","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2950,2975,3000,2880,2875,3000,3100,3050,3100,3000,2999.5,2999,3100,3190,3150,2999.5,2982.5,2975,2987.5,3150,3100
"33076","Parkland","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,2899,2950,2860.5,2900,3007.5,3014,2975,3200,3200,3500,3500,3100,2987.5,3097.5,3070,3300,3400,3200,3175,3000,2975,3225,3225,3190,3100
"02125","Boston","MA","Boston-Cambridge-Newton","Suffolk County",190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2700,2800,2900,2900,2900,2950,2800,2800,2600,2600,2400,2600,3000,3000,3000,3200,3200,3200,3100,3100,3000,2850,2850,2995,2900,3000,3150,3200,3200,3150,3000,2900,2850,2800,2800,3000,3200
"33156","Pinecrest","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5750,5445,5445,5500,5800,5737.5,4800,5000,5500,5500,5450,5300,4900,5100,5450,5000,5800,5770,5400,5500,5700
"77493","Katy","TX","Houston-The Woodlands-Sugar Land","Harris County",192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1714.5,1700,1792.5,1800,1812.5,1800,1800,1850,1900,1850,1850,1750,1712.5,1700,1800,1800,1825,1825,1825,1825,1825,1825,1825,1775,1825
"89081","North Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",193,,,,,,,1295,1295,1250,1250,1200,1250,1225,1235,1200,1250,1272.5,1300,1250,1197,1200,1200,1195,1200,1200,1195,1200,1200,1200,1200,1245,1245,1225,1250,1275,1200,1200,1200,1250,1200,1250,1250,1200,1200,1200,1262.5,1250,1250,1249,1250,1250,1250,1250,1200,1225,1250,1250,1200,1225,1250,1250,1295,1292.5,1295,1250,1295,1250,1295,1250,1250,1250,1250,1295,1304.5,1350,1395,1395,1375,1375,1350,1400,1400,1397.5,1350,1350,1400,1462.5,1472.5,1425,1432.5,1412.5,1495,1410,1450,1493,1495,1496.5
"30045","Lawrenceville","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County",194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495,1472,1465,1509.5,1569.5,1579,1563,1505,1525,1530,1545,1545,1560,1585,1575,1595,1600,1632.5,1600,1600,1650,1650,1620,1650,1650,1650
"11937","East Hampton","NY","New York-Newark-Jersey City","Suffolk County",195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44500,47500,40000,39000,39000,39750,35500,35000,36750,38500,35000,35000,35000,35000,30000,30000,30000,29750,29500,28000,28000,25000,28000,27500,27500
"89141","Las Vegas","NV","Las Vegas-Henderson-Paradise","Clark County",196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585,1582,1600,1650,1625,1672.5,1612.5,1725,1650,1600,1617.5,1600,1650,1650,1650,1795,1800,1795,1662.5,1712.5,1800,1775,1867.5,1750,1825
"78260","San Antonio","TX","San Antonio-New Braunfels","Bexar County",197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150,2145,2250,2300,2270,2195,2100,2100,2100,2097.5,2100,2100,2095,2295,2295,2197.5,2200,2200,2195,2095,2100,2200,2097.5,2100
"66441","Junction City","KS","Junction City","Geary County",198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1200,1200,1262.5,1250,1237.5,1200,1200,1250,1250,1225,1200,1200,1225,1250,1237.5,1250,1300,1250,1250,1250,1250,1250,1200
"02119","Boston","MA","Boston-Cambridge-Newton","Suffolk County",199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3200,3200,3300,3300,3300,3250,3075,3000,2900,2900,3200,3200,3400,3275,3275,3287.5,3225,3150,3100,2997.5,2950,2800,3200,3725,3650
"02143","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",200,,,,,,,,,,,,,,,,,,,,,,,,,,,2850,3000,3200,3200,3350,3100,3100,3100,3050,3000,3050,3150,3400,3475,3500,3400,3400,3300,3300,3250,3200,3200,3000,3050,3350,3350,3500,3500,3600,3450,3300,3275,3000,3000,3000,3000,3500,3400,3600,3800,3575,3800,3600,3300,3200,3000,3000,3400,3700,3700,3750,3750,3800,3500,3500,3785,3400,3300,3300,3500,3900,4075,4122.5,4100,4050,4000,3750,3800,3750,3750,3750
"33579","Riverview","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",201,,,,,,,,,,,,1295,1325,1350,1350,1372.5,1350,1350,1325,1350,1375,1395,1350,1412.5,1500,1475,1450,1475,1500,1550,1545,1500,1500,1495,1475,1475,1412.5,1450,1400,1400,1500,1485,1485,1495,1500,1485,1497.5,1495,1495,1475,1477.5,1507.5,1512.5,1550,1525,1550,1525,1500,1500,1495,1525,1550,1550,1537.5,1550,1550,1595,1550,1590,1550,1575,1500,1595,1599,1600,1647,1649,1665,1645,1655,1675,1595,1595,1600,1625,1635,1687.5,1750,1745,1725,1700,1667.5,1640,1690,1695,1707.5,1700
"02145","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",202,,,,,,,,,,,,,,,,,,,,,,,,,2400,2450,2500,2500,2500,2600,2500,2550,2550,2600,2400,2400,2450,2600,2600,2800,2800,2900,2850,2850,2750,2600,2600,2600,2600,2700,2900,2900,2850,2800,2875,2875,2800,2800,2800,2800,2850,2900,3000,2975,3200,3175,3200,3100,3100,2987.5,2800,2850,3075,3200,3400,3450,3450,3475,3475,3475,3300,3300,3300,3175,3275,3800,3800,3775,3700,3600,3685,3850,3850,3800,3800,3600,3600
"78244","San Antonio","TX","San Antonio-New Braunfels","Bexar County",203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1425,1397.5,1375,1325,1367.5,1300,1325,1325,1350,1397,1395,1395,1475,1445,1435,1395,1395,1449,1395
"02115","Boston","MA","Boston-Cambridge-Newton","Suffolk County",204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5150,5100,5000,5000,4800,4800,4900,4800,4500,5000,5200,5150,5300,5400
"32832","Orlando","FL","Orlando-Kissimmee-Sanford","Orange County",205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2100,2100,2050,2095,2000,1995,2000,2000,1995,2100,2095,2105,2075,2047.5,2100,2095,2180,2180,2095,1997.5,2000,2050,2150
"02144","Somerville","MA","Boston-Cambridge-Newton","Middlesex County",206,,,,,,,,,,,,,,,,3000,3200,3000,3200,3000,3000,3000,3000,3000,3000,3000,3325,3350,3300,3400,3400,3250,3200,3300,3200,3200,3200,3200,3200,3300,3200,3350,3500,3400,3200,3250,3100,3000,3000,3000,3250,3350,3450,3600,3600,3500,3375,3475,3500,3500,3400,3400,3700,3600,3700,3900,3900,3675,3400,3350,3350,3350,3500,3600,4000,4000,4000,4000,3900,3800,3600,3600,3600,3600,3600,3700,4200,4200,4000,4000,3975,3800,3840,3840,3840,3900,4000
"02215","Boston","MA","Boston-Cambridge-Newton","Suffolk County",207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,4400,4400,4850,4550,4500,4100,4250,4400,4350,4250,4400,4800,5000,5100,4700,4600,4500,4400,4300,4275,4400,4450,4600,4600,4800
"33596","Valrico","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1847.5,1859,1885,1975,1999.5,2000,1995,1945,1945,1900,1900,1945,1887.5,1947.5,1900,1885,2000,2095,2017.5,1997.5,1945,1940,1925,1925,1945
"79934","El Paso","TX","El Paso","El Paso County",209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1197,1200,1262.5,1287,1295,1295,1312.5,1242.5,1250,1217.5,1235,1200,1200,1249,1262.5,1312.5,1300,1350,1450,1395,1350,1300,1300,1275
"02140","Cambridge","MA","Boston-Cambridge-Newton","Middlesex County",210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,4500,4625,4400,4400,4400,4400,4000,3999,3800,3999.5,3800,3800,4200,4500,4500,4475,4200,4100,4000,4500,4350,4350,4325,4300
"02134","Boston","MA","Boston-Cambridge-Newton","Suffolk County",211,,2600,2800,2800,2800,2700,2675,2650,2750,2600,2600,2800,3000,2997,3000,2900,2900,2800,2800,2800,2800,2800,2800,2900,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3200,3200,3200,3200,3200,3200,3200,3200,3200,3000,3000,3200,3300,3400,3300,3300,3200,3200,3200,3167.5,3100,3100,3200,3400,3500,3500,3500,3500,3500,3400,3400,3300,3300,3200,3100,3500,3600,3600,3600,3600,3600,3500,3500,3500,3450,3200,3550,3750,3800,3800,3800,3800,3700,3700,3600,3600,3550,3500,3700,3800,3800
"33547","Riverview","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997.5,2200,2200,2225,2150,2109.5,2200,2100,2150,2000,1990,2097.5,2042.5,2040,2075,2150,2230,2300,2225,2277.5,2195,2050,2112.5,2097.5,2075
"29403","Charleston","SC","Charleston-North Charleston","Charleston County",213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3350,3300,3200,2825,2950,2975,3000,2900,2450,2830,3000,3200
"02121","Boston","MA","Boston-Cambridge-Newton","Suffolk County",214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2400,2400,2400,2450,2400,2500,2525,2575,2575,2537.5,2550,2550,2550,2597.5,2625,2600,2600,2637.5,2550,2600,2525,2550
"33569","Riverview","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County",215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1597,1649,1670,1695,1675,1680,1667.5,1687.5,1670,1617.5,1630,1667.5,1695,1735,1745,1695,1725,1725,1695,1685,1695,1712.5,1700,1711
"95377","Tracy","CA","Stockton-Lodi","San Joaquin County",216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347.5,2400,2400,2375,2400,2497.5,2495,2400,2377.5,2325,2337.5,2395
"33897","Davenport","FL","Lakeland-Winter Haven","Polk County",217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600,1595,1569.5,1500,1575,1605,1650,1600,1665,1625,1600,1650,1700,1650,1700,1675,1650,1725,1750,1700,1650,1700,1600,1650,1645
"02122","Boston","MA","Boston-Cambridge-Newton","Suffolk County",218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2772.5,2795,2795,2700,2700,2725,2750,2800,2950,2950,2650,2600
"78261","San Antonio","TX","San Antonio-New Braunfels","Bexar County",219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2196.5,2194,2087.5,2100,2100,2100,2095,2095,2000,1972.5,1850,1837.5,1837.5,1800,1947.5,2000,2095,2095,2043,2000,2000,2000,1937.5,1882.5,2147
"02445","Brookline","MA","Boston-Cambridge-Newton","Norfolk County",220,,,,,,,,,,,,,,3100,3200,3200,3200,3200,3200,3150,3100,3100,3100,3100,3197,3200,3250,3275,3200,3300,3400,3225,3300,3200,3200,3200,3200,3400,3400,3425,3500,3600,3800,3600,3497.5,3395,3300,3300,3460,3600,3547.5,3600,3600,3600,3500,3400,3400,3400,3400,3400,3450,3750,3800,3800,3800,3750,3650,3600,3650,3450,3600,3400,3800,3800,3800,3875,4000,4000,3950,3900,3875,3800,3800,3800,3975,4000,3900,3900,3900,3800,3600,3725,3725,3750,3800,3900,4000
"33185","Kendall West","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County",221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2537.5,2400,2500,2500,2525,2500,2514.5,2550,2557.5,2600,2600,2590,2500,2537.5,2600,2665,2625,2612.5,2650,2600,2590,2590,2600,2600,2600,2600,2520,2499,2500,2585
"11968","Southampton","NY","New York-Newark-Jersey City","Suffolk County",222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35000,35000,35000,35000,35000,30000,30000,30000,34000,30000,30000,30000,30000,31000
"33327","Weston","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County",223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,3000,3025,3000,3200,3100,3000,3000,2900,3000,3100,3050,3050,3000,3000,3200,3200,3200,3200,3200,3200,3200,3200,3200,3200
"11963","Sag Harbor","NY","New York-Newark-Jersey City","Suffolk County",224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45000,40000,44000,40000,40000,40000,40000,40000,36000,39000,40000,38000,37250,37000,36000,35000,35000,30000,30000,30000,30000,30000,35000,32000,34500,35000
"02120","Boston","MA","Boston-Cambridge-Newton","Suffolk County",225,,,,,,,,,,,,3500,3400,3400,3400,3250,3250,3300,3300,3400,3400,3400,3400,3450,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600,3775,3800,3800,3800,3800,3900,3900,3800,3800,3800,3700,3800,3900,4000,4000,4000,4000,3950,3950,3900,3900,3700,3600,3600,3750,4000,4100,4100,4000,4000,4000,3900,3800,3700,3600,3500,3600,3995,4200,4200,4200,4000,4000,3999.5,3900,3800,3800,3900,4000,4200,4200,4200,4100,4000,4000,4000,4000,3950,3800,3888,4000,4100,4200
"95391","Tracy","CA","Stockton-Lodi","San Joaquin County",226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2690,2700,2697.5,2675,2587.5,2600,2600,2600,2600,2625,2650,2700,2700,2700,2725,2700,2697.5,2672.5,2550,2599,2670.5
"81611","Aspen","CO","Glenwood Springs","Pitkin County",227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000,35000,40000,40000,40000,40000,45000,45000,50000,50000,45000,50000,45000,45000,45000,45000,45000,45000,45000,45000,45000,45000
"11978","Westhampton Beach","NY","New York-Newark-Jersey City","Suffolk County",228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,30000,30000,28000,25000,29000,28000,30000,29000,28000,26250,26000
"11976","Water Mill","NY","New York-Newark-Jersey City","Suffolk County",229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,50000,50000,49000,50000,50000,49250,45000,45000,50000,49750,49750,50000,50000,49500,50000,45000,40000,42250,42000,45000,40000,45000,45000,45000
"11977","Westhampton","NY","New York-Newark-Jersey City","Suffolk County",230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30000,29000,25000,25500,25000,21500,20000,21250,22750,22750,25000,25000,24400,24500
"11932","Bridgehampton","NY","New York-Newark-Jersey City","Suffolk County",231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,45000,45000,50000,50000,50000,50000,46500,50000,50000,49000,45000,45000,40000,40000,44500,40000,45000,40000
