"","Latitude","Longitude","Location"
"18370",41.892667777,-87.616210158,"(41.892667777, -87.616210158)"
"18575",41.88993496,-87.637696349,"(41.88993496, -87.637696349)"
"18594",41.772867731,-87.572810457,"(41.772867731, -87.572810457)"
"18707",41.720099902,-87.643179411,"(41.720099902, -87.643179411)"
"18708",41.765568102,-87.582434416,"(41.765568102, -87.582434416)"
"18761",41.773585263,-87.622729259,"(41.773585263, -87.622729259)"
"18961",41.71441292,-87.618810445,"(41.71441292, -87.618810445)"
"19296",41.91889847,-87.734754911,"(41.91889847, -87.734754911)"
"19531",41.91748779,-87.697459889,"(41.91748779, -87.697459889)"
"19635",41.856051578,-87.628218813,"(41.856051578, -87.628218813)"
"20204",41.811361879,-87.605878541,"(41.811361879, -87.605878541)"
"20335",41.665417687,-87.623129402,"(41.665417687, -87.623129402)"
"20511",41.978495324,-87.689251423,"(41.978495324, -87.689251423)"
"20654",41.899838477,-87.73188417,"(41.899838477, -87.73188417)"
"20662",41.82157565,-87.618489802,"(41.82157565, -87.618489802)"
"21193",41.909974921,-87.718269416,"(41.909974921, -87.718269416)"
"21207",41.86700087,-87.730848346,"(41.86700087, -87.730848346)"
"21279",41.863665633,-87.70205743,"(41.863665633, -87.70205743)"
"21426",NA,NA,""
"21559",41.863642218,-87.627331436,"(41.863642218, -87.627331436)"
"21566",41.727212669,-87.593695476,"(41.727212669, -87.593695476)"
"21886",41.893700397,-87.755554676,"(41.893700397, -87.755554676)"
"22003",41.772960615,-87.674954242,"(41.772960615, -87.674954242)"
"22557",41.983005013,-87.664938537,"(41.983005013, -87.664938537)"
"22561",41.899472986,-87.752035135,"(41.899472986, -87.752035135)"
"22812",41.972908558,-87.650852959,"(41.972908558, -87.650852959)"
"22989",41.678954385,-87.621615172,"(41.678954385, -87.621615172)"
"23412",41.751692798,-87.650130303,"(41.751692798, -87.650130303)"
"23593",41.828312991,-87.626497936,"(41.828312991, -87.626497936)"
"23645",41.976290414,-87.905227221,"(41.976290414, -87.905227221)"
"23747",41.876295595,-87.63175265,"(41.876295595, -87.63175265)"
"23954",41.685452382,-87.610527628,"(41.685452382, -87.610527628)"
"24049",41.754635641,-87.55088962,"(41.754635641, -87.55088962)"
"24340",41.864063293,-87.659042047,"(41.864063293, -87.659042047)"
"24772",41.895919443,-87.726099235,"(41.895919443, -87.726099235)"
"24785",41.776183684,-87.603401956,"(41.776183684, -87.603401956)"
"25401",41.797078106,-87.592595628,"(41.797078106, -87.592595628)"
"25500",41.850533452,-87.701393758,"(41.850533452, -87.701393758)"
"25521",41.748515858,-87.664756347,"(41.748515858, -87.664756347)"
"25581",41.760826191,-87.685729607,"(41.760826191, -87.685729607)"
"25638",41.657299128,-87.615932737,"(41.657299128, -87.615932737)"
"25770",41.767836987,-87.590355138,"(41.767836987, -87.590355138)"
"25822",41.907113282,-87.68836773,"(41.907113282, -87.68836773)"
"25859",NA,NA,""
"26196",41.924060749,-87.657205404,"(41.924060749, -87.657205404)"
"26249",41.868777059,-87.683649921,"(41.868777059, -87.683649921)"
"26852",41.915562185,-87.746050965,"(41.915562185, -87.746050965)"
"26942",41.862218265,-87.639087164,"(41.862218265, -87.639087164)"
"27029",41.771154092,-87.611765829,"(41.771154092, -87.611765829)"
"27071",41.833398138,-87.682694174,"(41.833398138, -87.682694174)"
"27241",41.811361879,-87.605878541,"(41.811361879, -87.605878541)"
"27264",41.76581596,-87.60907281,"(41.76581596, -87.60907281)"
"27486",42.017056516,-87.690198286,"(42.017056516, -87.690198286)"
"27684",41.736029804,-87.646702072,"(41.736029804, -87.646702072)"
"27719",41.807916425,-87.689312333,"(41.807916425, -87.689312333)"
"27727",41.915607045,-87.702761955,"(41.915607045, -87.702761955)"
"28481",41.966828983,-87.770558706,"(41.966828983, -87.770558706)"
"28591",41.995079675,-87.670179422,"(41.995079675, -87.670179422)"
"28639",41.87692244,-87.738958222,"(41.87692244, -87.738958222)"
"28688",41.913171679,-87.754644303,"(41.913171679, -87.754644303)"
"28784",41.744451541,-87.643860424,"(41.744451541, -87.643860424)"
"28816",41.89753369,-87.627343939,"(41.89753369, -87.627343939)"
"28817",41.852089006,-87.623784345,"(41.852089006, -87.623784345)"
"28829",41.981106764,-87.837760614,"(41.981106764, -87.837760614)"
"29054",41.779295906,-87.644774188,"(41.779295906, -87.644774188)"
"29080",41.769686115,-87.71383775,"(41.769686115, -87.71383775)"
"29503",41.753092687,-87.566256674,"(41.753092687, -87.566256674)"
"29515",41.999742008,-87.685063924,"(41.999742008, -87.685063924)"
"30182",41.900870422,-87.624184899,"(41.900870422, -87.624184899)"
"30285",41.828822656,-87.614435488,"(41.828822656, -87.614435488)"
"30380",41.845356153,-87.717259197,"(41.845356153, -87.717259197)"
"30698",41.964079045,-87.72946396,"(41.964079045, -87.72946396)"
"30721",41.995376421,-87.7154944,"(41.995376421, -87.7154944)"
"30743",41.964921918,-87.685247899,"(41.964921918, -87.685247899)"
"31155",41.780667871,-87.664250148,"(41.780667871, -87.664250148)"
"31299",41.858966525,-87.715509718,"(41.858966525, -87.715509718)"
"31494",41.969298862,-87.720721729,"(41.969298862, -87.720721729)"
"31535",41.727733553,-87.659183697,"(41.727733553, -87.659183697)"
"31762",41.876914292,-87.62792343,"(41.876914292, -87.62792343)"
"31810",41.899265621,-87.733590234,"(41.899265621, -87.733590234)"
"31935",41.769345721,-87.57638585,"(41.769345721, -87.57638585)"
"32895",41.886393351,-87.765080772,"(41.886393351, -87.765080772)"
"32921",41.89001235,-87.631922095,"(41.89001235, -87.631922095)"
"33052",41.729171506,-87.55456177,"(41.729171506, -87.55456177)"
"33633",41.877268465,-87.711536692,"(41.877268465, -87.711536692)"
"33684",41.894821547,-87.632133928,"(41.894821547, -87.632133928)"
"33888",41.876858459,-87.723096164,"(41.876858459, -87.723096164)"
"33898",41.889179438,-87.633040334,"(41.889179438, -87.633040334)"
"33990",41.658349524,-87.615822275,"(41.658349524, -87.615822275)"
"34697",41.763619486,-87.56538722,"(41.763619486, -87.56538722)"
"35034",41.895002822,-87.621454706,"(41.895002822, -87.621454706)"
"35109",41.937861148,-87.64744112,"(41.937861148, -87.64744112)"
"35291",41.866549844,-87.772936938,"(41.866549844, -87.772936938)"
"35548",41.753208408,-87.730172879,"(41.753208408, -87.730172879)"
"35757",41.949390691,-87.658275881,"(41.949390691, -87.658275881)"
"35773",41.882032582,-87.656701243,"(41.882032582, -87.656701243)"
"36117",41.776894106,-87.775162616,"(41.776894106, -87.775162616)"
"36437",41.958791044,-87.756158289,"(41.958791044, -87.756158289)"
"36612",41.880486258,-87.725665179,"(41.880486258, -87.725665179)"
"36683",41.758269364,-87.563933646,"(41.758269364, -87.563933646)"
"36819",41.891064076,-87.616918567,"(41.891064076, -87.616918567)"
"36964",41.734523392,-87.609622322,"(41.734523392, -87.609622322)"
"37128",41.687396966,-87.7031063,"(41.687396966, -87.7031063)"
"37190",41.953516372,-87.738890469,"(41.953516372, -87.738890469)"
"37856",41.798790264,-87.689058976,"(41.798790264, -87.689058976)"
"38321",41.682696383,-87.644831259,"(41.682696383, -87.644831259)"
"38420",41.968944805,-87.708491101,"(41.968944805, -87.708491101)"
"38421",41.983537345,-87.665874544,"(41.983537345, -87.665874544)"
"38534",41.909357955,-87.678168797,"(41.909357955, -87.678168797)"
"38775",42.002478396,-87.66929687,"(42.002478396, -87.66929687)"
"38867",41.854630302,-87.67591226,"(41.854630302, -87.67591226)"
"39084",41.95147011,-87.668977369,"(41.95147011, -87.668977369)"
"39113",41.707203646,-87.606566877,"(41.707203646, -87.606566877)"
"39572",41.88285803,-87.766599362,"(41.88285803, -87.766599362)"
"39582",41.797684416,-87.617677164,"(41.797684416, -87.617677164)"
"39902",41.87765328,-87.748212124,"(41.87765328, -87.748212124)"
"40182",41.761017387,-87.556332011,"(41.761017387, -87.556332011)"
"40203",41.750722463,-87.611276411,"(41.750722463, -87.611276411)"
"40380",41.867743811,-87.699605209,"(41.867743811, -87.699605209)"
"40394",41.780845308,-87.659393962,"(41.780845308, -87.659393962)"
"41034",41.927368055,-87.704626867,"(41.927368055, -87.704626867)"
"41249",NA,NA,""
"41262",41.862218265,-87.639087164,"(41.862218265, -87.639087164)"
"41888",41.912476113,-87.706815747,"(41.912476113, -87.706815747)"
"41907",41.750940757,-87.625185222,"(41.750940757, -87.625185222)"
"42027",41.939708753,-87.834876226,"(41.939708753, -87.834876226)"
"42051",41.67317243,-87.65759375,"(41.67317243, -87.65759375)"
"42189",41.95373476,-87.719378212,"(41.95373476, -87.719378212)"
"42368",41.856143454,-87.650693605,"(41.856143454, -87.650693605)"
"42585",41.886060526,-87.736262425,"(41.886060526, -87.736262425)"
"42619",41.910679964,-87.710084665,"(41.910679964, -87.710084665)"
"42895",41.997011681,-87.657026032,"(41.997011681, -87.657026032)"
"43329",NA,NA,""
"43339",41.872554979,-87.724036657,"(41.872554979, -87.724036657)"
"43378",41.872554979,-87.724036657,"(41.872554979, -87.724036657)"
"43380",41.872554979,-87.724036657,"(41.872554979, -87.724036657)"
"43407",41.816056658,-87.607942095,"(41.816056658, -87.607942095)"
"43470",41.776556741,-87.687232157,"(41.776556741, -87.687232157)"
"43490",41.712930476,-87.538899017,"(41.712930476, -87.538899017)"
"43529",41.857785739,-87.666313802,"(41.857785739, -87.666313802)"
"43564",41.760277756,-87.684345991,"(41.760277756, -87.684345991)"
"43976",41.963778019,-87.725462662,"(41.963778019, -87.725462662)"
"44064",41.794754157,-87.690170227,"(41.794754157, -87.690170227)"
"44891",41.896561044,-87.636584978,"(41.896561044, -87.636584978)"
"44930",41.807620586,-87.673451415,"(41.807620586, -87.673451415)"
"45073",41.733473126,-87.649634636,"(41.733473126, -87.649634636)"
"45179",41.75740583,-87.64177196,"(41.75740583, -87.64177196)"
"45330",41.801040034,-87.651407142,"(41.801040034, -87.651407142)"
"45665",41.770397427,-87.614952576,"(41.770397427, -87.614952576)"
"46186",41.844779421,-87.688678533,"(41.844779421, -87.688678533)"
"46563",41.893147335,-87.72601898,"(41.893147335, -87.72601898)"
"47028",41.885393253,-87.663547848,"(41.885393253, -87.663547848)"
"47379",41.985946872,-87.696819556,"(41.985946872, -87.696819556)"
"47402",41.802842875,-87.596714044,"(41.802842875, -87.596714044)"
"47640",41.774994958,-87.684747558,"(41.774994958, -87.684747558)"
"47679",41.901931351,-87.710592186,"(41.901931351, -87.710592186)"
"48032",41.72909273,-87.571879931,"(41.72909273, -87.571879931)"
"48036",41.884099198,-87.675151205,"(41.884099198, -87.675151205)"
"48685",41.942250183,-87.643034758,"(41.942250183, -87.643034758)"
"48809",41.885702079,-87.642031644,"(41.885702079, -87.642031644)"
"48849",41.749610107,-87.562556545,"(41.749610107, -87.562556545)"
"49195",41.932736608,-87.678752821,"(41.932736608, -87.678752821)"
"49297",41.802005791,-87.596701626,"(41.802005791, -87.596701626)"
"49303",NA,NA,""
"49406",41.942384015,-87.649348099,"(41.942384015, -87.649348099)"
"49442",41.89732857,-87.657098109,"(41.89732857, -87.657098109)"
"49469",41.95300882,-87.77952543,"(41.95300882, -87.77952543)"
"49529",41.758915721,-87.572806618,"(41.758915721, -87.572806618)"
"49711",41.812838049,-87.705377647,"(41.812838049, -87.705377647)"
"50162",41.684232725,-87.646125493,"(41.684232725, -87.646125493)"
"50189",41.883627156,-87.726983152,"(41.883627156, -87.726983152)"
"50475",41.756430631,-87.561470724,"(41.756430631, -87.561470724)"
"50835",41.699436665,-87.603450272,"(41.699436665, -87.603450272)"
"50927",41.808147803,-87.664961971,"(41.808147803, -87.664961971)"
"51058",41.883389863,-87.698807971,"(41.883389863, -87.698807971)"
"51145",41.962734421,-87.651082883,"(41.962734421, -87.651082883)"
"51163",41.880779076,-87.721377025,"(41.880779076, -87.721377025)"
"51266",42.022534349,-87.673357342,"(42.022534349, -87.673357342)"
"51657",41.800789081,-87.673279451,"(41.800789081, -87.673279451)"
"52468",41.843795034,-87.724533469,"(41.843795034, -87.724533469)"
"52525",41.899377644,-87.758170246,"(41.899377644, -87.758170246)"
"52791",41.943578827,-87.733472858,"(41.943578827, -87.733472858)"
"52814",41.793436846,-87.654857841,"(41.793436846, -87.654857841)"
"53039",41.895949185,-87.712670456,"(41.895949185, -87.712670456)"
"53041",41.910679964,-87.710084665,"(41.910679964, -87.710084665)"
"53504",41.947312846,-87.648005158,"(41.947312846, -87.648005158)"
"53513",41.823320055,-87.623203203,"(41.823320055, -87.623203203)"
"53543",41.831103159,-87.617514186,"(41.831103159, -87.617514186)"
"53624",41.875876089,-87.71083785,"(41.875876089, -87.71083785)"
"54275",41.891947999,-87.625370741,"(41.891947999, -87.625370741)"
"54726",41.876858459,-87.723096164,"(41.876858459, -87.723096164)"
"54762",41.823125769,-87.602725951,"(41.823125769, -87.602725951)"
"54787",41.880228616,-87.765957945,"(41.880228616, -87.765957945)"
"54910",41.939338616,-87.654085268,"(41.939338616, -87.654085268)"
"55124",41.879674276,-87.703816712,"(41.879674276, -87.703816712)"
"55209",41.898040875,-87.725087394,"(41.898040875, -87.725087394)"
"55211",41.895003278,-87.62152816,"(41.895003278, -87.62152816)"
"55379",41.807798396,-87.668593214,"(41.807798396, -87.668593214)"
"55395",41.913435906,-87.7619238,"(41.913435906, -87.7619238)"
"55585",41.782408986,-87.65092995,"(41.782408986, -87.65092995)"
"55595",41.707628425,-87.537704484,"(41.707628425, -87.537704484)"
"55667",41.902079895,-87.687797591,"(41.902079895, -87.687797591)"
"55748",41.931257077,-87.710248219,"(41.931257077, -87.710248219)"
"56034",41.694512526,-87.663239834,"(41.694512526, -87.663239834)"
"56633",41.964313223,-87.661001082,"(41.964313223, -87.661001082)"
"56728",41.90317204,-87.628960576,"(41.90317204, -87.628960576)"
"56847",41.874077392,-87.674225948,"(41.874077392, -87.674225948)"
"56859",41.966012124,-87.65963743,"(41.966012124, -87.65963743)"
"56895",41.675713377,-87.627408759,"(41.675713377, -87.627408759)"
"57046",41.788008141,-87.632826115,"(41.788008141, -87.632826115)"
"57250",NA,NA,""
"57364",42.004044032,-87.668125318,"(42.004044032, -87.668125318)"
"57657",41.975539249,-87.801678916,"(41.975539249, -87.801678916)"
"57845",41.751011083,-87.54456437,"(41.751011083, -87.54456437)"
"58102",41.788008141,-87.632826115,"(41.788008141, -87.632826115)"
"58338",41.761504338,-87.610327186,"(41.761504338, -87.610327186)"
"58406",41.959922564,-87.649859134,"(41.959922564, -87.649859134)"
"58537",41.908886162,-87.693291067,"(41.908886162, -87.693291067)"
"58680",41.750870228,-87.556516695,"(41.750870228, -87.556516695)"
"58720",41.655682504,-87.596808838,"(41.655682504, -87.596808838)"
"58806",41.799580127,-87.619346782,"(41.799580127, -87.619346782)"
"58878",41.849072287,-87.705173886,"(41.849072287, -87.705173886)"
"59349",41.902673873,-87.769315121,"(41.902673873, -87.769315121)"
"59606",41.775167627,-87.677457613,"(41.775167627, -87.677457613)"
"59611",41.938288731,-87.712451189,"(41.938288731, -87.712451189)"
"59715",41.89658837,-87.634759184,"(41.89658837, -87.634759184)"
"59827",41.873078355,-87.729083936,"(41.873078355, -87.729083936)"
"60026",41.921079951,-87.697453621,"(41.921079951, -87.697453621)"
"60342",41.860081952,-87.709144569,"(41.860081952, -87.709144569)"
"60375",41.868541914,-87.639235361,"(41.868541914, -87.639235361)"
"60457",41.751388675,-87.664675231,"(41.751388675, -87.664675231)"
"60581",41.655172319,-87.617262702,"(41.655172319, -87.617262702)"
"60852",41.917877489,-87.713523554,"(41.917877489, -87.713523554)"
"60951",41.956919845,-87.677042154,"(41.956919845, -87.677042154)"
"61061",41.903880009,-87.695636978,"(41.903880009, -87.695636978)"
"61392",41.924365357,-87.663291045,"(41.924365357, -87.663291045)"
"61982",41.865585149,-87.719506417,"(41.865585149, -87.719506417)"
"62001",41.72165754,-87.628972081,"(41.72165754, -87.628972081)"
"62520",41.756109491,-87.583424284,"(41.756109491, -87.583424284)"
"62982",41.750117129,-87.551087417,"(41.750117129, -87.551087417)"
"63110",41.735066205,-87.554146165,"(41.735066205, -87.554146165)"
"63316",41.92763735,-87.765251419,"(41.92763735, -87.765251419)"
"63643",41.883057686,-87.751104303,"(41.883057686, -87.751104303)"
"63964",41.775722112,-87.615512733,"(41.775722112, -87.615512733)"
"64336",41.899010802,-87.759444459,"(41.899010802, -87.759444459)"
"64857",41.692532002,-87.612154585,"(41.692532002, -87.612154585)"
"65027",41.700817729,-87.646293155,"(41.700817729, -87.646293155)"
"65502",41.936037725,-87.721514265,"(41.936037725, -87.721514265)"
"65663",41.694023575,-87.655207948,"(41.694023575, -87.655207948)"
"65671",41.97043926,-87.650011483,"(41.97043926, -87.650011483)"
"65952",NA,NA,""
"66624",41.943672,-87.645831358,"(41.943672, -87.645831358)"
"66920",41.743738126,-87.619166967,"(41.743738126, -87.619166967)"
"67013",41.77688478,-87.665414994,"(41.77688478, -87.665414994)"
"68117",41.926048721,-87.749982304,"(41.926048721, -87.749982304)"
"69050",41.69146897,-87.635104737,"(41.69146897, -87.635104737)"
"69237",41.872429745,-87.654254407,"(41.872429745, -87.654254407)"
"69258",41.895386182,-87.767847616,"(41.895386182, -87.767847616)"
"69271",41.872816032,-87.702250117,"(41.872816032, -87.702250117)"
"69858",41.695313622,-87.620772103,"(41.695313622, -87.620772103)"
"70132",42.01947578,-87.68366749,"(42.01947578, -87.68366749)"
"70134",41.894821547,-87.632133928,"(41.894821547, -87.632133928)"
"70144",41.808147803,-87.664961971,"(41.808147803, -87.664961971)"
"70430",41.872554979,-87.724036657,"(41.872554979, -87.724036657)"
"70442",41.80993288,-87.613843427,"(41.80993288, -87.613843427)"
"70452",41.861717546,-87.721386272,"(41.861717546, -87.721386272)"
"70454",41.753327942,-87.647749132,"(41.753327942, -87.647749132)"
"70555",41.892559086,-87.623450463,"(41.892559086, -87.623450463)"
"71160",41.891949807,-87.760532374,"(41.891949807, -87.760532374)"
"71319",41.999699467,-87.688717564,"(41.999699467, -87.688717564)"
"71507",41.969248216,-87.786790703,"(41.969248216, -87.786790703)"
"71778",41.920614966,-87.775910739,"(41.920614966, -87.775910739)"
"71896",41.941462769,-87.719918648,"(41.941462769, -87.719918648)"
"72140",42.005637434,-87.673186156,"(42.005637434, -87.673186156)"
"72201",41.872059817,-87.687167147,"(41.872059817, -87.687167147)"
"72270",41.850490154,-87.729564506,"(41.850490154, -87.729564506)"
"72351",41.766161865,-87.562692028,"(41.766161865, -87.562692028)"
"72412",41.779176188,-87.689434991,"(41.779176188, -87.689434991)"
"72766",41.757630995,-87.585708249,"(41.757630995, -87.585708249)"
"72839",41.880081938,-87.672339218,"(41.880081938, -87.672339218)"
"72861",41.899324589,-87.692681304,"(41.899324589, -87.692681304)"
"72891",41.740918989,-87.631967753,"(41.740918989, -87.631967753)"
"73274",41.911367051,-87.626401638,"(41.911367051, -87.626401638)"
"73359",41.779750648,-87.602873881,"(41.779750648, -87.602873881)"
"73510",41.950799957,-87.674116229,"(41.950799957, -87.674116229)"
"73511",41.859889944,-87.728653801,"(41.859889944, -87.728653801)"
"74004",41.967731799,-87.692547922,"(41.967731799, -87.692547922)"
"74056",41.750712612,-87.571089429,"(41.750712612, -87.571089429)"
"74085",41.862842099,-87.702010464,"(41.862842099, -87.702010464)"
"74170",41.88574102,-87.62991594,"(41.88574102, -87.62991594)"
"74725",41.876887897,-87.696177112,"(41.876887897, -87.696177112)"
"74766",41.886132026,-87.769967437,"(41.886132026, -87.769967437)"
"74893",41.851031045,-87.70155403,"(41.851031045, -87.70155403)"
"74907",41.895397236,-87.722842583,"(41.895397236, -87.722842583)"
"74923",41.923576008,-87.652727532,"(41.923576008, -87.652727532)"
"75001",41.880870878,-87.763209173,"(41.880870878, -87.763209173)"
"75185",41.777873967,-87.615565728,"(41.777873967, -87.615565728)"
"75379",NA,NA,""
"75392",41.743906348,-87.6997911,"(41.743906348, -87.6997911)"
"75585",41.974432325,-87.701310455,"(41.974432325, -87.701310455)"
"75891",41.96538061,-87.659110921,"(41.96538061, -87.659110921)"
"76028",41.923497677,-87.724294481,"(41.923497677, -87.724294481)"
"76439",41.906423105,-87.763323532,"(41.906423105, -87.763323532)"
"76479",41.785856544,-87.657086458,"(41.785856544, -87.657086458)"
"76814",41.902614327,-87.637408128,"(41.902614327, -87.637408128)"
"76953",41.732599207,-87.585555292,"(41.732599207, -87.585555292)"
"76954",41.728926721,-87.602955362,"(41.728926721, -87.602955362)"
"77055",41.932892097,-87.640250708,"(41.932892097, -87.640250708)"
"77366",41.784755925,-87.77054045,"(41.784755925, -87.77054045)"
"77637",41.750538141,-87.634278086,"(41.750538141, -87.634278086)"
"77887",41.888131743,-87.629548167,"(41.888131743, -87.629548167)"
"78014",41.973855823,-87.676342433,"(41.973855823, -87.676342433)"
"78923",41.947724399,-87.646155414,"(41.947724399, -87.646155414)"
"79041",41.78388921,-87.688647186,"(41.78388921, -87.688647186)"
"79078",41.86293833,-87.691154043,"(41.86293833, -87.691154043)"
"79098",41.965489571,-87.650615926,"(41.965489571, -87.650615926)"
"79261",41.988719229,-87.668384208,"(41.988719229, -87.668384208)"
"79319",41.78536627,-87.702103776,"(41.78536627, -87.702103776)"
"79466",41.784639447,-87.641644377,"(41.784639447, -87.641644377)"
"79469",41.920581876,-87.65223391,"(41.920581876, -87.65223391)"
"79808",41.931594968,-87.775980527,"(41.931594968, -87.775980527)"
"80016",42.008321082,-87.661803607,"(42.008321082, -87.661803607)"
"80165",41.881556538,-87.627758535,"(41.881556538, -87.627758535)"
"80223",41.761490958,-87.615194874,"(41.761490958, -87.615194874)"
"80266",41.739625758,-87.586994368,"(41.739625758, -87.586994368)"
