"","Latitude","Longitude","Location"
"121025",41.869824877,-87.724117657,"(41.869824877, -87.724117657)"
"124649",41.768286371,-87.686424382,"(41.768286371, -87.686424382)"
"124771",41.880894745,-87.752636861,"(41.880894745, -87.752636861)"
"125985",41.886815035,-87.726806109,"(41.886815035, -87.726806109)"
"127282",41.751065032,-87.682873958,"(41.751065032, -87.682873958)"
"127854",41.775191608,-87.645884924,"(41.775191608, -87.645884924)"
"129820",41.867099694,-87.723574471,"(41.867099694, -87.723574471)"
"130407",41.738819886,-87.649775783,"(41.738819886, -87.649775783)"
"130508",41.768286639,-87.686472033,"(41.768286639, -87.686472033)"
"131639",41.894445595,-87.710183758,"(41.894445595, -87.710183758)"
"132358",41.895955585,-87.719990688,"(41.895955585, -87.719990688)"
"133175",41.867102048,-87.723501022,"(41.867102048, -87.723501022)"
"134134",41.889131636,-87.722233828,"(41.889131636, -87.722233828)"
"134271",41.87529222,-87.72374996,"(41.87529222, -87.72374996)"
"134778",41.859969423,-87.709141993,"(41.859969423, -87.709141993)"
"135330",41.757548256,-87.634469566,"(41.757548256, -87.634469566)"
"136789",41.880922186,-87.752636613,"(41.880922186, -87.752636613)"
"139512",41.789827555,-87.654763892,"(41.789827555, -87.654763892)"
"140801",41.760480866,-87.655828204,"(41.760480866, -87.655828204)"
"140923",41.877107968,-87.724088882,"(41.877107968, -87.724088882)"
"140977",41.776499057,-87.689667076,"(41.776499057, -87.689667076)"
"143481",41.789827555,-87.654763892,"(41.789827555, -87.654763892)"
"144211",41.880482282,-87.70203515,"(41.880482282, -87.70203515)"
"144548",41.778656405,-87.684846319,"(41.778656405, -87.684846319)"
"145042",41.867099577,-87.723552444,"(41.867099577, -87.723552444)"
"145067",41.754416604,-87.635306156,"(41.754416604, -87.635306156)"
"145636",41.876218655,-87.708730543,"(41.876218655, -87.708730543)"
"145994",41.892329337,-87.742282525,"(41.892329337, -87.742282525)"
"146401",41.780581683,-87.653310489,"(41.780581683, -87.653310489)"
"147201",41.896215926,-87.716337217,"(41.896215926, -87.716337217)"
"148889",41.758052195,-87.636109738,"(41.758052195, -87.636109738)"
"149466",41.768286639,-87.686472033,"(41.768286639, -87.686472033)"
"149930",41.867102048,-87.723501022,"(41.867102048, -87.723501022)"
"150825",41.693482951,-87.624288995,"(41.693482951, -87.624288995)"
"150974",41.885387895,-87.706845438,"(41.885387895, -87.706845438)"
"152126",41.882247914,-87.752687037,"(41.882247914, -87.752687037)"
"152400",41.891101561,-87.764341225,"(41.891101561, -87.764341225)"
"153108",41.776424945,-87.689664151,"(41.776424945, -87.689664151)"
"153675",41.780760731,-87.661822015,"(41.780760731, -87.661822015)"
"153690",41.751065032,-87.682873958,"(41.751065032, -87.682873958)"
"154489",41.777159603,-87.661716601,"(41.777159603, -87.661716601)"
"156520",41.901270563,-87.761896363,"(41.901270563, -87.761896363)"
"157664",41.751065032,-87.682873958,"(41.751065032, -87.682873958)"
"158671",41.878560968,-87.748082667,"(41.878560968, -87.748082667)"
"159207",41.899805698,-87.722554488,"(41.899805698, -87.722554488)"
"160498",41.733551299,-87.604749489,"(41.733551299, -87.604749489)"
"162562",41.902741192,-87.718283745,"(41.902741192, -87.718283745)"
"162780",41.877107968,-87.724088882,"(41.877107968, -87.724088882)"
"165288",41.894285768,-87.718717474,"(41.894285768, -87.718717474)"
"165354",41.76200692,-87.684390878,"(41.76200692, -87.684390878)"
"165385",41.765970227,-87.666275989,"(41.765970227, -87.666275989)"
"165942",41.880230942,-87.765873466,"(41.880230942, -87.765873466)"
"166036",41.767525807,-87.674284012,"(41.767525807, -87.674284012)"
"169758",41.734747817,-87.554139022,"(41.734747817, -87.554139022)"
"171163",41.895923306,-87.717548451,"(41.895923306, -87.717548451)"
"171814",41.876218655,-87.708730543,"(41.876218655, -87.708730543)"
"173219",41.872746175,-87.709050742,"(41.872746175, -87.709050742)"
"174098",41.898920972,-87.774053485,"(41.898920972, -87.774053485)"
"174672",41.88005957,-87.753540414,"(41.88005957, -87.753540414)"
"179453",41.880051337,-87.753540489,"(41.880051337, -87.753540489)"
"180433",41.894655328,-87.71141215,"(41.894655328, -87.71141215)"
"182372",41.879749464,-87.72645064,"(41.879749464, -87.72645064)"
"182395",41.897691787,-87.728616886,"(41.897691787, -87.728616886)"
"182633",41.894532913,-87.712625401,"(41.894532913, -87.712625401)"
"183107",41.872557197,-87.723937501,"(41.872557197, -87.723937501)"
"183947",41.74769157,-87.664585338,"(41.74769157, -87.664585338)"
"184062",41.751065032,-87.682873958,"(41.751065032, -87.682873958)"
"184736",41.875863032,-87.746403542,"(41.875863032, -87.746403542)"
"185451",41.899725792,-87.71889305,"(41.899725792, -87.71889305)"
"185939",41.908229535,-87.75468894,"(41.908229535, -87.75468894)"
"187008",41.890551663,-87.723502064,"(41.890551663, -87.723502064)"
"187484",41.892631953,-87.713789724,"(41.892631953, -87.713789724)"
"187511",41.872557197,-87.723937501,"(41.872557197, -87.723937501)"
"187673",41.782361812,-87.687390207,"(41.782361812, -87.687390207)"
"190801",41.770172698,-87.628291299,"(41.770172698, -87.628291299)"
"191515",41.735380901,-87.638732821,"(41.735380901, -87.638732821)"
"192650",41.861827331,-87.721388897,"(41.861827331, -87.721388897)"
"193010",41.87529222,-87.72374996,"(41.87529222, -87.72374996)"
"193644",41.867727347,-87.699605371,"(41.867727347, -87.699605371)"
"193781",41.865743987,-87.72150207,"(41.865743987, -87.72150207)"
"194243",41.867101912,-87.723475324,"(41.867101912, -87.723475324)"
"194283",41.783739657,-87.68742771,"(41.783739657, -87.68742771)"
"194730",41.860058315,-87.729881983,"(41.860058315, -87.729881983)"
"194928",41.792018262,-87.684829002,"(41.792018262, -87.684829002)"
"196007",41.876203585,-87.709997485,"(41.876203585, -87.709997485)"
"197154",41.898073026,-87.724940164,"(41.898073026, -87.724940164)"
"197176",41.772410563,-87.583839318,"(41.772410563, -87.583839318)"
"199179",41.766252855,-87.648084406,"(41.766252855, -87.648084406)"
"199192",41.872587828,-87.721440478,"(41.872587828, -87.721440478)"
"199806",41.864098105,-87.713947792,"(41.864098105, -87.713947792)"
"200386",41.876201319,-87.710085632,"(41.876201319, -87.710085632)"
"200412",41.763768156,-87.565458756,"(41.763768156, -87.565458756)"
"202105",41.863979388,-87.709253509,"(41.863979388, -87.709253509)"
"202264",41.875292084,-87.723724259,"(41.875292084, -87.723724259)"
"203190",41.75760316,-87.634472636,"(41.75760316, -87.634472636)"
"204231",41.747965603,-87.662163891,"(41.747965603, -87.662163891)"
"204247",41.764569155,-87.628341654,"(41.764569155, -87.628341654)"
"204319",41.948795371,-87.71277934,"(41.948795371, -87.71277934)"
"204913",41.876201319,-87.710085632,"(41.876201319, -87.710085632)"
"205323",41.900092556,-87.717688385,"(41.900092556, -87.717688385)"
"206713",41.866437316,-87.77293425,"(41.866437316, -87.77293425)"
"206930",41.863739747,-87.727538208,"(41.863739747, -87.727538208)"
"207010",41.872556651,-87.7238347,"(41.872556651, -87.7238347)"
"207680",41.760451422,-87.65781875,"(41.760451422, -87.65781875)"
"209495",41.888934734,-87.756317452,"(41.888934734, -87.756317452)"
"210777",41.693484859,-87.6241535,"(41.693484859, -87.6241535)"
"211079",41.875289613,-87.723775688,"(41.875289613, -87.723775688)"
"211515",41.79152136,-87.671801382,"(41.79152136, -87.671801382)"
"212084",41.900092556,-87.717688385,"(41.900092556, -87.717688385)"
"212714",41.876201319,-87.710085632,"(41.876201319, -87.710085632)"
"213377",41.876271777,-87.711946588,"(41.876271777, -87.711946588)"
"213472",41.871906402,-87.702016738,"(41.871906402, -87.702016738)"
"214024",41.871908056,-87.701818454,"(41.871908056, -87.701818454)"
"217175",41.816171454,-87.609173392,"(41.816171454, -87.609173392)"
"218199",41.875250729,-87.726797963,"(41.875250729, -87.726797963)"
"218215",41.865650668,-87.721499289,"(41.865650668, -87.721499289)"
"221540",41.693484249,-87.624054648,"(41.693484249, -87.624054648)"
"221680",41.880908579,-87.711765797,"(41.880908579, -87.711765797)"
"223046",41.679859817,-87.622026174,"(41.679859817, -87.622026174)"
"223290",41.725789026,-87.598931983,"(41.725789026, -87.598931983)"
"223710",41.864431411,-87.718265574,"(41.864431411, -87.718265574)"
"225215",41.869860849,-87.721077306,"(41.869860849, -87.721077306)"
"227876",41.699155715,-87.622106517,"(41.699155715, -87.622106517)"
"227973",41.742296108,-87.553948836,"(41.742296108, -87.553948836)"
"229177",41.783411687,-87.643292861,"(41.783411687, -87.643292861)"
"229849",41.894667907,-87.710188943,"(41.894667907, -87.710188943)"
"229936",41.729324897,-87.662874511,"(41.729324897, -87.662874511)"
"230588",41.894426386,-87.710183945,"(41.894426386, -87.710183945)"
"230658",41.845367847,-87.692808835,"(41.845367847, -87.692808835)"
"231333",41.880697968,-87.773242976,"(41.880697968, -87.773242976)"
"231840",41.779304087,-87.67472071,"(41.779304087, -87.67472071)"
"231912",41.769766958,-87.662739492,"(41.769766958, -87.662739492)"
"233901",41.876201319,-87.710085632,"(41.876201319, -87.710085632)"
"234230",41.860338817,-87.707934324,"(41.860338817, -87.707934324)"
"237038",41.876201618,-87.710140707,"(41.876201618, -87.710140707)"
"237154",41.780479458,-87.650880747,"(41.780479458, -87.650880747)"
"238660",41.693484249,-87.624054648,"(41.693484249, -87.624054648)"
"239225",41.750615371,-87.616525456,"(41.750615371, -87.616525456)"
"239914",41.876201518,-87.710122349,"(41.876201518, -87.710122349)"
"241516",41.738895719,-87.650991438,"(41.738895719, -87.650991438)"
"242980",41.865744779,-87.720106979,"(41.865744779, -87.720106979)"
"248123",41.771465802,-87.671277979,"(41.771465802, -87.671277979)"
"248465",41.87205627,-87.687512316,"(41.87205627, -87.687512316)"
"251047",41.875039711,-87.743715969,"(41.875039711, -87.743715969)"
"254431",41.729431605,-87.55123951,"(41.729431605, -87.55123951)"
"255322",41.81231282,-87.624542644,"(41.81231282, -87.624542644)"
"262915",41.743813527,-87.562464648,"(41.743813527, -87.562464648)"
"263166",41.866235211,-87.720473094,"(41.866235211, -87.720473094)"
"264586",41.729357514,-87.551240409,"(41.729357514, -87.551240409)"
"265777",41.686216146,-87.623874549,"(41.686216146, -87.623874549)"
"269591",41.946542477,-87.736084376,"(41.946542477, -87.736084376)"
"275570",41.827102603,-87.626470891,"(41.827102603, -87.626470891)"
"276376",41.802272097,-87.605328526,"(41.802272097, -87.605328526)"
"277407",41.9105284,-87.746956787,"(41.9105284, -87.746956787)"
"278088",41.902020509,-87.773754609,"(41.902020509, -87.773754609)"
"280193",41.865000681,-87.617147205,"(41.865000681, -87.617147205)"
"280197",41.865000681,-87.617147205,"(41.865000681, -87.617147205)"
"280200",41.997421019,-87.707421661,"(41.997421019, -87.707421661)"
"280209",41.77945628,-87.613190628,"(41.77945628, -87.613190628)"
"281083",42.018574588,-87.682988494,"(42.018574588, -87.682988494)"
"281358",41.855725091,-87.727268803,"(41.855725091, -87.727268803)"
"281775",41.816981297,-87.633570654,"(41.816981297, -87.633570654)"
"282959",NA,NA,""
"285817",41.737349932,-87.721520478,"(41.737349932, -87.721520478)"
"285827",41.915822019,-87.728960143,"(41.915822019, -87.728960143)"
"285852",41.954681453,-87.67912021,"(41.954681453, -87.67912021)"
"285859",41.778637275,-87.724479202,"(41.778637275, -87.724479202)"
"288577",41.867101385,-87.723376202,"(41.867101385, -87.723376202)"
"289204",41.997421019,-87.707421661,"(41.997421019, -87.707421661)"
"289952",41.751704315,-87.664682949,"(41.751704315, -87.664682949)"
"290824",41.871906261,-87.701991038,"(41.871906261, -87.701991038)"
"292139",41.79439912,-87.66216741,"(41.79439912, -87.66216741)"
"292414",41.880771366,-87.721990345,"(41.880771366, -87.721990345)"
"293073",41.889656251,-87.627996272,"(41.889656251, -87.627996272)"
"293171",41.91723409,-87.720962732,"(41.91723409, -87.720962732)"
"295347",41.8045223,-87.625956248,"(41.8045223, -87.625956248)"
"296258",41.825326223,-87.614397557,"(41.825326223, -87.614397557)"
"296634",42.011944442,-87.682953009,"(42.011944442, -87.682953009)"
"296965",41.899693507,-87.716454344,"(41.899693507, -87.716454344)"
"298781",41.871985003,-87.694889334,"(41.871985003, -87.694889334)"
"301573",41.841289747,-87.628142362,"(41.841289747, -87.628142362)"
"303212",41.967483718,-87.7133371,"(41.967483718, -87.7133371)"
"304466",41.858794856,-87.730194873,"(41.858794856, -87.730194873)"
"304534",41.998302461,-87.686241061,"(41.998302461, -87.686241061)"
"305869",41.878902352,-87.698687126,"(41.878902352, -87.698687126)"
"306353",41.896196718,-87.716337402,"(41.896196718, -87.716337402)"
"307848",41.791926594,-87.652387506,"(41.791926594, -87.652387506)"
"308509",41.99757373,-87.698749139,"(41.99757373, -87.698749139)"
"308593",41.777967289,-87.615568353,"(41.777967289, -87.615568353)"
"308601",41.797007431,-87.667094776,"(41.797007431, -87.667094776)"
"308609",41.978149135,-87.679468499,"(41.978149135, -87.679468499)"
"308615",41.782201675,-87.607696833,"(41.782201675, -87.607696833)"
"308937",41.768052673,-87.655411299,"(41.768052673, -87.655411299)"
"310580",41.894881081,-87.761718254,"(41.894881081, -87.761718254)"
"310600",41.768111862,-87.662690747,"(41.768111862, -87.662690747)"
"311858",41.684717412,-87.633669424,"(41.684717412, -87.633669424)"
"312032",41.690730699,-87.626567255,"(41.690730699, -87.626567255)"
"312048",41.867343273,-87.69714568,"(41.867343273, -87.69714568)"
"312236",41.653745791,-87.599937561,"(41.653745791, -87.599937561)"
"313565",NA,NA,""
"314204",41.773381572,-87.582086669,"(41.773381572, -87.582086669)"
"314214",41.779621922,-87.593053201,"(41.779621922, -87.593053201)"
"314738",41.809473772,-87.610653694,"(41.809473772, -87.610653694)"
"315071",NA,NA,""
"315312",41.808856306,-87.621198838,"(41.808856306, -87.621198838)"
"315378",41.923546761,-87.801570604,"(41.923546761, -87.801570604)"
"315441",41.930998239,-87.785992793,"(41.930998239, -87.785992793)"
"315536",41.793743484,-87.634142517,"(41.793743484, -87.634142517)"
"317611",NA,NA,""
"318718",41.854010712,-87.724822014,"(41.854010712, -87.724822014)"
"321275",41.883574286,-87.736799695,"(41.883574286, -87.736799695)"
"321374",41.909458983,-87.759068004,"(41.909458983, -87.759068004)"
"325393",41.694274663,-87.634364062,"(41.694274663, -87.634364062)"
"325461",41.818277821,-87.687179816,"(41.818277821, -87.687179816)"
"325762",41.897710985,-87.751996018,"(41.897710985, -87.751996018)"
"325875",41.807994429,-87.667377089,"(41.807994429, -87.667377089)"
"325897",NA,NA,""
"327681",41.786347893,-87.647386451,"(41.786347893, -87.647386451)"
"327746",41.856039969,-87.72609487,"(41.856039969, -87.72609487)"
"327784",41.733713928,-87.639901195,"(41.733713928, -87.639901195)"
"328228",41.681975307,-87.644487509,"(41.681975307, -87.644487509)"
"328257",41.751226943,-87.558949437,"(41.751226943, -87.558949437)"
"328295",41.898920721,-87.732182962,"(41.898920721, -87.732182962)"
"328381",41.774587375,-87.685954135,"(41.774587375, -87.685954135)"
"328419",41.706334834,-87.646461475,"(41.706334834, -87.646461475)"
"328440",41.87392628,-87.756287237,"(41.87392628, -87.756287237)"
"329623",NA,NA,""
"329635",41.763876069,-87.694232123,"(41.763876069, -87.694232123)"
"329696",41.727519775,-87.559486981,"(41.727519775, -87.559486981)"
"330803",41.689045293,-87.655662965,"(41.689045293, -87.655662965)"
"330950",41.774784198,-87.671372166,"(41.774784198, -87.671372166)"
"332249",NA,NA,""
"332351",NA,NA,""
"332490",NA,NA,""
"333079",NA,NA,""
"333252",NA,NA,""
"333312",NA,NA,""
"333932",NA,NA,""
"334177",NA,NA,""
"334532",NA,NA,""
"334586",NA,NA,""
"334621",NA,NA,""
"335090",NA,NA,""
"335156",NA,NA,""
"335180",NA,NA,""
"336046",NA,NA,""
"336557",NA,NA,""
"336686",NA,NA,""
"336800",NA,NA,""
"337234",NA,NA,""
"338712",NA,NA,""
"338773",NA,NA,""
"339156",NA,NA,""
"339242",NA,NA,""
"339243",NA,NA,""
"339244",NA,NA,""
"339245",NA,NA,""
"339383",NA,NA,""
"339385",NA,NA,""
"339545",NA,NA,""
"339798",NA,NA,""
"340040",NA,NA,""
"340331",NA,NA,""
"340410",NA,NA,""
"341322",NA,NA,""
"343099",NA,NA,""
"343134",NA,NA,""
"343199",NA,NA,""
"343200",NA,NA,""
"343201",NA,NA,""
"343202",NA,NA,""
"343357",NA,NA,""
"343515",NA,NA,""
"343518",NA,NA,""
"343519",NA,NA,""
"343520",NA,NA,""
"343521",NA,NA,""
"343528",NA,NA,""
"343530",NA,NA,""
"343531",NA,NA,""
"343595",NA,NA,""
"344338",NA,NA,""
"344769",41.779753491,-87.605916922,"(41.779753491, -87.605916922)"
"345358",NA,NA,""
"347971",41.896329045,-87.713900914,"(41.896329045, -87.713900914)"
"349873",42.007055452,-87.66783271,"(42.007055452, -87.66783271)"
"351438",41.762064717,-87.568865843,"(41.762064717, -87.568865843)"
"352685",41.908642663,-87.757168653,"(41.908642663, -87.757168653)"
"353685",41.892295584,-87.7442588,"(41.892295584, -87.7442588)"
"353780",41.898922542,-87.732006633,"(41.898922542, -87.732006633)"
"353802",41.750732686,-87.600322503,"(41.750732686, -87.600322503)"
"353875",41.760105501,-87.564784038,"(41.760105501, -87.564784038)"
"354766",42.003022681,-87.672311794,"(42.003022681, -87.672311794)"
"355592",41.909016716,-87.689645404,"(41.909016716, -87.689645404)"
"356168",41.867428687,-87.626342565,"(41.867428687, -87.626342565)"
"356591",41.824806507,-87.603785506,"(41.824806507, -87.603785506)"
"356891",42.016379289,-87.668151339,"(42.016379289, -87.668151339)"
"357258",41.789943421,-87.657193851,"(41.789943421, -87.657193851)"
"359615",42.011969852,-87.663042072,"(42.011969852, -87.663042072)"
"361408",41.813163461,-87.633480154,"(41.813163461, -87.633480154)"
"361416",41.968419064,-87.787283176,"(41.968419064, -87.787283176)"
"362400",41.767741318,-87.662679943,"(41.767741318, -87.662679943)"
"363550",41.937844534,-87.752370415,"(41.937844534, -87.752370415)"
"364540",41.714050242,-87.655894826,"(41.714050242, -87.655894826)"
"364741",41.763275088,-87.592343108,"(41.763275088, -87.592343108)"
"365749",41.949020784,-87.71234338,"(41.949020784, -87.71234338)"
"365773",41.930761285,-87.805722243,"(41.930761285, -87.805722243)"
"365922",42.018286231,-87.677644346,"(42.018286231, -87.677644346)"
"365931",41.985538376,-87.689507793,"(41.985538376, -87.689507793)"
"366019",41.955491512,-87.679692799,"(41.955491512, -87.679692799)"
"368376",41.855190551,-87.623871195,"(41.855190551, -87.623871195)"
"369543",41.751704315,-87.664682949,"(41.751704315, -87.664682949)"
"370780",NA,NA,""
"372178",NA,NA,""
"373964",NA,NA,""
"374609",41.767870335,-87.662685931,"(41.767870335, -87.662685931)"
"374945",41.783173348,-87.605991932,"(41.783173348, -87.605991932)"
"375116",41.90858778,-87.757169146,"(41.90858778, -87.757169146)"
"376284",41.85098667,-87.722263023,"(41.85098667, -87.722263023)"
"376575",41.880989084,-87.704876073,"(41.880989084, -87.704876073)"
"376607",41.95365705,-87.726959518,"(41.95365705, -87.726959518)"
"377173",41.854722639,-87.729722915,"(41.854722639, -87.729722915)"
"377282",42.018698069,-87.682987236,"(42.018698069, -87.682987236)"
"380065",41.833347291,-87.672823956,"(41.833347291, -87.672823956)"
"380212",42.018634956,-87.682987879,"(42.018634956, -87.682987879)"
"381035",41.899495516,-87.641269466,"(41.899495516, -87.641269466)"
"381550",41.76785387,-87.662686103,"(41.76785387, -87.662686103)"
"381636",41.899554595,-87.717671513,"(41.899554595, -87.717671513)"
"382445",41.801609105,-87.617736187,"(41.801609105, -87.617736187)"
"382570",41.882764746,-87.763276799,"(41.882764746, -87.763276799)"
"384048",41.903933651,-87.68951279,"(41.903933651, -87.68951279)"
"384171",41.990299278,-87.660275244,"(41.990299278, -87.660275244)"
"384214",41.764261816,-87.583274378,"(41.764261816, -87.583274378)"
"384730",41.784983299,-87.609700461,"(41.784983299, -87.609700461)"
"385072",41.779752688,-87.613194644,"(41.779752688, -87.613194644)"
"385754",41.909522293,-87.754188652,"(41.909522293, -87.754188652)"
"385934",41.755368956,-87.634416245,"(41.755368956, -87.634416245)"
"386006",41.88747459,-87.710067883,"(41.88747459, -87.710067883)"
"386140",41.895949185,-87.712670456,"(41.895949185, -87.712670456)"
"386192",41.900039997,-87.72378279,"(41.900039997, -87.72378279)"
"386349",41.731283076,-87.661718433,"(41.731283076, -87.661718433)"
"386553",41.749241885,-87.662194572,"(41.749241885, -87.662194572)"
"386919",41.864197247,-87.665057703,"(41.864197247, -87.665057703)"
"387243",41.887105069,-87.720956751,"(41.887105069, -87.720956751)"
"388851",41.894552122,-87.712625215,"(41.894552122, -87.712625215)"
"389214",41.887280731,-87.720962419,"(41.887280731, -87.720962419)"
"389246",41.887236485,-87.764103758,"(41.887236485, -87.764103758)"
"389331",41.879860127,-87.771384873,"(41.879860127, -87.771384873)"
"389436",41.876868175,-87.703546827,"(41.876868175, -87.703546827)"
"391140",41.891603117,-87.745686519,"(41.891603117, -87.745686519)"
"391304",41.946740833,-87.687560431,"(41.946740833, -87.687560431)"
"391401",41.882987094,-87.761633321,"(41.882987094, -87.761633321)"
"391437",41.866194233,-87.723601432,"(41.866194233, -87.723601432)"
"391794",41.702091319,-87.563219518,"(41.702091319, -87.563219518)"
"391854",41.780247905,-87.615146952,"(41.780247905, -87.615146952)"
"392051",41.897234529,-87.721557873,"(41.897234529, -87.721557873)"
"394254",41.940727712,-87.687951908,"(41.940727712, -87.687951908)"
"394320",41.765707789,-87.674537214,"(41.765707789, -87.674537214)"
"395319",41.758273974,-87.622590327,"(41.758273974, -87.622590327)"
"395690",41.964505972,-87.650880136,"(41.964505972, -87.650880136)"
"395814",41.895490498,-87.713104635,"(41.895490498, -87.713104635)"
"396216",41.704734822,-87.635517865,"(41.704734822, -87.635517865)"
"396607",41.774344746,-87.603360484,"(41.774344746, -87.603360484)"
"398284",41.968445202,-87.70896666,"(41.968445202, -87.70896666)"
"398302",41.930761285,-87.805722243,"(41.930761285, -87.805722243)"
"398322",41.948908751,-87.707881754,"(41.948908751, -87.707881754)"
"398333",41.967666608,-87.776317064,"(41.967666608, -87.776317064)"
"398686",41.67732178,-87.641890566,"(41.67732178, -87.641890566)"
"398981",41.903717198,-87.710471975,"(41.903717198, -87.710471975)"
"399247",41.790162214,-87.641397994,"(41.790162214, -87.641397994)"
"400393",41.891851373,-87.710521159,"(41.891851373, -87.710521159)"
"400421",41.797315765,-87.674400632,"(41.797315765, -87.674400632)"
"401349",41.811362018,-87.605900548,"(41.811362018, -87.605900548)"
"401497",42.019809042,-87.669491958,"(42.019809042, -87.669491958)"
"401506",41.909746025,-87.772728281,"(41.909746025, -87.772728281)"
"402447",41.773391608,-87.664054491,"(41.773391608, -87.664054491)"
"402460",41.865573338,-87.705643842,"(41.865573338, -87.705643842)"
"402537",41.873761485,-87.699520065,"(41.873761485, -87.699520065)"
"402742",41.775171737,-87.640748935,"(41.775171737, -87.640748935)"
"403019",41.961136661,-87.712376498,"(41.961136661, -87.712376498)"
"403426",41.939367879,-87.702005997,"(41.939367879, -87.702005997)"
"403746",41.813282397,-87.632283004,"(41.813282397, -87.632283004)"
"404701",41.750214359,-87.674695653,"(41.750214359, -87.674695653)"
"405722",41.880334632,-87.758032591,"(41.880334632, -87.758032591)"
"405739",41.782363007,-87.653357665,"(41.782363007, -87.653357665)"
"405987",41.895871457,-87.755626933,"(41.895871457, -87.755626933)"
"407434",41.72852756,-87.662150113,"(41.72852756, -87.662150113)"
"407693",42.008280976,-87.665748403,"(42.008280976, -87.665748403)"
"407870",41.790320325,-87.617487726,"(41.790320325, -87.617487726)"
